input, magic
1.274774e-10, 0x5F319984
3.980197e-11, 0x5F33F88C
9.742154e-25, 0x5F3759DF
9.776087e-13, 0x5F3B2208
6.697912e-30, 0x5F3759DF
2.743159e-07, 0x5F3759DF
6.146392e-17, 0x5F3C36CB
1.218647e-34, 0x5F325685
1.643921e-17, 0x5F3759DF
6.835044e-11, 0x5F3759DF
2.041884e-29, 0x5F321CDB
5.143297e-13, 0x5F334E65
5.060059e-18, 0x5F306415
8.971780e-07, 0x5F39B1CE
7.334458e-35, 0x5F309361
2.862088e-08, 0x5F356EE9
1.925541e-34, 0x5F401847
3.010762e-27, 0x5F3E080C
6.628323e-33, 0x5F333801
1.070371e-30, 0x5F32C1DE
3.846083e-30, 0x5F3759DF
1.546027e-10, 0x5F368BC8
1.235696e-15, 0x5F3279FF
3.182804e-30, 0x5F4040BC
1.425821e-10, 0x5F2FBA20
7.649298e-23, 0x5F2BA8B4
7.217199e-22, 0x5F3759DF
4.556465e-14, 0x5F3759DF
2.302665e-04, 0x5F3E4EAD
4.370924e-28, 0x5F324BF8
1.957148e-14, 0x5F3257EB
2.884573e-06, 0x5F330458
1.287920e-31, 0x5F302890
2.225325e-01, 0x5F3AF907
8.266464e-25, 0x5F3F9FE3
1.191935e-02, 0x5F347F21
7.205449e-35, 0x5F303190
8.351984e-20, 0x5F30FDAE
1.325791e-22, 0x5F3176C4
2.884689e-08, 0x5F342BA7
2.078964e-28, 0x5F3C2FE9
5.936065e-15, 0x5F30EC2F
9.676154e-26, 0x5F327626
5.761580e-27, 0x5F31501A
1.882029e-33, 0x5F2F7B35
6.078833e-04, 0x5F334BA7
5.672286e-19, 0x5F303030
8.725286e-31, 0x5F3A299A
5.829085e-38, 0x5F33895C
8.085955e-12, 0x5F339679
1.045635e-11, 0x5F3259AB
1.214655e-15, 0x5F2ECCF0
2.398091e-25, 0x5F3759DF
3.093152e-30, 0x5F3D8533
8.678740e-16, 0x5F3EFB9B
2.495382e-12, 0x5F322860
8.341082e-29, 0x5F2EA26F
4.611431e-35, 0x5F3D640B
5.259187e-38, 0x5F3759DF
5.043173e-27, 0x5F32500C
2.007439e-32, 0x5F30A389
3.029904e-09, 0x5F361FE9
9.916769e-15, 0x5F3320DF
1.741100e-37, 0x5F3D9D97
3.157056e-01, 0x5F362AE5
1.037070e-20, 0x5F317624
3.317837e-35, 0x5F34D7D7
5.471833e-30, 0x5F311D77
9.068436e-05, 0x5F2FE755
2.472583e-12, 0x5F355C9B
8.678780e-33, 0x5F320E54
8.010132e-35, 0x5F315D0F
1.366165e-38, 0x5F3759DF
5.463377e-07, 0x5F30C4C8
5.534768e-31, 0x5F31AE95
2.145422e-20, 0x5F3164CE
5.249339e-04, 0x5F328557
6.086727e-03, 0x5F2F56F0
1.229646e-15, 0x5F3360FC
4.504274e-02, 0x5F3759DF
5.699085e-23, 0x5F3F8347
2.050862e-28, 0x5F3E3E5E
1.162207e-16, 0x5F33B3EA
8.505600e-26, 0x5F30683A
6.686754e-29, 0x5F354136
2.703712e-26, 0x5F31A264
1.426109e-10, 0x5F303589
3.272504e-15, 0x5F38D3FA
1.319413e-07, 0x5F3759DF
6.000953e-35, 0x5F34E24C
1.972323e-02, 0x5F355AB6
5.017072e-37, 0x5F2FF0ED
3.675522e-15, 0x5F3CDDE9
4.004691e-15, 0x5F38ED45
5.170581e-08, 0x5F388504
5.665205e-21, 0x5F307577
5.228890e-13, 0x5F33EFED
5.536442e-29, 0x5F382C4A
1.010176e-13, 0x5F3216ED
9.043808e-06, 0x5F2FCDF1
1.807529e-11, 0x5F359F40
3.656958e-14, 0x5F31DE53
6.332806e-24, 0x5F3443E7
3.869223e-04, 0x5F30DC3D
3.006395e-18, 0x5F37B4A5
4.694190e-19, 0x5F3377F3
1.812782e-23, 0x5F328AC4
7.748435e-10, 0x5F370663
1.519918e-08, 0x5F3F4CF1
2.516664e-21, 0x5F331D26
4.743531e-17, 0x5F3759DF
4.922056e-21, 0x5F31B428
1.528170e-25, 0x5F315E12
6.889320e-08, 0x5F3759DF
3.161249e-17, 0x5F315C31
2.955038e-02, 0x5F31B541
4.880993e-34, 0x5F34BCCB
1.806272e-26, 0x5F30CEB3
4.638411e-18, 0x5F3218BB
1.505883e-07, 0x5F325306
2.754490e-32, 0x5F3155E5
1.496578e-05, 0x5F3ECBFF
7.346666e-33, 0x5F31B643
1.755469e-01, 0x5F3382B2
1.047421e-12, 0x5F37E974
1.251229e-18, 0x5F30AD85
3.835360e-20, 0x5F3554DB
1.248186e-06, 0x5F3669B7
8.535541e-06, 0x5F311DE6
1.512344e-06, 0x5F31A4CB
1.114359e-31, 0x5F326775
8.519970e-27, 0x5F326B1C
1.146385e-15, 0x5F346AE8
3.804697e-06, 0x5F3F8614
8.965112e-02, 0x5F323F5D
1.921329e-28, 0x5F3DC3C1
1.669426e-32, 0x5F30F829
2.896962e-24, 0x5F3854D0
2.182636e-20, 0x5F323C56
1.170710e-09, 0x5F344B0D
9.085963e-04, 0x5F3C53D0
1.970900e-03, 0x5F346AA5
5.155725e-12, 0x5F33047D
1.661483e-17, 0x5F368A92
1.004077e-14, 0x5F33BDB1
1.366040e-03, 0x5F315AE0
8.040455e-36, 0x5F31D592
6.323982e-33, 0x5F36660D
1.198653e-08, 0x5F366F1C
3.430005e-36, 0x5F3759DF
3.788726e-04, 0x5F3094D1
1.409883e-06, 0x5F3109CD
6.455110e-08, 0x5F38943E
1.394986e-01, 0x5F352A7B
2.236607e-35, 0x5F31994B
7.435731e-24, 0x5F341BE3
1.808524e-25, 0x5F396619
2.406210e-31, 0x5F34A435
2.567619e-26, 0x5F359B11
1.380110e-32, 0x5F378559
1.316551e-10, 0x5F342CED
2.434415e-07, 0x5F3759DF
1.818160e-24, 0x5F33643B
1.759009e-28, 0x5F384D2A
6.791322e-17, 0x5F3620E7
1.430963e-26, 0x5F3BBA5F
1.095651e-16, 0x5F346E2D
9.343735e-20, 0x5F2FF348
8.007199e-37, 0x5F3D2F86
2.462433e-35, 0x5F33394F
3.789200e-38, 0x5F34A147
6.111859e-20, 0x5F380FBF
5.463582e-27, 0x5F33A633
3.995928e-38, 0x5F3759DF
1.939086e-24, 0x5F31F4ED
3.147631e-03, 0x5F3759DF
7.072248e-35, 0x5F312B36
2.327324e-11, 0x5F30822C
2.223620e-38, 0x5F36205E
5.866941e-34, 0x5F3366CA
2.779877e-27, 0x5F3759DF
9.050704e-14, 0x5F30265F
6.478879e-34, 0x5F3759DF
9.348791e-29, 0x5F312B40
1.021154e-26, 0x5F350D04
1.881523e-30, 0x5F2E7AAE
8.519514e-33, 0x5F30E4A0
5.361757e-36, 0x5F319F4D
3.581234e-27, 0x5F38C534
4.146517e-18, 0x5F3759DF
1.959310e-08, 0x5F36690A
9.423617e-22, 0x5F3759DF
1.956447e-32, 0x5F301099
2.616938e-12, 0x5F310DF5
1.107487e-27, 0x5F320228
1.400714e-37, 0x5F3759DF
6.033205e-12, 0x5F306CEF
1.723103e-35, 0x5F32AE23
7.468128e-14, 0x5F324415
2.171222e-24, 0x5F31E1EB
1.865943e-18, 0x5F331284
7.591109e-38, 0x5F305A28
2.869890e-10, 0x5F35A6D2
7.443935e-31, 0x5F3FFDE5
1.105813e-13, 0x5F3411A6
1.506862e-31, 0x5F355DB2
3.897713e-19, 0x5F31AD2A
1.091546e-04, 0x5F31FC6C
1.414614e-16, 0x5F2FCCA2
3.030939e-03, 0x5F32EB8C
2.153063e-11, 0x5F3217BB
7.044309e-09, 0x5F33F09E
1.344999e-09, 0x5F3090F5
1.619446e-10, 0x5F31E93E
8.403640e-21, 0x5F31AC6C
5.206791e-08, 0x5F392A8E
2.744565e-01, 0x5F3A444B
3.386556e-21, 0x5F3E15F6
1.554665e-29, 0x5F36A74E
1.530266e-20, 0x5F39A23B
3.218271e-28, 0x5F305E10
4.214466e-31, 0x5F329E7F
2.186944e-09, 0x5F30A929
7.946876e-11, 0x5F320EDB
4.967059e-27, 0x5F3047D5
7.189060e-07, 0x5F33A114
1.755859e-31, 0x5F3A8A4A
1.423824e-04, 0x5F322DD5
8.081538e-07, 0x5F3759DF
1.538008e-12, 0x5F315FB1
1.859338e-25, 0x5F38E060
2.950402e-14, 0x5F35122E
2.706686e-37, 0x5F338E74
8.088345e-23, 0x5F2F6C93
3.760817e-31, 0x5F313B92
2.969128e-18, 0x5F3759DF
1.041889e-37, 0x5F3265C6
1.755052e-30, 0x5F32E5A6
4.602723e-38, 0x5F4065CE
1.523338e-24, 0x5F3126F9
6.047986e-22, 0x5F2FE41C
1.115986e-35, 0x5F3D4833
2.290963e-25, 0x5F3A0B2A
5.749298e-38, 0x5F36A43C
2.230319e-08, 0x5F2F9B5C
1.129477e-14, 0x5F354F7D
4.362266e-18, 0x5F331373
3.142379e-09, 0x5F3759DF
1.450406e-03, 0x5F2EFFCF
6.666174e-35, 0x5F320B8E
1.672435e-08, 0x5F378309
1.915395e-08, 0x5F35814D
6.709696e-28, 0x5F3759DF
2.356671e-03, 0x5F30D84F
1.653864e-38, 0x5F31A59B
1.349548e-11, 0x5F3ABE6F
2.082891e-23, 0x5F2F7654
1.249217e-23, 0x5F3759DF
1.511477e-17, 0x5F3BFC99
1.998206e-25, 0x5F3DF418
8.315287e-18, 0x5F31EAD2
2.793838e-29, 0x5F30F98A
1.418123e-13, 0x5F3144DB
1.533337e-25, 0x5F33AA59
2.158191e-31, 0x5F38D00D
1.011978e-27, 0x5F3759DF
1.903825e-35, 0x5F309021
2.163583e-01, 0x5F391C8A
3.373129e-33, 0x5F3759DF
5.581985e-04, 0x5F326823
3.408891e-25, 0x5F2F47CA
9.498738e-36, 0x5F338FF0
2.237394e-23, 0x5F330362
5.619906e-30, 0x5F325085
1.472858e-38, 0x5F34D438
2.651740e-25, 0x5F336149
2.611486e-30, 0x5F3759DF
1.740868e-13, 0x5F328035
8.502105e-31, 0x5F3A80B9
9.138395e-04, 0x5F390AF3
6.430349e-24, 0x5F33E348
1.607619e-15, 0x5F342FEF
8.303971e-38, 0x5F310983
4.168504e-27, 0x5F334BD2
5.753095e-31, 0x5F30D297
6.367278e-04, 0x5F368445
5.591493e-04, 0x5F323AEB
3.433553e-08, 0x5F3385D8
3.664282e-36, 0x5F357FB5
1.411802e-13, 0x5F32113C
2.687119e-15, 0x5F313120
2.334881e-27, 0x5F35A61C
7.869894e-12, 0x5F32F45C
1.062655e-35, 0x5F3759DF
2.511140e-37, 0x5F302471
1.185709e-20, 0x5F382B9F
2.185158e-27, 0x5F31A6DB
7.565381e-02, 0x5F3759DF
9.761728e-08, 0x5F32EB83
1.170356e-26, 0x5F3D363C
8.180807e-25, 0x5F3F9DD0
4.444747e-17, 0x5F3570A3
1.874118e-28, 0x5F3B9139
9.265840e-27, 0x5F3467A6
1.654141e-14, 0x5F37CEA4
7.705530e-22, 0x5F3854F4
1.269063e-35, 0x5F3E8D79
5.431508e-29, 0x5F3A3F9C
1.146614e-11, 0x5F33F104
2.810011e-02, 0x5F336D23
3.690675e-08, 0x5F30FF17
5.738598e-04, 0x5F332F34
3.548935e-21, 0x5F3D63E3
1.999760e-32, 0x5F327C95
1.493544e-29, 0x5F3759DF
2.915336e-24, 0x5F381D82
1.013068e-13, 0x5F324453
7.101552e-21, 0x5F33410F
1.800333e-24, 0x5F33472D
3.388612e-10, 0x5F30D4E3
8.611106e-15, 0x5F345CD3
6.039166e-37, 0x5F362223
1.650937e-31, 0x5F3759DF
8.356593e-25, 0x5F407242
1.916596e-09, 0x5F342B3F
1.368282e-17, 0x5F3FBB8E
7.277886e-32, 0x5F3100BB
2.238535e-10, 0x5F3D5C86
2.455788e-09, 0x5F30A826
3.132456e-35, 0x5F330D08
1.081814e-19, 0x5F3759DF
1.659910e-38, 0x5F32B771
1.121226e-33, 0x5F2BB7F0
5.589722e-19, 0x5F3432F2
2.495569e-29, 0x5F32F6C2
2.415876e-10, 0x5F3A22AD
9.365892e-02, 0x5F2DA29E
3.245683e-23, 0x5F31A36C
9.066166e-14, 0x5F31CEF6
2.970224e-28, 0x5F31A8AA
8.971090e-13, 0x5F3F3931
9.744085e-20, 0x5F32A14A
1.020539e-35, 0x5F3759DF
1.748188e-08, 0x5F37711F
4.545373e-05, 0x5F32E991
4.001083e-13, 0x5F31917C
5.670572e-37, 0x5F3255A4
2.594466e-06, 0x5F320BC7
8.070261e-08, 0x5F3429D6
5.010555e-17, 0x5F3CBE2B
4.147763e-26, 0x5F3650DF
2.083611e-36, 0x5F3187B3
8.776311e-18, 0x5F3134C7
9.740819e-28, 0x5F362196
1.988885e-19, 0x5F38763C
9.947395e-20, 0x5F32B2F0
8.298189e-38, 0x5F319EB8
1.574408e-30, 0x5F362A32
8.143953e-32, 0x5F31CC6E
1.393790e-11, 0x5F3D6205
3.826445e-20, 0x5F3185F1
4.005181e-18, 0x5F38ED51
5.273450e-24, 0x5F305988
1.010197e-34, 0x5F35C4EC
1.676685e-14, 0x5F3759DF
1.915231e-34, 0x5F3DC264
5.542463e-29, 0x5F39FAF3
3.018096e-31, 0x5F320C9D
6.467801e-04, 0x5F348AAF
6.133552e-30, 0x5F354681
1.680413e-30, 0x5F364429
2.026229e-17, 0x5F310FDA
1.669134e-21, 0x5F334D4C
1.248159e-30, 0x5F3071CC
5.602346e-06, 0x5F3405AC
1.789632e-35, 0x5F3272ED
1.235094e-37, 0x5F331AEA
5.847709e-03, 0x5F30B448
1.936166e-02, 0x5F35F3C3
5.583138e-20, 0x5F41CC2B
4.293364e-22, 0x5F3507C0
8.101993e-20, 0x5F2E434B
8.118554e-16, 0x5F39ADEC
4.869365e-09, 0x5F34B5D7
2.010654e-26, 0x5F317EE8
5.675809e-07, 0x5F31E398
3.175401e-18, 0x5F3D73F7
1.456375e-38, 0x5F35077D
3.426862e-33, 0x5F3759DF
1.987055e-33, 0x5F3213F0
1.374281e-31, 0x5F30ED56
4.981908e-30, 0x5F322322
4.122536e-03, 0x5F390E45
6.859753e-31, 0x5F37DF98
1.165356e-24, 0x5F32116E
2.985195e-03, 0x5F33D8A4
1.457337e-19, 0x5F31B76E
1.453739e-08, 0x5F4004AA
6.456076e-02, 0x5F40A651
8.380831e-09, 0x5F32F9D7
2.371868e-38, 0x5F34C20E
3.054922e-17, 0x5F304F0A
2.729599e-22, 0x5F3759DF
3.160039e-08, 0x5F33A755
3.940275e-32, 0x5F356708
6.168809e-05, 0x5F40BE56
2.172963e-17, 0x5F327776
5.547524e-08, 0x5F3B6708
2.798115e-32, 0x5F33E809
2.168680e-12, 0x5F309D0C
3.832395e-06, 0x5F3D4B0E
6.008734e-07, 0x5F329F5B
4.380727e-26, 0x5F3759DF
2.221566e-07, 0x5F3C42C2
6.278392e-29, 0x5F3447D0
3.739978e-18, 0x5F3CF33D
7.809311e-38, 0x5F30D748
1.548636e-28, 0x5F35C3C6
4.204701e-36, 0x5F324E25
2.985472e-29, 0x5F339FD0
1.557964e-29, 0x5F356FF8
5.157028e-07, 0x5F32DEBE
7.821221e-17, 0x5F3348D1
4.115425e-01, 0x5F323EDA
2.532719e-09, 0x5F30FBE1
3.336727e-20, 0x5F310877
1.472525e-25, 0x5F361305
9.870025e-05, 0x5F31557F
1.024027e-34, 0x5F319635
8.289856e-06, 0x5F335A9B
2.151157e-02, 0x5F3296F3
6.687184e-26, 0x5F3560C2
4.411712e-23, 0x5F36F34E
1.939633e-36, 0x5F2F4FDD
6.050128e-13, 0x5F30BBEE
1.276665e-29, 0x5F3EBBE8
2.877527e-16, 0x5F33163F
9.542769e-03, 0x5F2FA550
3.800075e-35, 0x5F33D8FF
8.432501e-19, 0x5F3BDB31
2.073385e-24, 0x5F321A43
1.595882e-28, 0x5F3759DF
6.079213e-18, 0x5F319C31
7.506909e-12, 0x5F3759DF
7.961645e-12, 0x5F32F2D2
1.658148e-22, 0x5F338EA0
3.740000e-17, 0x5F33B2B1
4.068013e-32, 0x5F36743F
9.723112e-31, 0x5F350C0C
2.278044e-30, 0x5F33FFBC
4.175098e-26, 0x5F358F45
1.544122e-15, 0x5F32693D
7.742601e-31, 0x5F3F164C
5.935897e-04, 0x5F2FE6F1
1.926405e-10, 0x5F369427
3.715396e-21, 0x5F3B2E89
4.154565e-31, 0x5F353187
1.379674e-03, 0x5F321A63
1.491237e-05, 0x5F3FC231
1.213597e-01, 0x5F347EE5
9.048689e-06, 0x5F323AEA
5.996917e-28, 0x5F366274
2.898228e-12, 0x5F355583
5.047686e-35, 0x5F3933D0
2.022687e-29, 0x5F320EAF
8.962651e-23, 0x5F30F21C
2.670193e-38, 0x5F335C1B
4.447307e-03, 0x5F3A0926
9.800649e-23, 0x5F31E097
9.478793e-28, 0x5F3759DF
1.470611e-15, 0x5F31FE12
3.458437e-17, 0x5F312F6F
8.972901e-30, 0x5F332BEB
2.982587e-06, 0x5F34AE3A
1.134335e-05, 0x5F3058F2
4.326609e-21, 0x5F3759DF
6.511199e-12, 0x5F318CAC
1.414572e-14, 0x5F3E7929
4.581590e-08, 0x5F357C0C
1.155703e-24, 0x5F31DA3E
1.226511e-07, 0x5F3465BE
3.177615e-08, 0x5F339BB9
1.997692e-15, 0x5F320251
1.359089e-19, 0x5F31207D
1.150899e-05, 0x5F3759DF
3.143478e-36, 0x5F3DAB55
1.015383e-36, 0x5F3355CE
1.376120e-11, 0x5F3D4049
6.122471e-30, 0x5F353BE4
8.660234e-19, 0x5F3FAA19
2.612259e-04, 0x5F3BAF8F
4.027761e-07, 0x5F30DA6A
1.259546e-22, 0x5F317CCC
3.626104e-07, 0x5F3230DF
2.837045e-14, 0x5F3759DF
3.232807e-20, 0x5F31D9E6
2.185167e-14, 0x5F2EBE33
4.215343e-05, 0x5F328552
2.112654e-01, 0x5F3759DF
5.317408e-03, 0x5F3759DF
2.009019e-17, 0x5F2F634B
3.197030e-36, 0x5F3D2537
5.616620e-03, 0x5F308FF8
1.143212e-31, 0x5F322ACC
5.181170e-06, 0x5F345BEE
1.319091e-14, 0x5F3B7A46
7.226901e-01, 0x5F3585B5
1.742583e-22, 0x5F3759DF
1.071609e-10, 0x5F314E3E
5.680317e-14, 0x5F3EE1A0
1.816948e-06, 0x5F33F34E
7.763233e-19, 0x5F38F813
1.116631e-18, 0x5F323AA0
4.007233e-20, 0x5F347B1B
2.712057e-36, 0x5F38BCD2
2.595843e-04, 0x5F3D819E
2.767594e-29, 0x5F32F21B
1.790985e-05, 0x5F3759DF
2.214093e-17, 0x5F30D756
6.775652e-04, 0x5F321202
1.873529e-04, 0x5F34272F
2.529861e-28, 0x5F3759DF
8.644687e-14, 0x5F31C1EA
7.091837e-16, 0x5F36A830
6.213478e-38, 0x5F339645
1.568396e-24, 0x5F33099D
7.525198e-05, 0x5F357FE8
1.151487e-29, 0x5F39A888
3.617806e-29, 0x5F312575
1.409801e-36, 0x5F33DF5B
9.691433e-29, 0x5F339CE6
7.341866e-20, 0x5F311FEA
1.528010e-19, 0x5F3475E9
1.031740e-35, 0x5F383A21
2.918163e-18, 0x5F3759DF
1.310358e-01, 0x5F31A25B
7.440038e-36, 0x5F30CA26
7.694269e-21, 0x5F328061
3.383097e-17, 0x5F33A763
1.023485e-26, 0x5F35AEC1
3.824764e-07, 0x5F31633E
2.113892e-02, 0x5F324DA4
5.975054e-34, 0x5F3482F5
5.183888e-37, 0x5F3211B5
8.281298e-21, 0x5F313700
5.348977e-04, 0x5F326BBF
3.081962e-21, 0x5F39519A
2.024303e-23, 0x5F33C7E6
4.916671e-28, 0x5F325D1B
2.015928e-12, 0x5F329C07
5.443212e-23, 0x5F3F26A3
1.331020e-36, 0x5F33016F
5.763274e-04, 0x5F323220
2.845746e-32, 0x5F32C82C
4.584511e-09, 0x5F360BA7
2.100379e-16, 0x5F3D211A
3.462370e-24, 0x5F3CCC97
2.202988e-11, 0x5F33E621
4.949912e-09, 0x5F3220BE
3.482369e-02, 0x5F31BDD3
3.691681e-04, 0x5F3759DF
5.452450e-06, 0x5F345B5D
4.232315e-02, 0x5F32D0E3
2.449144e-03, 0x5F318376
7.984160e-21, 0x5F3208D2
2.226223e-10, 0x5F3C341F
4.930173e-17, 0x5F3A4896
6.691663e-04, 0x5F339BCC
8.733279e-06, 0x5F33CF08
3.441922e-30, 0x5F37C922
2.722675e-04, 0x5F3AC238
1.961199e-17, 0x5F2FBEE9
5.525709e-11, 0x5F3A9E63
5.729015e-30, 0x5F332FEB
4.504158e-09, 0x5F36A468
7.152879e-03, 0x5F32B822
4.853346e-17, 0x5F3759DF
2.089428e-20, 0x5F3278CE
4.698391e-16, 0x5F349438
4.672207e-24, 0x5F30AFC5
1.807112e-34, 0x5F3CA031
4.660698e-12, 0x5F33F9EA
2.666814e-25, 0x5F334713
3.635069e-15, 0x5F4261DE
9.366843e-34, 0x5F366E0F
9.632168e-37, 0x5F3526F4
1.593255e-21, 0x5F341704
1.754691e-11, 0x5F36CFF7
1.687039e-03, 0x5F2E130A
1.131474e-03, 0x5F37C936
2.699029e-05, 0x5F32BD14
1.301788e-28, 0x5F309C31
6.089549e-15, 0x5F318FA9
3.747721e-37, 0x5F353BC0
9.208389e-07, 0x5F3D7587
6.889753e-37, 0x5F3B9A01
3.405107e-29, 0x5F31FBFB
7.415404e-03, 0x5F33CE72
1.629806e-30, 0x5F349923
1.429952e-13, 0x5F31830F
1.779174e-14, 0x5F3535E6
1.231455e-37, 0x5F32C51C
3.455162e-14, 0x5F2FFD6F
7.338637e-15, 0x5F367ACE
5.821613e-38, 0x5F34D52A
3.117964e-04, 0x5F3566F9
1.155918e-31, 0x5F3268D5
8.176688e-29, 0x5F300228
1.477637e-03, 0x5F305EE9
7.379535e-32, 0x5F323414
3.425765e-20, 0x5F3612FD
1.651087e-36, 0x5F31FAA3
2.602293e-09, 0x5F34AD73
8.228209e-32, 0x5F3063C0
6.087162e-19, 0x5F30FAD0
6.692776e-37, 0x5F3759DF
3.571430e-01, 0x5F30DAA6
1.696455e-37, 0x5F37E00E
1.967907e-17, 0x5F3286E4
2.655812e-27, 0x5F36CE1C
1.190449e-06, 0x5F35D971
8.533820e-05, 0x5F31FA74
1.686658e-21, 0x5F36199F
9.375702e-11, 0x5F31A0D3
5.375701e-29, 0x5F3B218F
2.500768e-01, 0x5F3E0E43
3.019075e-02, 0x5F35DCA7
8.382489e-36, 0x5F31F104
3.458550e-15, 0x5F39C31D
1.245451e-04, 0x5F351506
6.320023e-02, 0x5F3B72ED
1.952621e-02, 0x5F33C86A
1.923202e-30, 0x5F334A4E
4.604472e-21, 0x5F31A338
8.737989e-21, 0x5F35333C
5.153271e-03, 0x5F32D691
1.484152e-11, 0x5F3D8720
1.826699e-16, 0x5F3693AB
2.983861e-22, 0x5F31DF27
4.089475e-02, 0x5F339168
1.153582e-21, 0x5F3255A9
1.737546e-25, 0x5F3759DF
1.184008e-28, 0x5F3119FB
2.019931e-10, 0x5F3759DF
2.336115e-34, 0x5F3759DF
1.083671e-23, 0x5F3562C3
2.735416e-05, 0x5F34A7BA
1.729570e-27, 0x5F3759DF
4.768972e-03, 0x5F3759DF
1.424950e-01, 0x5F338F05
6.880166e-17, 0x5F3759DF
5.730697e-08, 0x5F3D9751
1.959645e-23, 0x5F319F27
1.922445e-07, 0x5F3510DF
3.786161e-38, 0x5F3759DF
1.244130e-15, 0x5F358B71
4.853264e-19, 0x5F337C4D
7.491159e-34, 0x5F3DF45E
1.750235e-19, 0x5F34EA4E
9.329975e-13, 0x5F3F393C
4.844155e-05, 0x5F3759DF
4.295716e-18, 0x5F3611EA
5.415942e-23, 0x5F3DC18D
1.963960e-20, 0x5F30DF71
2.522737e-30, 0x5F3759DF
9.327866e-28, 0x5F3759DF
1.648813e-32, 0x5F307E72
1.219001e-24, 0x5F3340E3
1.434597e-30, 0x5F332F38
1.130864e-21, 0x5F343B76
1.319821e-24, 0x5F31C6C0
5.352856e-38, 0x5F3759DF
6.848543e-09, 0x5F336196
9.358379e-14, 0x5F30F254
1.073663e-10, 0x5F32D554
9.183925e-05, 0x5F316133
8.134170e-06, 0x5F3211CA
4.430711e-14, 0x5F335D82
5.166441e-18, 0x5F3038F0
1.631390e-01, 0x5F31A274
4.053050e-12, 0x5F39024D
1.379008e-34, 0x5F3383E9
4.369909e-26, 0x5F3759DF
1.708086e-06, 0x5F306588
1.986884e-26, 0x5F2FB0C2
5.862427e-32, 0x5F3759DF
4.847964e-23, 0x5F3759DF
3.116904e-15, 0x5F385E10
9.107108e-22, 0x5F3759DF
3.102240e-07, 0x5F35F351
5.241460e-22, 0x5F2FF2FE
3.957075e-03, 0x5F3F2EC1
2.573969e-22, 0x5F35E964
4.369918e-27, 0x5F2F60F4
1.390340e-01, 0x5F33D336
2.067156e-16, 0x5F3BFD78
8.578112e-34, 0x5F3A0BEA
1.356728e-13, 0x5F319F79
1.704135e-37, 0x5F3AD672
8.445541e-06, 0x5F340FA6
4.613630e-07, 0x5F357BA5
6.817242e-30, 0x5F31A3BB
1.767096e-20, 0x5F341B54
2.048236e-24, 0x5F36B278
2.404795e-28, 0x5F3759DF
4.051455e-29, 0x5F352700
9.155374e-13, 0x5F3D83E0
1.505854e-27, 0x5F31F2D8
1.314844e-11, 0x5F3A9B95
7.585410e-23, 0x5F31D6B8
2.158813e-04, 0x5F39E044
4.652556e-12, 0x5F329F6C
5.850270e-29, 0x5F3843DA
1.363988e-16, 0x5F323BBE
1.315329e-10, 0x5F335458
1.383753e-21, 0x5F30CCF8
8.523605e-11, 0x5F30EF71
5.540715e-33, 0x5F327681
2.078128e-25, 0x5F3F570F
1.675250e-14, 0x5F3759DF
3.935744e-30, 0x5F3759DF
3.574841e-01, 0x5F3198FD
1.957420e-01, 0x5F347243
3.777640e-24, 0x5F3759DF
5.437148e-29, 0x5F3A06CB
6.023112e-17, 0x5F3C33FA
2.133869e-37, 0x5F3759DF
4.501458e-13, 0x5F3712FE
8.253147e-23, 0x5F31DEF7
4.884038e-17, 0x5F37DA06
6.189430e-29, 0x5F34A8A2
6.433629e-04, 0x5F32078C
6.565000e-05, 0x5F3CDE94
1.729406e-31, 0x5F376B19
3.197085e-33, 0x5F3F996D
5.160630e-28, 0x5F2FFED2
2.581458e-26, 0x5F370C73
5.584894e-01, 0x5F326A19
6.282893e-21, 0x5F3264DE
1.554173e-36, 0x5F321DA6
1.965979e-16, 0x5F3759DF
1.316901e-02, 0x5F3759DF
2.688900e-28, 0x5F320166
1.277308e-19, 0x5F31ED5A
4.295633e-35, 0x5F3A0D9E
2.526311e-38, 0x5F337227
6.641721e-10, 0x5F34A508
1.256335e-04, 0x5F32D242
6.950202e-10, 0x5F3437F4
4.407286e-19, 0x5F34C808
5.420585e-29, 0x5F3CD754
1.209581e-07, 0x5F34E074
2.727885e-08, 0x5F345E14
1.100293e-17, 0x5F37371F
4.912607e-02, 0x5F372B8F
9.209151e-29, 0x5F33D9FC
1.464836e-28, 0x5F333906
1.485489e-15, 0x5F315DB7
3.178711e-23, 0x5F31CF86
4.331978e-10, 0x5F328656
3.629692e-17, 0x5F330E6C
2.361060e-13, 0x5F409A73
1.097147e-35, 0x5F3981C5
2.671086e-32, 0x5F3462F0
4.938515e-18, 0x5F306771
5.599942e-22, 0x5F32B68B
5.845430e-04, 0x5F31B32F
2.536128e-31, 0x5F347056
1.418929e-34, 0x5F334BDE
7.896275e-12, 0x5F33BCBC
1.440282e-30, 0x5F30C410
4.814627e-08, 0x5F3759DF
2.486435e-14, 0x5F31B0D6
9.685397e-35, 0x5F3372C4
6.466599e-28, 0x5F3759DF
4.131678e-25, 0x5F35839D
6.305641e-35, 0x5F329561
3.143292e-02, 0x5F3324C3
3.190296e-11, 0x5F35867B
8.041694e-04, 0x5F3759DF
2.283755e-35, 0x5F3269A8
2.019194e-05, 0x5F343B84
3.914470e-20, 0x5F32CA2E
7.386928e-07, 0x5F33770B
