input, magic
4.393036e-24, 0x5F3759DF
3.116875e-30, 0x5F3E4F60
1.035671e-35, 0x5F382B73
2.753393e-34, 0x5F2FF602
1.019497e-32, 0x5F3759DF
9.697322e-32, 0x5F34976C
4.698592e-07, 0x5F346559
2.530865e-10, 0x5F3759DF
5.972897e-30, 0x5F313FE7
9.222476e-17, 0x5F307514
1.648456e-37, 0x5F381E3F
7.613576e-36, 0x5F30E84F
1.422221e-30, 0x5F3210D6
2.192951e-26, 0x5F333BAD
7.373121e-04, 0x5F33E218
1.360341e-09, 0x5F2E6755
1.110209e-08, 0x5F3490B2
8.501482e-03, 0x5F3486EA
5.217951e-34, 0x5F30408F
1.072290e-14, 0x5F31B485
8.492517e-20, 0x5F2FB899
1.681263e-03, 0x5F303254
2.952705e-38, 0x5F309864
1.684831e-24, 0x5F32795B
6.796230e-36, 0x5F31BF43
1.162226e-15, 0x5F34B94E
1.710538e-29, 0x5F33D7D3
6.288895e-28, 0x5F343910
1.592609e-26, 0x5F348F9F
4.652942e-30, 0x5F311879
1.080193e-12, 0x5F3759DF
3.266511e-33, 0x5F3AED41
1.330791e-07, 0x5F36C77E
1.308067e-21, 0x5F2DE7B8
9.465901e-32, 0x5F31EF63
5.520026e-06, 0x5F3195EB
1.000145e-01, 0x5F309D08
2.043491e-03, 0x5F364233
7.466460e-34, 0x5F3E5BE7
1.187350e-23, 0x5F3962EE
5.454078e-31, 0x5F3182D9
4.453251e-07, 0x5F33A1DA
1.855403e-29, 0x5F35E979
6.815331e-37, 0x5F3759DF
4.552126e-22, 0x5F3630A0
4.005961e-35, 0x5F36C9B5
7.703322e-20, 0x5F3014E5
9.450279e-11, 0x5F2EB69D
3.950561e-32, 0x5F3554F1
1.592586e-28, 0x5F35A555
2.353350e-16, 0x5F3C6D5F
5.281534e-26, 0x5F3CE1AD
2.409781e-32, 0x5F346589
1.056324e-16, 0x5F349B18
1.310835e-15, 0x5F318C33
8.042327e-10, 0x5F38EB46
1.687187e-18, 0x5F325FF9
6.184376e-14, 0x5F387D27
2.654851e-18, 0x5F365662
1.110459e-31, 0x5F330E8D
6.150070e-31, 0x5F3759DF
2.506231e-04, 0x5F3DF5B7
3.813729e-13, 0x5F318190
2.511813e-31, 0x5F33EB3A
1.929932e-06, 0x5F34AC59
1.251735e-29, 0x5F3EAD59
1.206310e-24, 0x5F318159
4.648285e-30, 0x5F31DE7C
2.741010e-14, 0x5F33448B
1.995552e-32, 0x5F3126CB
3.102785e-36, 0x5F3E4D31
4.418158e-20, 0x5F3759DF
1.874512e-03, 0x5F336057
3.085484e-13, 0x5F33ED5C
1.697006e-15, 0x5F329B59
1.388654e-14, 0x5F3D5E5F
8.520059e-27, 0x5F318E50
1.021757e-06, 0x5F3D227E
5.565994e-18, 0x5F30B84B
4.329981e-09, 0x5F37FFD5
1.503645e-12, 0x5F344400
3.374923e-26, 0x5F323117
1.922923e-15, 0x5F304C5B
1.310559e-05, 0x5F389EEF
2.906577e-09, 0x5F3427C5
7.069385e-10, 0x5F34093D
1.143975e-23, 0x5F38B42D
1.042911e-09, 0x5F3BCEFC
8.101016e-29, 0x5F2FAD2D
1.145165e-29, 0x5F3A6763
1.775528e-02, 0x5F3759DF
1.284646e-04, 0x5F34F57D
1.925679e-15, 0x5F3478A8
1.163154e-16, 0x5F3245DE
6.324447e-10, 0x5F31A004
1.717169e-12, 0x5F32E605
1.391993e-08, 0x5F3D96AD
1.292990e-13, 0x5F342C01
2.986962e-17, 0x5F33F9CC
1.694186e-12, 0x5F30DA42
1.243672e-26, 0x5F3D2E9D
6.499126e-36, 0x5F359CA6
5.178560e-38, 0x5F3A9A34
1.589995e-36, 0x5F35AEBC
1.763769e-32, 0x5F308404
2.607192e-13, 0x5F38DD17
6.407951e-24, 0x5F3411C9
7.816559e-38, 0x5F30F54B
4.813856e-07, 0x5F34F9E9
2.181330e-12, 0x5F307859
8.732094e-07, 0x5F3B8BAA
6.399300e-23, 0x5F361284
1.592513e-12, 0x5F2D28D6
2.862300e-06, 0x5F333CF0
1.482091e-17, 0x5F3824FF
1.776046e-08, 0x5F36B581
1.299903e-08, 0x5F39ACF6
3.625644e-03, 0x5F382F6C
2.232602e-21, 0x5F32B5A1
3.985452e-36, 0x5F341484
1.293559e-15, 0x5F33FE9A
3.540368e-23, 0x5F340F10
2.347268e-07, 0x5F3DDA9E
1.987032e-24, 0x5F32BD85
2.886006e-38, 0x5F2FD4A5
5.166423e-23, 0x5F3C48E2
7.986641e-29, 0x5F320192
1.961851e-17, 0x5F32D756
6.397200e-34, 0x5F3759DF
4.139559e-23, 0x5F35486F
5.670325e-02, 0x5F3B5D6F
3.942229e-35, 0x5F367A31
1.558462e-25, 0x5F3385AC
2.927368e-18, 0x5F3759DF
7.180652e-18, 0x5F34635B
9.897383e-16, 0x5F3A8C58
5.764845e-22, 0x5F31996F
3.593862e-38, 0x5F336007
1.196801e-36, 0x5F312820
3.043062e-35, 0x5F312B6D
1.223287e-17, 0x5F38C9B6
4.404219e-13, 0x5F33B2BB
1.059879e-13, 0x5F356720
2.342536e-32, 0x5F327A17
3.241856e-11, 0x5F30415B
4.878325e-34, 0x5F308092
1.668305e-33, 0x5F352B57
6.726694e-27, 0x5F33A946
6.516424e-15, 0x5F31CB31
4.156082e-03, 0x5F3D0A56
2.806694e-21, 0x5F3715BA
1.220763e-28, 0x5F32EA09
6.928398e-25, 0x5F3759DF
1.372637e-32, 0x5F379ED1
1.732836e-23, 0x5F34FE81
1.038762e-11, 0x5F32285D
8.287446e-36, 0x5F32F335
3.854034e-19, 0x5F342045
1.891503e-02, 0x5F36F139
9.158743e-28, 0x5F3759DF
2.432004e-14, 0x5F3154BE
7.546477e-34, 0x5F3F2CEF
1.414765e-32, 0x5F3759DF
2.219461e-12, 0x5F304A17
4.638272e-31, 0x5F322A68
5.125628e-15, 0x5F303B62
3.573766e-08, 0x5F323469
6.248127e-17, 0x5F399272
1.646039e-02, 0x5F3CE14D
1.800353e-23, 0x5F307AA7
2.322283e-18, 0x5F31C6EE
1.662820e-29, 0x5F324F28
1.312930e-27, 0x5F303FA5
1.972148e-28, 0x5F3E5BEF
2.549325e-23, 0x5F32E658
6.809348e-34, 0x5F3759DF
3.308140e-19, 0x5F30DC86
4.143672e-13, 0x5F3271AF
5.897599e-15, 0x5F2EE200
4.703505e-04, 0x5F32D172
6.648083e-36, 0x5F32EB16
5.490485e-31, 0x5F30BA56
1.632634e-02, 0x5F3CCD0D
1.505761e-12, 0x5F320267
3.673443e-08, 0x5F32F732
5.352816e-20, 0x5F3E6AB4
5.371162e-06, 0x5F320CF0
1.372010e-22, 0x5F31A3F0
9.624946e-13, 0x5F3BF948
3.610199e-16, 0x5F30F2E6
1.610050e-28, 0x5F34FB61
6.337924e-01, 0x5F3244CF
7.344831e-25, 0x5F38CC73
2.353684e-21, 0x5F326254
3.012459e-08, 0x5F3759DF
6.095894e-17, 0x5F3C97E0
2.822241e-29, 0x5F31F8B0
1.586584e-19, 0x5F32BB14
1.330564e-06, 0x5F332903
6.926098e-14, 0x5F3759DF
1.916464e-26, 0x5F3204AF
2.178026e-34, 0x5F3759DF
4.102218e-12, 0x5F3AD035
4.635822e-08, 0x5F358034
3.449021e-06, 0x5F3A1DFC
7.794370e-30, 0x5F30D5E9
2.089028e-12, 0x5F35643C
2.454649e-05, 0x5F30C555
7.175785e-32, 0x5F3199CF
6.857988e-19, 0x5F32F474
6.074432e-01, 0x5F3759DF
1.561166e-09, 0x5F314585
1.169375e-01, 0x5F32D82A
1.159160e-09, 0x5F353AD1
3.181216e-24, 0x5F3F24EC
4.932205e-30, 0x5F30360C
1.594835e-14, 0x5F37EEDD
1.060796e-26, 0x5F35559D
9.788120e-27, 0x5F30D5CE
8.365964e-38, 0x5F306C79
9.615513e-13, 0x5F393822
1.028686e-37, 0x5F327E82
1.514716e-06, 0x5F2FD134
2.681673e-15, 0x5F33740C
1.331187e-36, 0x5F314FB0
1.075861e-16, 0x5F34759E
5.290327e-18, 0x5F301EC6
5.050405e-04, 0x5F3245FA
3.302031e-28, 0x5F31AF61
8.106320e-36, 0x5F3175B3
1.016260e-03, 0x5F3927B8
3.751985e-05, 0x5F31716E
1.377950e-17, 0x5F3E3646
2.749758e-33, 0x5F39BB40
1.908088e-31, 0x5F3FC03A
1.091854e-01, 0x5F31C225
3.098328e-23, 0x5F34E7A0
2.480774e-36, 0x5F3759DF
5.565721e-14, 0x5F3E2ED6
5.414525e-26, 0x5F3C4914
1.928383e-35, 0x5F2FE2F4
7.088335e-21, 0x5F33FF8A
6.677325e-07, 0x5F30C8A6
1.994626e-01, 0x5F358079
1.689056e-31, 0x5F381E2C
2.060184e-17, 0x5F327BE9
3.125839e-03, 0x5F373B5B
2.228385e-33, 0x5F35D75F
6.183569e-08, 0x5F3DBFAF
7.875080e-23, 0x5F3372EE
1.095286e-02, 0x5F31D8B4
4.676272e-05, 0x5F320F03
3.974365e-08, 0x5F31AA72
9.543988e-13, 0x5F404BA8
9.651906e-05, 0x5F30DC7E
2.469859e-35, 0x5F31E364
9.566037e-31, 0x5F36150F
3.020366e-28, 0x5F31F508
3.512320e-32, 0x5F310AA6
1.776133e-30, 0x5F32A418
2.509429e-13, 0x5F3AB910
9.092964e-08, 0x5F30E50E
6.173632e-33, 0x5F3426DC
7.927543e-07, 0x5F3759DF
1.566171e-28, 0x5F3508B4
1.234683e-01, 0x5F34F116
4.862513e-12, 0x5F350DCA
3.418379e-20, 0x5F323F03
1.453959e-06, 0x5F30DC93
8.579682e-05, 0x5F346196
1.171692e-34, 0x5F338D74
3.941789e-10, 0x5F305A9B
1.233876e-16, 0x5F33CDE0
2.020155e-37, 0x5F3D6C2D
1.440302e-24, 0x5F324283
1.536797e-35, 0x5F34BAC7
2.444545e-12, 0x5F30FEF7
8.238742e-37, 0x5F3AA082
2.344561e-28, 0x5F37EE4C
3.862677e-21, 0x5F3759DF
2.901646e-18, 0x5F3759DF
4.622895e-24, 0x5F3197B6
7.685291e-37, 0x5F3FFDA9
7.192610e-06, 0x5F336CD9
6.164815e-11, 0x5F3D061C
2.802355e-08, 0x5F32F948
3.346531e-06, 0x5F38F777
3.165673e-37, 0x5F30529C
1.710033e-29, 0x5F327E9F
1.876756e-38, 0x5F2F98B1
8.136922e-12, 0x5F33E0C2
1.285699e-12, 0x5F34A5AC
6.329410e-16, 0x5F31A0E0
4.340037e-01, 0x5F30C2BC
8.246240e-04, 0x5F3759DF
4.963279e-25, 0x5F342001
2.315515e-25, 0x5F3B405D
1.520782e-29, 0x5F3562CE
7.417376e-23, 0x5F30F99B
3.073749e-34, 0x5F3071C5
3.039224e-33, 0x5F3F5009
2.998103e-13, 0x5F336BA5
2.272197e-29, 0x5F3124CE
1.820624e-09, 0x5F32D97E
9.189222e-31, 0x5F38181A
1.583630e-24, 0x5F329FAD
8.884066e-31, 0x5F3A5194
3.196481e-09, 0x5F3759DF
1.756888e-28, 0x5F386803
6.866358e-22, 0x5F3759DF
5.543079e-37, 0x5F34719F
5.058035e-37, 0x5F32C9F9
1.595028e-19, 0x5F339F2E
3.963090e-32, 0x5F3759DF
9.461956e-11, 0x5F31607A
2.545586e-19, 0x5F376AFA
1.977265e-14, 0x5F313C79
1.292723e-19, 0x5F31BE88
6.856324e-03, 0x5F32751F
1.075079e-27, 0x5F330B9D
9.491208e-26, 0x5F31C7EC
6.715335e-07, 0x5F34C036
4.687570e-37, 0x5F32BB8A
1.224625e-05, 0x5F3745D6
2.381727e-08, 0x5F326B7B
3.232163e-05, 0x5F304BD5
9.728286e-11, 0x5F2FD0EE
6.659152e-16, 0x5F34BD31
1.710347e-37, 0x5F39A93A
8.478753e-28, 0x5F38D200
4.070808e-37, 0x5F329CA9
3.160091e-25, 0x5F3231AD
7.018283e-19, 0x5F361E59
3.431165e-16, 0x5F308FFD
2.228989e-29, 0x5F31DB21
1.802206e-14, 0x5F34BA74
3.619311e-17, 0x5F311231
2.663740e-29, 0x5F331C52
8.943149e-29, 0x5F32C1AC
6.399955e-07, 0x5F33CD88
2.859073e-16, 0x5F329705
2.577792e-29, 0x5F34C9E8
3.338137e-24, 0x5F3E6B5C
1.410875e-28, 0x5F2F2878
5.813779e-14, 0x5F3B8FD4
1.373645e-25, 0x5F3087C0
2.527207e-23, 0x5F33243A
1.816623e-02, 0x5F375945
3.153512e-37, 0x5F309A04
1.283387e-04, 0x5F35A615
6.497823e-36, 0x5F3272F6
4.624074e-01, 0x5F32D187
6.698792e-17, 0x5F374EC6
1.166235e-17, 0x5F372BDF
1.541045e-35, 0x5F343327
1.744000e-10, 0x5F33ADC8
1.764590e-09, 0x5F33841D
8.411774e-07, 0x5F3759DF
1.358758e-23, 0x5F3F1412
6.340639e-38, 0x5F3493CD
3.613152e-26, 0x5F318E48
1.371607e-05, 0x5F3A1A8C
2.266955e-30, 0x5F304CDC
2.337225e-10, 0x5F3F200A
2.683187e-09, 0x5F351A53
6.238731e-10, 0x5F339359
8.112310e-18, 0x5F3187A0
5.092510e-32, 0x5F3936A1
7.117708e-30, 0x5F33547E
2.123305e-30, 0x5F32FCFA
2.352567e-36, 0x5F345AAB
1.219080e-24, 0x5F307BEF
1.311278e-14, 0x5F381F04
6.316226e-15, 0x5F30D094
1.769498e-14, 0x5F353772
1.138606e-25, 0x5F353AD3
3.446388e-07, 0x5F30D53C
9.649796e-24, 0x5F32B7E7
7.923468e-33, 0x5F32A2C3
3.762598e-37, 0x5F3339B8
4.624907e-03, 0x5F36D3AA
4.633296e-30, 0x5F3156B5
2.000936e-17, 0x5F31965C
4.898480e-31, 0x5F349D08
2.241686e-29, 0x5F32ED25
3.311040e-20, 0x5F31412C
4.281129e-31, 0x5F3759DF
1.122738e-27, 0x5F323EB4
7.607087e-23, 0x5F31EC28
2.961450e-04, 0x5F35634F
1.108803e-32, 0x5F39A805
8.736407e-13, 0x5F3E4EFC
1.247707e-13, 0x5F347498
6.971621e-33, 0x5F3759DF
6.154798e-14, 0x5F3B5CC2
1.423458e-37, 0x5F3357C0
1.622066e-36, 0x5F35F581
1.250284e-08, 0x5F3759DF
1.400368e-15, 0x5F303E1C
7.193702e-04, 0x5F33A5DB
9.092728e-08, 0x5F3176C5
7.399922e-09, 0x5F3759DF
8.504103e-29, 0x5F310344
3.244636e-17, 0x5F2F13EC
1.138052e-27, 0x5F3759DF
1.021268e-08, 0x5F343E17
1.227267e-20, 0x5F3CEA11
3.637156e-30, 0x5F3759DF
5.963076e-33, 0x5F34DA3D
1.059355e-08, 0x5F337780
3.428218e-06, 0x5F3759DF
4.996906e-38, 0x5F3CB0F5
6.951656e-22, 0x5F369A60
6.755633e-35, 0x5F312AE6
7.480309e-37, 0x5F401706
6.407749e-10, 0x5F307DCC
4.028676e-23, 0x5F32F628
1.024600e-01, 0x5F2FC1F4
9.591444e-24, 0x5F333BEB
9.462874e-06, 0x5F32FE71
9.165769e-15, 0x5F31F910
9.070522e-10, 0x5F406875
4.080021e-17, 0x5F3326BC
2.107944e-31, 0x5F3D8498
4.148005e-17, 0x5F343A73
7.265063e-33, 0x5F3599BE
1.318301e-03, 0x5F31A397
3.373286e-08, 0x5F31FF8E
1.601022e-32, 0x5F3393EC
9.762863e-05, 0x5F30D053
1.196244e-20, 0x5F39609F
8.200775e-08, 0x5F318C70
2.301108e-14, 0x5F32186A
3.366384e-06, 0x5F392BBD
8.835834e-37, 0x5F3759DF
6.708867e-05, 0x5F3A5792
1.335445e-38, 0x5F38E42C
7.361492e-20, 0x5F32A677
1.400211e-23, 0x5F3C2855
2.519620e-05, 0x5F30C9A1
9.486139e-04, 0x5F3D122A
4.261856e-05, 0x5F30D3E2
2.032628e-26, 0x5F30D9E5
6.645286e-07, 0x5F325452
1.234603e-35, 0x5F3CE976
7.675150e-21, 0x5F327021
4.152721e-17, 0x5F337D09
7.432294e-14, 0x5F3092EA
7.517852e-14, 0x5F3063F2
1.886182e-38, 0x5F30E236
1.303644e-20, 0x5F3D3766
1.368332e-10, 0x5F322F01
3.468203e-35, 0x5F339D6E
4.786511e-21, 0x5F3130BF
6.888740e-24, 0x5F333D78
1.683346e-13, 0x5F32B3D7
7.760370e-34, 0x5F3E0F35
1.393587e-18, 0x5F2CAF04
3.113186e-01, 0x5F3477E5
2.665449e-12, 0x5F33BC5C
1.600615e-12, 0x5F319180
2.151784e-26, 0x5F311133
4.365173e-08, 0x5F3225DC
5.348881e-29, 0x5F3B4D91
1.052356e-22, 0x5F372CA3
2.330621e-05, 0x5F333C6F
7.517589e-12, 0x5F353F37
1.124846e-23, 0x5F3759DF
2.768402e-18, 0x5F3759DF
4.548273e-36, 0x5F31200D
4.277586e-19, 0x5F3759DF
1.884019e-21, 0x5F3412DF
9.863701e-16, 0x5F37E3A7
2.659233e-19, 0x5F349DA9
4.406607e-17, 0x5F3759DF
2.007086e-28, 0x5F3FDA02
4.971213e-19, 0x5F3209C9
6.570796e-26, 0x5F34991A
4.181668e-04, 0x5F311FFA
5.751058e-22, 0x5F34614B
4.826654e-09, 0x5F342B26
4.233020e-01, 0x5F31A4BF
1.224268e-06, 0x5F34836F
1.137553e-13, 0x5F36C73E
6.002440e-25, 0x5F36CF04
2.333878e-26, 0x5F338B40
1.862184e-01, 0x5F33E348
2.010158e-08, 0x5F339A53
4.194641e-04, 0x5F308868
7.987256e-05, 0x5F344AA4
1.221440e-18, 0x5F31D690
4.488075e-05, 0x5F33D9A9
2.807240e-21, 0x5F3653B8
2.116326e-18, 0x5F31A0DD
3.885029e-24, 0x5F3759DF
2.015381e-25, 0x5F3E8D57
1.781754e-05, 0x5F376AC5
4.728775e-38, 0x5F3F6BB9
1.200806e-09, 0x5F34B4BB
6.642319e-29, 0x5F354B49
3.598112e-11, 0x5F31C2F0
6.059533e-03, 0x5F3443DB
1.226320e-36, 0x5F2DAECC
3.145961e-32, 0x5F31FBBE
4.836077e-17, 0x5F3759DF
2.363258e-34, 0x5F358B6D
1.251770e-16, 0x5F2F5EBE
7.091983e-09, 0x5F35510F
4.704680e-21, 0x5F374145
6.164339e-30, 0x5F36A98C
1.373156e-22, 0x5F33E188
2.158522e-34, 0x5F39A4DB
8.015783e-04, 0x5F36FE7F
6.385119e-20, 0x5F3759DF
6.683297e-38, 0x5F31441E
2.298132e-17, 0x5F303CEE
6.687550e-37, 0x5F396AC2
2.417311e-14, 0x5F2ECD56
2.752483e-14, 0x5F3643D5
4.512671e-24, 0x5F3435F0
1.220643e-10, 0x5F343658
3.336910e-05, 0x5F31F3DC
8.101295e-10, 0x5F389EEC
2.493813e-28, 0x5F3759DF
6.235533e-16, 0x5F33290E
2.441191e-02, 0x5F31FD30
4.512285e-24, 0x5F307B45
1.285654e-11, 0x5F389BF5
4.111855e-10, 0x5F318534
4.172030e-31, 0x5F3759DF
6.344012e-15, 0x5F2FD447
6.661226e-34, 0x5F38EA0F
6.959059e-21, 0x5F327E15
2.671804e-19, 0x5F351C35
4.884295e-16, 0x5F32CD02
2.298557e-05, 0x5F321E7F
1.000862e-35, 0x5F367F4E
1.893535e-10, 0x5F36DD12
3.703686e-06, 0x5F3CE277
1.227608e-29, 0x5F4114E1
6.355453e-24, 0x5F3313C4
9.716762e-25, 0x5F3759DF
3.398489e-32, 0x5F319415
3.652096e-17, 0x5F30DCC6
2.245691e-20, 0x5F2EFC28
1.850396e-31, 0x5F3BF2F8
5.557896e-26, 0x5F3D5E34
1.363606e-37, 0x5F31E2C0
5.351202e-10, 0x5F33D890
3.053164e-02, 0x5F33C8C0
3.914884e-30, 0x5F3759DF
2.531889e-38, 0x5F3284C2
3.658506e-21, 0x5F3E72BE
5.651475e-22, 0x5F33B95D
4.745651e-09, 0x5F3189A2
5.112401e-15, 0x5F2F4907
2.108284e-27, 0x5F32B12A
4.584445e-29, 0x5F3B18C7
1.973325e-21, 0x5F2FC758
1.568672e-24, 0x5F33CAF7
6.534144e-23, 0x5F3759DF
1.326439e-10, 0x5F32E712
1.308784e-06, 0x5F325F23
4.336338e-18, 0x5F368BB8
1.387068e-23, 0x5F38E665
8.707527e-35, 0x5F34E4ED
1.245191e-34, 0x5F31CB49
1.049973e-19, 0x5F33D192
2.594230e-03, 0x5F33FEA1
2.744037e-02, 0x5F325A6B
6.116847e-29, 0x5F357592
1.494701e-04, 0x5F320E17
1.807512e-24, 0x5F32E046
1.019613e-19, 0x5F364A14
1.697097e-13, 0x5F33EDA8
2.994068e-17, 0x5F31A5F4
2.322347e-01, 0x5F3BB8BF
9.726000e-13, 0x5F3BC66F
1.286874e-12, 0x5F36B636
3.701686e-32, 0x5F32F8B6
5.800308e-15, 0x5F3102EA
7.268868e-30, 0x5F32473F
7.256526e-32, 0x5F31CC60
3.187262e-21, 0x5F3A381E
2.576680e-12, 0x5F328133
1.218207e-17, 0x5F3A1C4F
1.975150e-02, 0x5F366056
2.472788e-12, 0x5F320C8D
3.667338e-23, 0x5F2E7DCC
1.004658e-17, 0x5F36831B
3.361653e-21, 0x5F40BEF3
3.504565e-05, 0x5F30F699
9.693479e-24, 0x5F33D8C5
3.079437e-28, 0x5F30628B
4.820562e-12, 0x5F32EBB3
1.127139e-27, 0x5F2F848E
2.053111e-35, 0x5F30B9E2
4.491076e-06, 0x5F3759DF
3.324981e-32, 0x5F34F168
1.245567e-30, 0x5F326908
1.281233e-36, 0x5F2D943B
4.105981e-14, 0x5F3102B9
8.423049e-31, 0x5F3C6F71
3.909575e-32, 0x5F36F7D9
1.477502e-08, 0x5F3F7908
2.898202e-21, 0x5F3759DF
1.923267e-19, 0x5F38D111
1.235452e-08, 0x5F36DF5E
5.869243e-07, 0x5F32F4CE
1.921125e-17, 0x5F312D99
6.689833e-02, 0x5F3D066A
1.039181e-05, 0x5F301E64
1.686788e-08, 0x5F3759DF
4.439170e-17, 0x5F344004
1.128718e-28, 0x5F307378
5.023724e-32, 0x5F3D726C
9.859409e-08, 0x5F325B97
6.854306e-01, 0x5F3383DE
4.023579e-32, 0x5F35A72C
5.765530e-01, 0x5F2FEA1D
1.235269e-36, 0x5F3252A8
4.199902e-07, 0x5F341535
5.093492e-09, 0x5F326686
1.631377e-34, 0x5F3759DF
4.792224e-29, 0x5F3ACC71
1.031907e-12, 0x5F386075
1.371470e-14, 0x5F3F29F9
5.357439e-28, 0x5F319B98
3.775541e-32, 0x5F35E372
7.367603e-06, 0x5F333441
1.090836e-14, 0x5F348BAB
3.706524e-23, 0x5F32121A
3.330713e-14, 0x5F32F770
1.957908e-08, 0x5F33FFB5
1.066468e-23, 0x5F366EB0
3.294145e-23, 0x5F310808
7.132538e-02, 0x5F391075
9.184056e-14, 0x5F31F676
7.070693e-05, 0x5F3759DF
7.578645e-12, 0x5F349FB6
8.553910e-29, 0x5F2E255A
1.528423e-22, 0x5F33BDA3
9.893320e-17, 0x5F3133D6
1.234877e-13, 0x5F2FDDE4
5.157415e-18, 0x5F31D1A3
6.652898e-37, 0x5F384E43
2.676341e-23, 0x5F34C048
3.452523e-27, 0x5F3DB194
2.473600e-28, 0x5F346858
1.577178e-19, 0x5F337B96
1.185512e-30, 0x5F36B90E
1.888790e-14, 0x5F341CE4
4.613936e-30, 0x5F32E70A
4.903547e-31, 0x5F30BACD
2.195256e-01, 0x5F3759DF
1.128865e-31, 0x5F330D73
1.373965e-04, 0x5F3350FE
3.855277e-25, 0x5F327A57
7.367353e-10, 0x5F33EEEA
1.009090e-33, 0x5F30A08F
3.479008e-28, 0x5F313DE4
1.038928e-20, 0x5F33C2A2
1.304047e-05, 0x5F3759DF
1.470809e-23, 0x5F37A9F8
7.111529e-13, 0x5F360F60
1.893693e-02, 0x5F3759DF
4.031103e-35, 0x5F3759DF
5.997475e-25, 0x5F3759DF
5.763041e-10, 0x5F320991
1.964092e-02, 0x5F35581E
1.048008e-12, 0x5F3759DF
9.056179e-10, 0x5F39DA60
1.160185e-13, 0x5F3656F5
1.579764e-28, 0x5F3459FF
4.768767e-27, 0x5F316341
7.353339e-24, 0x5F321FAA
3.743802e-29, 0x5F33DFF2
1.052414e-14, 0x5F33288F
3.501276e-30, 0x5F3B955B
3.583089e-07, 0x5F305630
3.729711e-02, 0x5F3098DF
6.302203e-25, 0x5F3759DF
3.737756e-29, 0x5F333DEF
3.080832e-34, 0x5F307A72
1.757315e-18, 0x5F33F8C9
2.825696e-25, 0x5F343B54
9.035643e-30, 0x5F3264A1
8.647618e-26, 0x5F30E803
2.454108e-01, 0x5F41527E
8.676242e-05, 0x5F300DE6
3.858497e-04, 0x5F310800
8.340065e-31, 0x5F3A1A78
3.443547e-14, 0x5F34B5AE
2.539953e-22, 0x5F360287
8.751508e-34, 0x5F3842D6
1.028848e-06, 0x5F3759DF
3.426912e-27, 0x5F3C6468
3.323746e-04, 0x5F3227B8
3.477961e-17, 0x5F318D83
3.714957e-37, 0x5F346122
1.022424e-28, 0x5F360E66
4.224415e-17, 0x5F3277CA
1.476229e-30, 0x5F3188D4
1.456379e-24, 0x5F31F2EF
3.347506e-12, 0x5F3D41A9
3.280809e-38, 0x5F32724F
3.307853e-17, 0x5F31F4DE
9.513154e-25, 0x5F382680
1.499559e-30, 0x5F3180A3
1.425991e-32, 0x5F38249E
9.640700e-26, 0x5F330542
1.906473e-32, 0x5F33EC9C
8.281057e-29, 0x5F317CF6
2.769385e-15, 0x5F3515B8
4.569882e-36, 0x5F318939
2.273718e-13, 0x5F3F5E7E
1.109359e-20, 0x5F354F07
6.184869e-26, 0x5F3759DF
5.162416e-34, 0x5F338E11
2.174562e-37, 0x5F37D22A
1.185418e-33, 0x5F32D09C
2.608928e-11, 0x5F32A5C9
6.755905e-26, 0x5F317EAB
1.030269e-06, 0x5F3A2DB5
1.084495e-05, 0x5F3200BD
2.089963e-10, 0x5F3B2A3D
4.225735e-08, 0x5F3329E4
1.972987e-10, 0x5F3759DF
3.357630e-05, 0x5F34A473
2.039881e-01, 0x5F370897
7.405140e-28, 0x5F3BF320
3.610403e-02, 0x5F33081E
2.269113e-11, 0x5F315EA8
4.020252e-19, 0x5F339FBF
2.018216e-37, 0x5F3C0E62
7.222545e-17, 0x5F32C2CF
2.937379e-11, 0x5F3309F7
4.920329e-31, 0x5F30BB92
5.627322e-11, 0x5F3D7F04
6.108569e-22, 0x5F32B58B
9.590804e-05, 0x5F30C873
3.752113e-36, 0x5F32FB59
5.783126e-06, 0x5F31A1C0
3.152344e-29, 0x5F31A7F1
5.186203e-05, 0x5F37BAC7
1.560704e-31, 0x5F3759DF
9.037189e-32, 0x5F3252B6
2.100293e-08, 0x5F31F99F
2.161559e-18, 0x5F32D1C3
1.175155e-06, 0x5F3535AF
1.800257e-18, 0x5F324C12
9.124791e-05, 0x5F2EEA10
5.282861e-12, 0x5F334E27
1.218272e-15, 0x5F327713
6.769640e-19, 0x5F3494F6
5.031753e-12, 0x5F33DD5A
9.311433e-16, 0x5F426945
1.024725e-32, 0x5F3759DF
3.612511e-06, 0x5F3CC611
1.799993e-31, 0x5F3AB4BF
2.821791e-07, 0x5F3759DF
1.222371e-20, 0x5F3A4BC0
5.142589e-17, 0x5F3D8914
1.824419e-14, 0x5F35C9F8
1.262441e-34, 0x5F334162
5.082109e-32, 0x5F3C07EE
2.099445e-14, 0x5F3557D9
9.153831e-20, 0x5F3168DC
3.496571e-06, 0x5F385759
8.850824e-22, 0x5F3B7D50
1.038420e-14, 0x5F3155E6
1.265251e-19, 0x5F32CE64
1.748296e-36, 0x5F33AD01
4.540612e-12, 0x5F350EE1
2.041354e-31, 0x5F3A662F
1.730840e-09, 0x5F30E3CD
7.724031e-17, 0x5F323063
2.461764e-28, 0x5F3640F3
1.937490e-04, 0x5F34EC7C
1.014112e-16, 0x5F32A2A0
6.893560e-29, 0x5F35CB55
4.964902e-25, 0x5F321952
1.637827e-16, 0x5F345709
