input,reference,initial,final,iters,magic_number
1.679618,0.771604,0.794173,0.770605,1,0x5F36CDC5
0.028579,5.915326,6.342692,5.914757,2,0x5F40064A
0.503609,1.409137,1.396342,1.408964,1,0x5F333196
0.029368,5.835246,5.944694,5.835244,2,0x5F368608
0.030324,5.742546,6.127790,5.742136,2,0x5F404C35
1.680643,0.771369,0.771315,0.771369,1,0x5F310488
0.192079,2.281709,2.322258,2.280622,1,0x5F36F803
1.342232,0.863150,0.896045,0.863143,2,0x5F3B4A59
1.797005,0.745977,0.740134,0.745908,1,0x5F307B8B
0.042138,4.871519,4.976431,4.871516,2,0x5F358B3B
1.822818,0.740676,0.736984,0.740649,1,0x5F315401
0.218936,2.137180,2.151258,2.137041,1,0x5F39C6A3
0.027956,5.980820,6.406573,5.980279,2,0x5F3F84DE
0.274396,1.909023,1.899962,1.908958,1,0x5F3970C2
0.096664,3.216385,3.414562,3.216223,2,0x5F3D8404
0.041379,4.915993,5.065908,4.915978,2,0x5F36DA4F
1.563310,0.799793,0.817787,0.799181,1,0x5F3567C3
0.124387,2.835383,2.832489,2.835379,1,0x5F34A6EA
0.895570,1.056696,1.062792,1.056643,1,0x5F3AAB9B
0.023036,6.588624,6.979810,6.588337,2,0x5F3DB5CB
0.081230,3.508653,3.508947,3.508653,1,0x5F33C0AD
0.031201,5.661251,5.889499,5.661199,2,0x5F3C43E5
0.351673,1.686283,1.672454,1.686113,1,0x5F301A3D
0.045697,4.677969,4.822452,4.677954,2,0x5F37E7CA
0.088133,3.368461,3.570108,3.368309,2,0x5F3EBC1D
0.438968,1.509328,1.570742,1.509314,2,0x5F396E48
0.785368,1.128401,1.099373,1.127290,1,0x5F313F30
0.101477,3.139181,3.184234,3.138206,1,0x5F33B40E
1.576594,0.796416,0.851254,0.796353,2,0x5F3ED2B5
0.083741,3.455666,3.417306,3.455030,1,0x5F307541
0.064388,3.940922,3.745384,3.940844,2,0x5F31A347
0.301604,1.820880,1.780099,1.820879,2,0x5F311039
0.037209,5.184145,5.174938,5.184121,1,0x5F31CD38
0.023312,6.549547,6.996996,6.549045,2,0x5F3F63AE
1.831310,0.738957,0.788347,0.738905,2,0x5F3F0543
0.014938,8.181840,8.194607,8.181809,1,0x5F3D7CC5
0.025459,6.267317,6.300052,6.267060,1,0x5F31E170
0.131822,2.754270,2.726853,2.753862,1,0x5F3202E7
0.057416,4.173341,3.918183,4.173153,2,0x5F3059FC
0.039705,5.018553,5.446237,5.017612,2,0x5F3F9852
0.030989,5.680621,5.998643,5.680426,2,0x5F3EE344
0.054297,4.291539,4.340599,4.290695,1,0x5F3A1952
0.785031,1.128643,1.124235,1.128618,1,0x5F3462CD
0.213289,2.165287,2.110202,2.165284,2,0x5F3441CB
0.271843,1.917965,1.847265,1.917954,2,0x5F320AB1
0.028065,5.969211,6.120997,5.969203,2,0x5F36D391
0.075849,3.630997,3.784383,3.630957,2,0x5F3FDE9E
0.190246,2.292675,2.284366,2.292629,1,0x5F339AF4
0.022938,6.602721,7.007304,6.602396,2,0x5F3E2FFC
0.021579,6.807405,7.154611,6.807245,2,0x5F3D5615
0.978606,1.010872,0.986484,1.009997,1,0x5F39CD2B
0.113575,2.967282,3.145646,2.967146,2,0x5F3D9F41
1.404164,0.843900,0.889798,0.843874,2,0x5F3DA798
0.491955,1.425731,1.457721,1.424646,1,0x5F388754
0.283411,1.878415,1.927789,1.878412,2,0x5F3F4F68
0.067697,3.843383,3.777628,3.843382,2,0x5F371725
0.789327,1.125568,1.136018,1.125422,1,0x5F3671AF
0.083346,3.463842,3.528028,3.463840,2,0x5F3723D2
0.048363,4.547205,4.807441,4.547034,2,0x5F3CE291
1.284920,0.882190,0.882061,0.882190,1,0x5F340AE7
1.999074,0.707271,0.746250,0.707248,2,0x5F3EFB11
0.252151,1.991451,1.895097,1.991416,2,0x5F331F84
0.012682,8.879864,8.815902,8.879174,1,0x5F34F1FE
0.063397,3.971589,3.769743,3.971503,2,0x5F322EB7
0.061006,4.048677,3.914172,4.048661,2,0x5F377295
0.460717,1.473271,1.573547,1.473160,2,0x5F3F5B94
0.024044,6.449009,6.559118,6.449007,2,0x5F3460AE
0.031176,5.663560,5.508881,5.663550,2,0x5F2FFB33
1.148550,0.933093,0.923499,0.932946,1,0x5F35EC48
0.121459,2.869360,2.859539,2.869309,1,0x5F336274
0.130018,2.773306,2.769792,2.773300,1,0x5F33D607
0.331283,1.737402,1.831073,1.737351,2,0x5F3F2F90
0.738219,1.163878,1.226872,1.163843,2,0x5F3B881D
1.833623,0.738491,0.779042,0.738467,2,0x5F3CC96A
0.514054,1.394747,1.436879,1.394743,2,0x5F39B82D
0.054114,4.298784,4.439971,4.298767,2,0x5F3CE782
0.026458,6.147786,6.222382,6.147786,2,0x5F337D53
0.588518,1.303528,1.402497,1.303374,2,0x5F3ED98E
0.219437,2.134740,2.014379,2.134670,2,0x5F3145A4
0.054010,4.302926,4.059287,4.302782,2,0x5F30825A
0.160872,2.493217,2.502335,2.493166,1,0x5F32840E
0.143443,2.640343,2.664421,2.640013,1,0x5F33F73B
1.109313,0.949452,0.969203,0.948831,1,0x5F3F1CAB
0.066386,3.881156,3.922171,3.880503,1,0x5F3EFF99
0.013953,8.465707,8.314713,8.465704,2,0x5F375707
1.537068,0.806591,0.849515,0.806569,2,0x5F3BD91D
0.502591,1.410564,1.445977,1.410562,2,0x5F396AA7
0.449253,1.491951,1.509210,1.491651,1,0x5F343008
1.305770,0.875118,0.908422,0.875112,2,0x5F3C200C
0.141967,2.654036,2.690322,2.653289,1,0x5F34DE18
0.421605,1.540094,1.535642,1.540075,1,0x5F307E36
0.403302,1.574653,1.593478,1.574314,1,0x5F3335E1
0.368623,1.647058,1.682712,1.645893,1,0x5F35C124
0.070502,3.766168,3.794008,3.765858,1,0x5F3B02AA
0.726450,1.173268,1.231483,1.173243,2,0x5F3A9D8D
1.841425,0.736924,0.767367,0.736917,2,0x5F3A4C19
0.524808,1.380383,1.474252,1.380279,2,0x5F3FE135
0.163362,2.474138,2.687016,2.473656,2,0x5F3F9C4D
0.048525,4.539609,4.584975,4.538927,1,0x5F36190C
0.118026,2.910795,2.938153,2.910408,1,0x5F34E66D
0.030632,5.713620,5.719551,5.713611,1,0x5F347EAF
0.026799,6.108604,6.465406,6.108356,2,0x5F3CA93A
1.348028,0.861292,0.851593,0.861129,1,0x5F304813
0.101542,3.138177,3.188374,3.138176,2,0x5F3408E7
0.777995,1.133735,1.208853,1.133658,2,0x5F3E510B
0.278959,1.893345,1.831765,1.893338,2,0x5F31E11F
0.215853,2.152388,2.118966,2.151614,1,0x5F362176
0.976614,1.011902,0.992515,1.011349,1,0x5F3B1723
0.596192,1.295110,1.389969,1.294979,2,0x5F3E3A8A
1.156493,0.929883,0.945069,0.929509,1,0x5F3BF40B
0.116809,2.925910,3.018862,2.925900,2,0x5F38D1F0
1.776351,0.750301,0.777588,0.750297,2,0x5F38BFBB
0.200181,2.235058,2.346616,2.235010,2,0x5F3CAD0A
0.085978,3.410417,3.533411,3.410398,2,0x5F3A2DE4
0.483374,1.438330,1.464191,1.437628,1,0x5F3728FF
0.883025,1.064176,1.077545,1.063923,1,0x5F3AF3EE
0.018341,7.384019,7.322364,7.383249,1,0x5F35705C
0.057789,4.159863,3.981952,4.159817,2,0x5F35322B
0.040876,4.946139,5.364973,4.945235,2,0x5F3F649A
0.680740,1.212019,1.277439,1.211983,2,0x5F3AA59E
0.036829,5.210833,5.528053,5.210582,2,0x5F3C52A0
0.027785,5.999234,6.319940,5.999063,2,0x5F3C0B7F
0.047619,4.582593,4.695578,4.582587,2,0x5F37C815
0.067726,3.842573,3.720879,3.842560,2,0x5F337CDD
0.261156,1.956816,1.949597,1.956775,1,0x5F3C6782
0.062570,3.997763,3.870015,3.997750,2,0x5F37C0A8
0.050671,4.442408,4.460355,4.442299,1,0x5F3681A6
0.014798,8.220381,8.347321,8.220379,2,0x5F3EC938
0.222699,2.119047,2.175358,2.119044,2,0x5F3D3EB3
0.025131,6.308056,6.302371,6.308048,1,0x5F309CBC
0.058066,4.149918,3.911044,4.149770,2,0x5F3139CB
0.030468,5.728975,5.702339,5.728790,1,0x5F3345BC
1.357018,0.858435,0.854033,0.858401,1,0x5F317B4C
0.047053,4.610043,4.941137,4.609610,2,0x5F3E7B48
0.064963,3.923454,3.933961,3.923412,1,0x5F3E4B8B
0.463436,1.468944,1.528122,1.468930,2,0x5F3A3D3C
1.055280,0.973456,0.963404,0.973300,1,0x5F3A2B5D
0.031116,5.668998,5.605609,5.667938,1,0x5F32D4EB
0.027810,5.996481,6.183422,5.996461,2,0x5F37C7E6
0.013441,8.625508,8.636100,8.625488,1,0x5F384939
0.036212,5.255013,5.563928,5.254793,2,0x5F3C3535
0.136479,2.706867,2.878582,2.706713,2,0x5F3E1B49
0.352394,1.684556,1.696398,1.684431,1,0x5F335A1A
0.046250,4.649888,4.989466,4.649421,2,0x5F3E6236
0.050344,4.456816,4.462617,4.456804,1,0x5F35E8B1
0.041603,4.902721,4.951056,4.902003,1,0x5F33A30E
0.230062,2.084861,2.049538,2.083968,1,0x5F38F662
0.043863,4.774726,5.198405,4.773672,2,0x5F402E6E
0.112671,2.979165,3.062100,2.979159,2,0x5F375962
0.431831,1.521749,1.594592,1.521721,2,0x5F3AA813
0.018197,7.413164,7.655240,7.413135,2,0x5F3F805A
0.075454,3.640479,3.764288,3.640462,2,0x5F3E2DF0
0.038405,5.102780,5.267381,5.102761,2,0x5F373598
0.155051,2.539585,2.755969,2.539109,2,0x5F3FC4A4
0.931869,1.035911,1.054472,1.035410,1,0x5F3E406C
0.031938,5.595614,5.753381,5.595602,2,0x5F398448
1.059396,0.971563,0.983637,0.971337,1,0x5F3F9CCB
0.013604,8.573525,8.265708,8.573478,2,0x5F33B2F3
0.203128,2.218783,2.199739,2.218539,1,0x5F34C8F4
0.046506,4.637102,4.576949,4.635936,1,0x5F31B4C7
0.339687,1.715775,1.703002,1.715633,1,0x5F30F1B6
0.031275,5.654638,5.543307,5.654635,2,0x5F316F9E
1.527049,0.809233,0.865918,0.809164,2,0x5F3F67FA
0.013710,8.540467,8.573584,8.540275,1,0x5F397D4E
0.075347,3.643075,3.632453,3.643028,1,0x5F35A1C9
0.026814,6.106834,6.486690,6.106513,2,0x5F3D67E1
0.110040,3.014561,3.111967,3.014550,2,0x5F37D8DE
0.031975,5.592363,5.541415,5.591670,1,0x5F32CF54
0.056375,4.211710,4.030018,4.211662,2,0x5F346A69
1.176152,0.922079,0.931235,0.921942,1,0x5F39AB81
0.282511,1.881404,1.860200,1.881047,1,0x5F366DB5
0.104320,3.096112,3.123222,3.095756,1,0x5F32B5A9
0.141606,2.657415,2.807033,2.657322,2,0x5F3C26FE
0.484416,1.436781,1.529298,1.436695,2,0x5F3FC2BD
0.054576,4.280556,4.146271,4.280543,2,0x5F3473A7
0.247835,2.008715,1.897807,2.008655,2,0x5F31CFA0
0.028085,5.967066,6.083917,5.967062,2,0x5F35B8F9
0.017797,7.495926,7.461728,7.495693,1,0x5F37AC18
0.199529,2.238707,2.379483,2.238584,2,0x5F3E7214
0.076622,3.612639,3.527483,3.612635,2,0x5F303829
0.058286,4.142059,4.047800,4.142056,2,0x5F38E672
0.157544,2.519413,2.709629,2.519124,2,0x5F3E1422
0.048940,4.520315,4.700479,4.520275,2,0x5F3AA4E6
0.064091,3.950025,3.774298,3.949974,2,0x5F332F4E
0.077291,3.596958,3.551929,3.596116,1,0x5F327831
0.561348,1.334701,1.355224,1.334225,1,0x5F35523C
0.560670,1.335508,1.336530,1.335506,1,0x5F32D771
1.813221,0.742634,0.746697,0.742600,1,0x5F33335A
0.014203,8.390812,8.709249,8.390751,2,0x5F3FB3C1
0.464953,1.466545,1.467376,1.466545,1,0x5F32DA20
0.148399,2.595883,2.810339,2.595453,2,0x5F3FD77F
0.514069,1.394727,1.487610,1.394631,2,0x5F403700
0.188412,2.303804,2.340488,2.302923,1,0x5F364220
0.905300,1.051002,1.083358,1.050999,2,0x5F3E8C5A
1.490453,0.819107,0.824723,0.819050,1,0x5F3284A0
0.105700,3.075827,3.151649,3.075824,2,0x5F35F14E
0.030321,5.742814,6.056197,5.742635,2,0x5F3DFEC1
0.025532,6.258301,6.350739,6.258300,2,0x5F33CDA3
1.374443,0.852976,0.871312,0.852380,1,0x5F370526
0.035772,5.287248,5.674081,5.286713,2,0x5F3ED4C9
0.029377,5.834375,5.936387,5.834373,2,0x5F364B2C
0.122406,2.858241,2.804032,2.858240,2,0x5F30CD3D
0.026303,6.165955,6.571971,6.165547,2,0x5F3E09E7
0.866757,1.074116,1.133642,1.074081,2,0x5F400D12
1.683681,0.770673,0.800821,0.770667,2,0x5F38C404
0.029504,5.821874,5.976912,5.821863,2,0x5F381B97
0.399363,1.582399,1.602445,1.582017,1,0x5F33598E
0.472877,1.454206,1.545068,1.454128,2,0x5F3ED341
1.446419,0.831482,0.835937,0.831446,1,0x5F32921D
0.159000,2.507846,2.537669,2.507312,1,0x5F33D1AE
0.062765,3.991533,3.803072,3.991468,2,0x5F33AB1E
0.054684,4.276330,4.345449,4.276329,2,0x5F3B0BE9
0.757259,1.149153,1.138228,1.148997,1,0x5F329F58
0.049583,4.490915,4.574367,4.490914,2,0x5F37ECD5
0.336840,1.723012,1.720454,1.723006,1,0x5F3272F4
0.815738,1.107196,1.084040,1.106475,1,0x5F332BEE
0.845918,1.087266,1.115429,1.086162,1,0x5F3B0D68
0.171982,2.411342,2.578429,2.411147,2,0x5F3D12F5
0.684980,1.208262,1.241029,1.208260,2,0x5F368771
0.075048,3.650327,3.763883,3.650315,2,0x5F3DBCB6
0.124081,2.838884,2.897890,2.838882,2,0x5F388612
0.072509,3.713679,3.650002,3.713678,2,0x5F33D964
0.225561,2.105563,2.178806,2.105552,2,0x5F3EEE40
0.297161,1.834442,1.863080,1.833768,1,0x5F3A8C25
0.012539,8.930367,8.935771,8.930363,1,0x5F35B103
0.035371,5.317088,5.577763,5.316980,2,0x5F3AEDD7
0.479354,1.444348,1.423934,1.443918,1,0x5F30FA69
0.045871,4.669086,4.768085,4.669083,2,0x5F3685A7
0.797004,1.120134,1.148808,1.119023,1,0x5F391059
0.088283,3.365583,3.518977,3.365533,2,0x5F3B9DE5
1.098220,0.954235,0.975210,0.953538,1,0x5F3FF09A
0.046873,4.618900,4.625872,4.618884,1,0x5F340619
0.121342,2.870749,2.842363,2.870329,1,0x5F322A3F
0.072840,3.705233,3.638982,3.705231,2,0x5F337B9A
0.575777,1.317871,1.342288,1.317188,1,0x5F358326
0.094506,3.252898,3.407978,3.252840,2,0x5F3AE276
0.125293,2.825117,2.889423,2.825115,2,0x5F3912B6
0.309523,1.797437,1.864556,1.797425,2,0x5F3DE6A9
0.168601,2.435395,2.582893,2.435280,2,0x5F3BA109
0.816792,1.106482,1.125318,1.105998,1,0x5F389709
0.208888,2.187980,2.082757,2.187942,2,0x5F303F40
0.045980,4.663529,5.001927,4.663072,2,0x5F3E3AA5
0.227335,2.097329,2.125293,2.096767,1,0x5F3C6A16
0.496058,1.419822,1.408407,1.419684,1,0x5F334454
1.061329,0.970678,0.951284,0.970100,1,0x5F377430
1.196523,0.914196,0.947509,0.914191,2,0x5F3F23C2
0.012849,8.821970,9.392241,8.821429,2,0x5F3F88E5
0.113078,2.973795,3.193300,2.973483,2,0x5F4029BA
0.381799,1.618389,1.669144,1.618383,2,0x5F37640D
0.126570,2.810833,2.830408,2.810628,1,0x5F35F325
0.088995,3.352100,3.364311,3.352033,1,0x5F327266
0.064057,3.951088,3.958494,3.951067,1,0x5F3EF01F
0.202229,2.223712,2.286330,2.223707,2,0x5F39DDC3
0.091701,3.302277,3.375499,3.302274,2,0x5F35EEFA
0.065861,3.896590,3.833823,3.896589,2,0x5F38CE84
0.055431,4.247422,4.196158,4.246498,1,0x5F37CC7F
0.047003,4.612523,4.643910,4.612201,1,0x5F34DDDF
0.049133,4.511427,4.736130,4.511331,2,0x5F3C2E24
1.411527,0.841696,0.839372,0.841687,1,0x5F313790
0.038409,5.102536,5.355512,5.102428,2,0x5F3A097E
0.065555,3.905696,3.870444,3.905220,1,0x5F3AD617
1.921611,0.721385,0.756037,0.721372,2,0x5F3C8756
0.047786,4.574582,4.874136,4.574287,2,0x5F3DD658
0.013979,8.457925,8.838094,8.457805,2,0x5F3FECAB
0.861313,1.077506,1.027410,1.077489,2,0x5F31C1AE
0.383335,1.615142,1.683226,1.615125,2,0x5F399631
0.387336,1.606780,1.633086,1.606130,1,0x5F343163
1.467646,0.825447,0.872747,0.825416,2,0x5F3D5A3C
0.127516,2.800389,2.890752,2.800378,2,0x5F3A4BCE
0.096252,3.223251,3.281073,3.223249,2,0x5F348D1C
1.577824,0.796106,0.823662,0.796102,2,0x5F37D699
0.166651,2.449607,2.542608,2.449589,2,0x5F380D58
0.013574,8.583083,8.358472,8.583070,2,0x5F34EF66
0.340739,1.713125,1.744443,1.712261,1,0x5F368495
1.821003,0.741045,0.751374,0.740828,1,0x5F34E556
0.984148,1.008022,0.976235,1.008018,2,0x5F37E319
0.055409,4.248249,3.983742,4.248043,2,0x5F306FE1
0.114115,2.960252,2.998430,2.959510,1,0x5F34C0D4
0.036183,5.257117,5.322951,5.257117,2,0x5F346FEF
0.117468,2.917692,2.987549,2.917689,2,0x5F377DA4
1.049637,0.976069,0.944780,0.976066,2,0x5F350A60
0.029599,5.812431,5.813551,5.812431,1,0x5F3345F0
0.019878,7.092780,7.278424,7.092769,2,0x5F3A542C
0.058526,4.133568,3.957970,4.133524,2,0x5F352BEE
0.020585,6.969940,7.281988,6.969842,2,0x5F3D568A
0.520821,1.385657,1.473285,1.385579,2,0x5F3F3EDB
1.577449,0.796200,0.848943,0.796146,2,0x5F3E493F
0.370814,1.642184,1.745071,1.642096,2,0x5F3E4C26
1.377661,0.851979,0.864447,0.851704,1,0x5F357800
0.017025,7.664001,7.732969,7.663068,1,0x5F3D308E
0.055383,4.249240,4.408005,4.249212,2,0x5F3E7B15
1.403625,0.844062,0.878630,0.844054,2,0x5F3AC2E2
1.291834,0.879826,0.881077,0.879823,1,0x5F343BAC
0.066484,3.878314,3.729744,3.878286,2,0x5F32C861
0.279030,1.893105,1.826899,1.893096,2,0x5F314653
0.566370,1.328771,1.330988,1.328765,1,0x5F32DC9A
0.475776,1.449769,1.505684,1.449758,2,0x5F3A86B7
0.514274,1.394449,1.435763,1.394445,2,0x5F399AD6
0.090067,3.332093,3.528342,3.331952,2,0x5F3E0AE5
1.098769,0.953996,0.964547,0.953821,1,0x5F3D3EC7
0.054541,4.281901,4.113033,4.281867,2,0x5F335166
0.024346,6.408978,6.416602,6.408965,1,0x5F310D20
0.931291,1.036233,1.051144,1.035909,1,0x5F3DC06E
0.168314,2.437476,2.567204,2.437408,2,0x5F3A7A45
0.018066,7.439869,7.477141,7.439589,1,0x5F3944A2
1.040095,0.980536,0.929914,0.980513,2,0x5F309FBF
0.027437,6.037161,6.253395,6.037127,2,0x5F387D72
0.100318,3.157268,3.322215,3.157186,2,0x5F3B58D3
0.066268,3.884629,3.774794,3.884621,2,0x5F3571DB
0.304555,1.812038,1.836060,1.811558,1,0x5F38FB4E
1.224319,0.903759,0.885589,0.903215,1,0x5F311135
0.841354,1.090211,1.140325,1.090194,2,0x5F3DA7A2
0.072592,3.711552,3.652265,3.711551,2,0x5F341444
0.164760,2.463624,2.565143,2.463600,2,0x5F3886B1
0.216460,2.149370,2.229181,2.149356,2,0x5F3D7EBC
0.109457,3.022582,3.158060,3.022540,2,0x5F3A332A
0.048471,4.542117,4.561654,4.541991,1,0x5F353DE9
0.346935,1.697759,1.695971,1.697756,1,0x5F31E652
0.210082,2.181751,2.279536,2.181721,2,0x5F3D73D4
0.250310,1.998763,1.917015,1.998744,2,0x5F357509
1.472838,0.823991,0.873968,0.823952,2,0x5F3DFF5E
0.125986,2.817339,2.813155,2.817330,1,0x5F348BF2
0.347363,1.696712,1.771465,1.696690,2,0x5F3BAC2B
0.771266,1.138670,1.111000,1.137670,1,0x5F30EE12
0.164553,2.465171,2.600896,2.465092,2,0x5F3AB561
0.203237,2.218189,2.168002,2.218187,2,0x5F32CF3F
0.028491,5.924443,6.246705,5.924262,2,0x5F3C97CC
0.184624,2.327319,2.388477,2.327315,2,0x5F3763D7
0.014024,8.444309,8.380503,8.443587,1,0x5F38F8FE
0.072597,3.711416,3.774908,3.711415,2,0x5F3BEF0A
0.666110,1.225256,1.254202,1.224222,1,0x5F35CCCE
0.618425,1.271617,1.291737,1.271137,1,0x5F34802E
0.826513,1.099955,1.068969,1.099953,2,0x5F329F2A
0.859193,1.078834,1.139724,1.078796,2,0x5F3FDC85
0.928760,1.037644,1.070615,1.037640,2,0x5F3FEB83
0.326877,1.749073,1.839066,1.749031,2,0x5F3F14B2
0.189777,2.295506,2.306517,2.295426,1,0x5F34C868
0.032000,5.590191,5.948967,5.589858,2,0x5F3FE705
0.081101,3.511462,3.669615,3.511412,2,0x5F3DE702
0.021182,6.870969,7.244123,6.870760,2,0x5F3E92A5
0.737309,1.164596,1.202836,1.164591,2,0x5F3856A5
0.268692,1.929180,1.847504,1.929160,2,0x5F314404
0.668524,1.223042,1.316286,1.222896,2,0x5F3E0E41
0.191090,2.287603,2.381255,2.287580,2,0x5F3A3D16
1.812840,0.742712,0.737571,0.742658,1,0x5F30D709
0.882653,1.064400,1.052671,1.064207,1,0x5F37B8B4
0.099032,3.177696,3.273046,3.177688,2,0x5F36E237
0.186539,2.315340,2.467480,2.315189,2,0x5F3D6D46
1.701602,0.766604,0.807124,0.766583,2,0x5F3B86C3
0.022015,6.739630,7.066548,6.739500,2,0x5F3C4E0C
0.052205,4.376687,4.367187,4.376656,1,0x5F36AA42
0.043830,4.776558,4.727414,4.775802,1,0x5F310A70
0.122353,2.858853,2.884758,2.858500,1,0x5F35EA1B
0.106265,3.067643,3.256451,3.067489,2,0x5F3D3A6E
0.036881,5.207116,5.140272,5.207115,2,0x5F30057F
0.634473,1.255433,1.272953,1.255064,1,0x5F34268B
0.877652,1.067428,1.084108,1.067035,1,0x5F3B1AF7
0.075496,3.639477,3.782543,3.639447,2,0x5F3F63EE
0.080641,3.521460,3.678748,3.521411,2,0x5F3E0417
0.094215,3.257923,3.409954,3.257869,2,0x5F3AB67A
0.097809,3.197498,3.352683,3.197436,2,0x5F3ABA71
0.029318,5.840264,5.754645,5.840263,2,0x5F303C41
0.097752,3.198438,3.337384,3.198398,2,0x5F39B0B7
0.058238,4.143774,4.004576,4.143756,2,0x5F376B13
0.068480,3.821356,3.734212,3.821352,2,0x5F351D02
0.801101,1.117266,1.162109,1.117256,2,0x5F3B4A76
0.114170,2.959545,3.039383,2.959539,2,0x5F376E1D
0.076845,3.607393,3.606651,3.607393,1,0x5F3583B6
0.267543,1.933316,1.901985,1.932558,1,0x5F37F1FA
0.555499,1.341709,1.364912,1.341104,1,0x5F35D009
0.024944,6.331669,6.410997,6.331669,2,0x5F335269
0.107219,3.053967,3.242957,3.053810,2,0x5F3D5765
0.345034,1.702429,1.806636,1.702345,2,0x5F3F9402
1.990698,0.708757,0.718828,0.708541,1,0x5F376CBA
0.033288,5.480946,5.607720,5.480940,2,0x5F379EFF
0.017417,7.577290,7.583575,7.577282,1,0x5F3A03A5
0.921589,1.041673,0.989468,1.041651,2,0x5F334465
0.118444,2.905646,3.000995,2.905634,2,0x5F3959CD
0.123092,2.850265,3.018138,2.850144,2,0x5F3F34FD
0.030715,5.705897,6.060931,5.705597,2,0x5F3FC246
0.022836,6.617463,6.989010,6.617233,2,0x5F3D2F15
0.522223,1.383796,1.376937,1.383745,1,0x5F3317AB
0.023788,6.483719,6.860126,6.483461,2,0x5F3CF54F
0.046560,4.634417,4.849573,4.634342,2,0x5F3A8A5F
0.411209,1.559440,1.559206,1.559440,1,0x5F30D90B
1.013449,0.993343,0.966755,0.992285,1,0x5F3859A1
0.672750,1.219195,1.234453,1.218907,1,0x5F341F3D
0.867898,1.073410,1.010731,1.073370,2,0x5F3076E4
0.029133,5.858734,6.117605,5.858655,2,0x5F3B181A
0.131595,2.756644,2.785727,2.756182,1,0x5F35A9BC
0.898100,1.055207,1.019460,1.055202,2,0x5F35729B
0.669675,1.221991,1.278814,1.221971,2,0x5F396816
0.062280,4.007058,3.881515,4.007046,2,0x5F37F769
0.142245,2.651433,2.864965,2.651038,2,0x5F402FFC
0.052455,4.366214,4.275732,4.366211,2,0x5F344082
0.019937,7.082281,7.261343,7.082271,2,0x5F3A0616
0.582341,1.310422,1.411816,1.310256,2,0x5F3F408C
0.030317,5.743216,6.098353,5.742921,2,0x5F3F53A6
0.106520,3.063966,3.108189,3.063004,1,0x5F340033
0.222571,2.119659,2.062103,2.119655,2,0x5F35EE49
0.082588,3.479691,3.540025,3.479690,2,0x5F3721CA
0.227925,2.094612,2.065566,2.094011,1,0x5F38E4DE
1.477913,0.822575,0.841374,0.821926,1,0x5F35FA6E
0.103170,3.113317,3.229125,3.113296,2,0x5F384F5F
1.113153,0.947813,0.925343,0.947020,1,0x5F342129
0.575095,1.318652,1.347140,1.317722,1,0x5F360BCF
1.391406,0.847760,0.839751,0.847647,1,0x5F3006B7
0.036384,5.242546,5.487760,5.242458,2,0x5F3A1FA7
0.119172,2.896764,2.958348,2.896762,2,0x5F375DC2
0.408145,1.565282,1.661084,1.565205,2,0x5F3D1A96
0.193869,2.271151,2.214195,2.271148,2,0x5F30F827
0.027693,6.009155,6.025716,6.009087,1,0x5F324118
0.183208,2.336296,2.406070,2.336289,2,0x5F37CA7D
0.085829,3.413371,3.413978,3.413370,1,0x5F326220
0.042178,4.869192,4.870011,4.869192,1,0x5F32388F
0.174449,2.394230,2.537900,2.394121,2,0x5F3BBE53
0.094910,3.245968,3.246469,3.245968,1,0x5F30F633
0.372402,1.638680,1.686683,1.638675,2,0x5F373AF6
0.417469,1.547704,1.646997,1.547612,2,0x5F3DB006
0.096132,3.225269,3.313285,3.225263,2,0x5F367D49
0.205480,2.206052,2.156317,2.206050,2,0x5F3335B5
0.094970,3.244939,3.419945,3.244843,2,0x5F3C2039
1.882030,0.728931,0.759635,0.728923,2,0x5F3AEA9F
0.063169,3.978763,3.781156,3.978685,2,0x5F32ADD2
1.955091,0.715182,0.745450,0.715174,2,0x5F3BF5FF
0.671220,1.220584,1.245919,1.219790,1,0x5F3564CF
0.453178,1.485475,1.478194,1.485422,1,0x5F3138F5
0.061239,4.040985,3.925380,4.040976,2,0x5F38A41C
0.034896,5.353167,5.493648,5.353158,2,0x5F3743A2
0.013314,8.666640,8.600076,8.665875,1,0x5F36AABE
0.078872,3.560734,3.677169,3.560719,2,0x5F3C1A79
0.163116,2.476008,2.580107,2.475981,2,0x5F38A461
0.121276,2.871530,2.947153,2.871526,2,0x5F38CDCF
1.083899,0.960518,0.946830,0.960227,1,0x5F37C20C
0.015530,8.024370,7.565453,8.024092,2,0x5F315176
1.256355,0.892162,0.913324,0.891403,1,0x5F3A37BD
0.023125,6.575950,6.953646,6.575699,2,0x5F3D3CA8
0.167608,2.442604,2.505216,2.442601,2,0x5F36261E
0.502940,1.410074,1.446174,1.410072,2,0x5F397C94
0.175694,2.385729,2.585723,2.385311,2,0x5F3F7117
0.058280,4.142297,4.189590,4.141484,1,0x5F3D6C7B
0.053742,4.313644,4.370173,4.312528,1,0x5F39E895
0.024905,6.336646,6.742663,6.336271,2,0x5F3DC65C
0.020966,6.906214,7.068736,6.906207,2,0x5F3813BE
0.015791,7.957814,7.719682,7.957793,2,0x5F37B5CE
1.416358,0.840260,0.891575,0.840219,2,0x5F3EE3DB
1.396430,0.846234,0.871185,0.845119,1,0x5F38651A
0.039788,5.013283,5.012961,5.013282,1,0x5F31E6B8
0.902378,1.052702,1.058412,1.052656,1,0x5F3AFB2E
