input,reference,initial,final,iters,magic_number
0.029021,5.870030,6.221296,5.869766,2,0x5F3DF413
0.109992,3.015224,3.189836,3.015105,2,0x5F3CC7FE
0.080603,3.522278,3.508238,3.522194,1,0x5F3310A3
0.291240,1.852995,1.846881,1.852965,1,0x5F36F550
0.030073,5.766467,6.040143,5.766364,2,0x5F3C76F1
0.444885,1.499257,1.538346,1.499255,2,0x5F36CC82
1.410963,0.841864,0.866672,0.840757,1,0x5F382B70
1.309606,0.873835,0.899741,0.872672,1,0x5F3A2606
0.020830,6.928795,7.291128,6.928614,2,0x5F3EA286
1.067230,0.967990,0.979580,0.967781,1,0x5F3F1337
0.393664,1.593813,1.685421,1.593752,2,0x5F3C8307
0.021005,6.899757,7.192194,6.899680,2,0x5F3C3048
0.039056,5.060054,5.140769,5.060053,2,0x5F347DDD
0.639066,1.250913,1.335856,1.250819,2,0x5F3CCA42
0.118428,2.905842,3.090561,2.905675,2,0x5F3F1111
0.124474,2.834392,2.802446,2.833853,1,0x5F32D183
0.895053,1.057001,0.997402,1.056967,2,0x5F31E6D0
0.984568,1.007806,0.993601,1.007507,1,0x5F3C62FA
0.318097,1.773046,1.817221,1.773043,2,0x5F3A098A
0.816618,1.106599,1.089594,1.106210,1,0x5F33FEC4
0.986780,1.006676,0.954207,1.006652,2,0x5F3295AE
0.219490,2.134483,2.059681,2.134473,2,0x5F3432CC
0.513623,1.395333,1.487719,1.395239,2,0x5F402BF8
0.063333,3.973593,3.832952,3.973572,2,0x5F362993
0.441174,1.505549,1.555353,1.505543,2,0x5F380696
0.344323,1.704186,1.811541,1.704092,2,0x5F40061F
0.252710,1.989249,1.906492,1.989229,2,0x5F34B981
0.214247,2.160443,2.152935,2.160404,1,0x5F377B6F
0.176866,2.377813,2.414876,2.376942,1,0x5F351B87
0.267682,1.932815,1.890640,1.932814,2,0x5F36874B
1.678030,0.771969,0.826759,0.771900,2,0x5F3F0B5A
0.916719,1.044436,1.002745,1.044427,2,0x5F35B103
0.958957,1.021176,0.985366,1.021170,2,0x5F370005
1.114804,0.947111,0.946294,0.947110,1,0x5F399943
0.237186,2.053315,1.947256,2.053267,2,0x5F32B01C
0.058927,4.119470,3.958354,4.119438,2,0x5F36049B
0.392359,1.596461,1.671763,1.596434,2,0x5F3A6DEF
0.096251,3.223274,3.217306,3.223257,1,0x5F3077FB
0.059714,4.092247,3.889589,4.092167,2,0x5F333A60
0.045823,4.671543,4.838696,4.671517,2,0x5F38AED0
0.043950,4.770050,4.810354,4.769538,1,0x5F33F0A0
0.013533,8.596189,8.897298,8.596144,2,0x5F3D37B3
0.012744,8.858331,8.683808,8.858326,2,0x5F335666
0.022912,6.606392,7.050998,6.605915,2,0x5F3F7B36
0.335297,1.726972,1.828280,1.726900,2,0x5F3FDB16
0.068012,3.834497,3.817637,3.834386,1,0x5F39F901
0.181909,2.344625,2.302928,2.343520,1,0x5F30864B
0.021859,6.763682,6.759721,6.763678,1,0x5F31D8A3
0.052627,4.359090,4.493084,4.359077,2,0x5F3B8F06
0.012688,8.877610,8.566221,8.877566,2,0x5F3100CE
0.707670,1.188733,1.257803,1.188686,2,0x5F3B94A2
1.471890,0.824256,0.868840,0.824232,2,0x5F3C9FB9
0.018620,7.328430,7.365427,7.328148,1,0x5F37F5FE
0.609830,1.280547,1.318506,1.280544,2,0x5F36D3B5
0.023987,6.456745,6.721426,6.456682,2,0x5F3955ED
0.045740,4.675772,4.612006,4.675772,2,0x5F314254
0.016388,7.811476,7.588795,7.811458,2,0x5F35F7C9
0.333707,1.731080,1.822003,1.731034,2,0x5F3EA53C
0.021665,6.793935,6.757141,6.793637,1,0x5F30F7D1
0.237841,2.050485,2.031599,2.050225,1,0x5F3BCC03
0.026316,6.164399,6.524146,6.164148,2,0x5F3C900A
0.132560,2.746587,2.867739,2.746550,2,0x5F3B67FC
0.036875,5.207586,5.263422,5.206685,1,0x5F33F2DC
0.675013,1.217150,1.302185,1.217048,2,0x5F3D14D0
0.398183,1.584742,1.693484,1.584618,2,0x5F3EB367
0.014759,8.231396,7.762099,8.231114,2,0x5F314AB4
0.012589,8.912706,9.515093,8.912052,2,0x5F3F5E3B
0.290567,1.855142,1.843804,1.855038,1,0x5F366458
1.000124,0.999938,0.982450,0.999482,1,0x5F3B83DF
0.171137,2.417286,2.520052,2.417258,2,0x5F38E7CD
0.083747,3.455529,3.653888,3.455397,2,0x5F3F9B28
0.059686,4.093202,3.871482,4.093087,2,0x5F320318
0.973741,1.013394,1.017272,1.013371,1,0x5F3ED988
0.112642,2.979544,3.049215,2.979541,2,0x5F367EC1
0.609708,1.280675,1.318219,1.280672,2,0x5F36C651
0.013209,8.700917,8.337692,8.700830,2,0x5F319C76
0.289794,1.857615,1.872317,1.857440,1,0x5F39D7FD
0.021712,6.786533,6.793778,6.786521,1,0x5F325589
0.409830,1.562062,1.559661,1.562056,1,0x5F308D92
0.015039,8.154273,7.786942,8.154163,2,0x5F346276
0.707796,1.188628,1.178142,1.188490,1,0x5F31666A
0.275982,1.903529,1.871930,1.902747,1,0x5F36422B
0.046768,4.624099,4.856593,4.623996,2,0x5F3B30F2
1.155774,0.930173,0.949442,0.929570,1,0x5F3D06CF
0.639397,1.250589,1.260985,1.250459,1,0x5F333FB6
0.294658,1.842217,1.852708,1.842127,1,0x5F389442
0.314469,1.783245,1.869493,1.783211,2,0x5F3FCC9C
0.317822,1.773814,1.770103,1.773802,1,0x5F33EF87
0.149371,2.587416,2.715805,2.587362,2,0x5F3A4A25
0.018388,7.374568,7.295401,7.374568,2,0x5F34C4CB
0.025478,6.264967,6.517253,6.264910,2,0x5F38E8C8
0.083536,3.459898,3.427698,3.459451,1,0x5F30E9D8
0.493885,1.422941,1.413754,1.422853,1,0x5F336529
1.221411,0.904835,0.900345,0.904801,1,0x5F34A895
0.508690,1.402082,1.489251,1.402008,2,0x5F3FBC8C
0.096316,3.222191,3.241093,3.222025,1,0x5F320EA9
1.188685,0.917205,0.893677,0.916308,1,0x5F30DB72
0.114097,2.960491,3.071436,2.960471,2,0x5F396823
0.395878,1.589348,1.693126,1.589247,2,0x5F3E10A1
0.153670,2.550968,2.718548,2.550802,2,0x5F3CAA8F
0.142758,2.646672,2.825351,2.646478,2,0x5F3DEA19
0.013448,8.623312,8.856804,8.623297,2,0x5F3BDF95
0.054219,4.294631,4.157819,4.294616,2,0x5F341704
0.213560,2.163912,2.270021,2.163869,2,0x5F3E9FCF
0.946191,1.028041,0.996821,1.028038,2,0x5F384C72
0.013749,8.528217,8.703199,8.528213,2,0x5F3BE2DD
0.503751,1.408938,1.445937,1.408936,2,0x5F398F5E
0.187057,2.312133,2.443107,2.312049,2,0x5F3C21D3
0.035246,5.326543,5.676039,5.326196,2,0x5F3DD121
0.036922,5.204254,5.404085,5.204215,2,0x5F388BEC
0.014037,8.440395,8.534608,8.440394,2,0x5F3B8B7B
1.917748,0.722111,0.727590,0.722049,1,0x5F34FFB9
0.303395,1.815498,1.848707,1.814581,1,0x5F3A4DBD
0.585333,1.307070,1.301875,1.307039,1,0x5F319007
0.018775,7.298103,7.538600,7.298074,2,0x5F3E233B
0.329055,1.743274,1.727750,1.743067,1,0x5F3163E5
0.608286,1.282171,1.282473,1.282171,1,0x5F320467
0.050955,4.430035,4.504871,4.430034,2,0x5F3882ED
0.034353,5.395287,5.581250,5.395260,2,0x5F38F4BA
0.526894,1.377648,1.398459,1.377174,1,0x5F3671FB
0.439379,1.508622,1.595334,1.508565,2,0x5F3CAF04
0.035589,5.300801,5.334011,5.300488,1,0x5F339328
0.018285,7.395276,7.566286,7.395268,2,0x5F3D040F
0.034855,5.356313,5.720035,5.355912,2,0x5F3E6CB6
0.048142,4.557622,4.549332,4.557600,1,0x5F342C5A
1.463568,0.826596,0.850614,0.825539,1,0x5F376CF3
0.017308,7.601122,7.765413,7.601116,2,0x5F3F62EC
0.102511,3.123307,3.169060,3.122296,1,0x5F33CA8B
0.351010,1.687876,1.753221,1.687863,2,0x5F3A454B
0.153688,2.550820,2.669202,2.550779,2,0x5F39846A
0.025315,6.285038,6.271412,6.284994,1,0x5F30607E
0.263844,1.946822,1.965171,1.946562,1,0x5F3F1600
0.018863,7.280988,7.415690,7.280985,2,0x5F3A9104
0.443678,1.501295,1.604614,1.501176,2,0x5F3EF8E3
0.542731,1.357400,1.338189,1.356994,1,0x5F30C1F7
0.058556,4.132509,3.939165,4.132444,2,0x5F34078E
0.386585,1.608339,1.686833,1.608307,2,0x5F3AE159
0.663635,1.227539,1.336350,1.227269,2,0x5F3FFF80
1.591760,0.792613,0.804246,0.792356,1,0x5F33C27C
0.941241,1.030741,1.008392,1.030019,1,0x5F398D92
0.042321,4.860958,5.258267,4.860188,2,0x5F3EF022
0.133912,2.732687,2.733274,2.732687,1,0x5F337E17
0.178840,2.364652,2.470445,2.364619,2,0x5F39ACBB
0.226522,2.101089,2.191613,2.101064,2,0x5F403E21
0.351480,1.686745,1.681476,1.686721,1,0x5F313536
0.681830,1.211050,1.253779,1.211043,2,0x5F37C20A
0.013804,8.511395,8.101864,8.511247,2,0x5F32B5E3
0.095572,3.234698,3.303918,3.234695,2,0x5F355121
0.256213,1.975601,1.934050,1.975600,2,0x5F392622
0.095072,3.243199,3.465485,3.242947,2,0x5F3F2511
0.030455,5.730256,5.834501,5.730254,2,0x5F377220
0.061283,4.039537,4.074910,4.039071,1,0x5F3FE75E
0.038253,5.112926,5.078334,5.112576,1,0x5F30D917
0.698713,1.196329,1.295023,1.196132,2,0x5F3F32C0
0.451740,1.487838,1.496505,1.487762,1,0x5F3332B7
0.070664,3.761851,3.682558,3.761848,2,0x5F340B1D
0.143336,2.641329,2.798796,2.641212,2,0x5F3C82CF
0.224274,2.111593,2.034893,2.111581,2,0x5F350FC0
0.072526,3.713234,3.615274,3.713228,2,0x5F31A4FA
0.046611,4.631879,4.718111,4.631877,2,0x5F36702F
0.366168,1.652570,1.668328,1.652344,1,0x5F3348F2
0.013948,8.467279,8.148163,8.467224,2,0x5F34A1F8
0.518432,1.388846,1.398864,1.388737,1,0x5F3569F4
0.596830,1.294418,1.293573,1.294418,1,0x5F31F8B6
0.034059,5.418524,5.676789,5.418427,2,0x5F3B693A
0.020551,6.975702,7.059155,6.975701,2,0x5F361172
0.153609,2.551480,2.573140,2.551204,1,0x5F33541C
0.172555,2.407331,2.607048,2.406926,2,0x5F3F330B
0.019440,7.172172,7.085694,7.172172,2,0x5F325E6F
1.300481,0.876896,0.875363,0.876892,1,0x5F3352DF
0.037559,5.159919,5.381415,5.159859,2,0x5F39204B
0.134470,2.727016,2.748921,2.726752,1,0x5F34C789
0.016987,7.672668,7.591746,7.672667,2,0x5F38835B
0.893175,1.058112,1.055626,1.058103,1,0x5F397254
0.100297,3.157589,3.256040,3.157579,2,0x5F371746
0.810614,1.110690,1.132435,1.110047,1,0x5F38B5D4
0.019311,7.196133,7.133476,7.195317,1,0x5F335E57
0.422284,1.538854,1.627661,1.538794,2,0x5F3C7205
1.322965,0.869412,0.858188,0.869196,1,0x5F305DA5
0.781543,1.131159,1.172246,1.131152,2,0x5F3A15C2
0.459008,1.476011,1.552035,1.475975,2,0x5F3C2AAB
0.015027,8.157656,8.203030,8.157276,1,0x5F3E594B
0.317032,1.776024,1.757071,1.775721,1,0x5F3210AF
0.015120,8.132414,8.100588,8.132227,1,0x5F3D799F
1.392797,0.847337,0.853565,0.847268,1,0x5F33A6CA
0.070101,3.776918,3.778476,3.776917,1,0x5F399B24
0.606050,1.284534,1.286000,1.284532,1,0x5F322EB6
1.317879,0.871088,0.887330,0.870631,1,0x5F37802C
0.485294,1.435481,1.409276,1.434768,1,0x5F309F63
0.051928,4.388345,4.480314,4.388342,2,0x5F39B7C5
0.096319,3.222141,3.209178,3.222063,1,0x5F300490
0.044491,4.740927,4.907201,4.740902,2,0x5F3825F5
0.972600,1.013988,0.977792,1.013983,2,0x5F36CEBA
0.083130,3.468328,3.445174,3.468097,1,0x5F319DDC
0.025790,6.226963,6.422677,6.226942,2,0x5F372919
0.088344,3.364429,3.495735,3.364402,2,0x5F3A30F9
0.502986,1.410009,1.452721,1.410005,2,0x5F3A549B
0.267778,1.932468,1.883451,1.932465,2,0x5F35A206
0.460836,1.473081,1.573426,1.472969,2,0x5F3F5F61
0.041754,4.893883,5.253011,4.893382,2,0x5F3D9B87
0.067075,3.861181,3.759699,3.861174,2,0x5F354E2E
0.179451,2.360625,2.344106,2.360451,1,0x5F31E6D9
0.086766,3.394888,3.556792,3.394827,2,0x5F3C7BA7
0.964267,1.018360,0.975681,1.018350,2,0x5F353355
0.065428,3.909484,3.847519,3.909483,2,0x5F393D36
0.442955,1.502519,1.597808,1.502434,2,0x5F3DEA80
0.025426,6.271307,6.604945,6.271132,2,0x5F3B812A
0.523929,1.381541,1.460570,1.381489,2,0x5F3E0411
0.266214,1.938137,1.960510,1.937748,1,0x5F3F1897
0.012903,8.803437,8.738235,8.802714,1,0x5F3583A8
0.027409,6.040203,6.425616,6.039851,2,0x5F3DE351
1.573520,0.797194,0.802979,0.797131,1,0x5F324498
1.745892,0.756818,0.768989,0.756522,1,0x5F349928
0.137363,2.698148,2.761022,2.698145,2,0x5F3708F9
0.066741,3.870840,3.696021,3.870787,2,0x5F30E33D
0.042170,4.869655,4.991907,4.869648,2,0x5F361AEE
1.427161,0.837074,0.845448,0.836947,1,0x5F33C5DD
0.260038,1.961017,1.981753,1.960687,1,0x5F403BF7
0.020964,6.906530,7.221679,6.906426,2,0x5F3CF6A6
0.094693,3.249679,3.374115,3.249655,2,0x5F38E8C5
0.226321,2.102026,2.164222,2.102020,2,0x5F3E62E5
0.306853,1.805238,1.789899,1.805043,1,0x5F33A95E
0.018613,7.329739,7.626932,7.329670,2,0x5F404D46
0.066749,3.870606,3.888781,3.870478,1,0x5F3D3B87
0.120598,2.879587,2.900189,2.879365,1,0x5F351AB5
0.102382,3.125274,3.135438,3.125225,1,0x5F3181D9
0.570914,1.323471,1.395088,1.323432,2,0x5F3BA5F7
0.016676,7.743875,7.575261,7.743870,2,0x5F36B63E
0.125712,2.820407,2.959894,2.820348,2,0x5F3DCC38
0.073503,3.688479,3.755353,3.688478,2,0x5F3B9C18
1.192770,0.915633,0.915932,0.915633,1,0x5F36D0DC
0.529533,1.374212,1.442599,1.374182,2,0x5F3C6ED1
0.531675,1.371441,1.360523,1.371311,1,0x5F323388
0.015456,8.043542,7.789303,8.043515,2,0x5F37E02C
0.181806,2.345284,2.329451,2.345124,1,0x5F322B73
0.524709,1.380514,1.381840,1.380512,1,0x5F3409C6
0.497301,1.418046,1.500789,1.417988,2,0x5F3F68FC
0.069815,3.784641,3.663009,3.784627,2,0x5F31EC68
0.026491,6.144042,6.219698,6.144041,2,0x5F33892B
0.074802,3.656317,3.651373,3.656307,1,0x5F3648F5
0.188897,2.300844,2.300772,2.300844,1,0x5F33F6FB
0.151278,2.571056,2.576235,2.571040,1,0x5F325565
1.776637,0.750241,0.804747,0.750167,2,0x5F3FB850
0.054179,4.296208,4.132605,4.296178,2,0x5F333397
0.477356,1.447368,1.506581,1.447354,2,0x5F3B0B9D
0.027961,5.980316,6.217469,5.980264,2,0x5F397CAD
0.065866,3.896446,3.855045,3.895788,1,0x5F3A2B7E
0.040785,4.951663,5.016228,4.951662,2,0x5F340BE6
0.125498,2.822806,2.858691,2.822119,1,0x5F37361E
0.328868,1.743770,1.826874,1.743738,2,0x5F3E07BA
0.017683,7.520057,7.293499,7.520036,2,0x5F31D263
0.749362,1.155192,1.226730,1.155133,2,0x5F3CF08D
0.766988,1.141841,1.176308,1.141838,2,0x5F38BDE7
0.375590,1.631710,1.715375,1.631671,2,0x5F3BB815
1.113575,0.947633,0.936107,0.947424,1,0x5F36E988
0.358257,1.670717,1.775054,1.670628,2,0x5F3EEBAD
0.312899,1.787713,1.767400,1.787368,1,0x5F325457
0.017263,7.610904,7.741094,7.610901,2,0x5F3E6D13
0.021235,6.862302,6.801070,6.861485,1,0x5F309D4A
0.035770,5.287401,5.254681,5.287097,1,0x5F3167FB
0.066517,3.877328,3.755827,3.877315,2,0x5F347C97
0.039871,5.008076,5.260311,5.007963,2,0x5F39FC68
0.381007,1.620069,1.624701,1.620049,1,0x5F317FE7
0.198045,2.247077,2.240007,2.247044,1,0x5F34C270
0.307119,1.804457,1.797607,1.804418,1,0x5F34B758
1.578706,0.795883,0.834663,0.795868,2,0x5F3AB5FC
0.019846,7.098394,7.213514,7.098393,2,0x5F381F79
0.996568,1.001720,0.975123,1.000670,1,0x5F39313B
0.062131,4.011847,3.873561,4.011828,2,0x5F37272E
0.106474,3.064627,3.076389,3.064560,1,0x5F31EB23
0.055414,4.248059,4.452655,4.247980,2,0x5F3FF902
0.420111,1.542830,1.574029,1.541877,1,0x5F35062F
0.158492,2.511867,2.724466,2.511408,2,0x5F3F837F
1.620588,0.785532,0.825640,0.785513,2,0x5F3B14D9
0.040545,4.966292,5.011504,4.965673,1,0x5F336767
0.186630,2.314776,2.495914,2.314468,2,0x5F3F4B0F
0.014214,8.387554,8.517351,8.387553,2,0x5F3CB8E2
0.695964,1.198689,1.278864,1.198605,2,0x5F3CC72A
0.206397,2.201142,2.134972,2.201136,2,0x5F325046
0.063127,3.980093,3.887506,3.980089,2,0x5F397133
0.525545,1.379415,1.374577,1.379389,1,0x5F333735
0.212207,2.170800,2.091006,2.170787,2,0x5F32797D
0.017801,7.495008,7.629415,7.495006,2,0x5F3D0E5A
0.195862,2.259564,2.340937,2.259551,2,0x5F3A19F9
0.660948,1.230032,1.318748,1.229914,2,0x5F3D66AC
1.376436,0.852358,0.869219,0.851854,1,0x5F369CA1
0.412675,1.556667,1.660127,1.556561,2,0x5F3E2422
0.025787,6.227347,6.338834,6.227345,2,0x5F3476EC
0.025400,6.274600,6.403722,6.274596,2,0x5F34F4C3
0.060706,4.058658,4.096486,4.058127,1,0x5F3F6A19
0.338341,1.719186,1.701745,1.718922,1,0x5F307046
0.687465,1.206076,1.193021,1.205865,1,0x5F30B3C5
0.044025,4.765953,5.171550,4.765064,2,0x5F3FA72D
0.012832,8.827662,8.675186,8.827659,2,0x5F33ED1B
0.070981,3.753442,3.634146,3.753429,2,0x5F314507
0.019356,7.187682,7.088855,7.187681,2,0x5F322074
1.176560,0.921920,0.929913,0.921815,1,0x5F395B8A
0.027972,5.979152,5.941237,5.978792,1,0x5F30B132
1.012147,0.993981,0.943022,0.993959,2,0x5F3230E5
0.094382,3.255031,3.264483,3.254990,1,0x5F319300
0.026754,6.113713,6.426930,6.113566,2,0x5F3B3F17
0.038969,5.065736,5.131988,5.065735,2,0x5F340805
0.069970,3.780453,3.678921,3.780447,2,0x5F3319AC
1.844595,0.736291,0.779968,0.736259,2,0x5F3DB9CF
0.253692,1.985392,1.909257,1.985378,2,0x5F355483
0.038785,5.077683,5.054117,5.077519,1,0x5F312A11
0.157118,2.522827,2.528799,2.522806,1,0x5F324993
0.029827,5.790195,5.827160,5.789841,1,0x5F34A441
0.084438,3.441363,3.586933,3.441324,2,0x5F3C0749
0.128140,2.793560,2.769076,2.793239,1,0x5F32D414
0.058667,4.128589,4.119713,4.128561,1,0x5F3BFB4A
0.022886,6.610202,6.624109,6.610158,1,0x5F31B672
0.030761,5.701611,5.676014,5.701438,1,0x5F33A17D
0.749298,1.155241,1.128627,1.154329,1,0x5F305FD4
0.081732,3.497877,3.516073,3.497735,1,0x5F34B8D5
1.234795,0.899917,0.888901,0.899716,1,0x5F3295EC
0.035754,5.288529,5.543851,5.288430,2,0x5F3AA0DB
0.018786,7.295987,7.429623,7.295984,2,0x5F3AB1E9
0.566402,1.328733,1.313240,1.328463,1,0x5F30981B
0.121413,2.869908,2.890688,2.869682,1,0x5F3554A2
0.017313,7.599939,7.473509,7.599938,2,0x5F36114B
0.873205,1.070143,1.084166,1.069866,1,0x5F3A8B25
0.194796,2.265740,2.410692,2.265607,2,0x5F3E050F
1.305149,0.875326,0.875792,0.875326,1,0x5F33BB7E
0.592887,1.298716,1.296777,1.298712,1,0x5F31E083
0.436754,1.513149,1.588314,1.513117,2,0x5F3B1CF5
1.245109,0.896182,0.927743,0.896178,2,0x5F3D3065
0.056463,4.208426,3.970941,4.208288,2,0x5F31C68A
0.665764,1.225575,1.270890,1.225567,2,0x5F37E44B
0.014721,8.241873,7.885919,8.241779,2,0x5F34F265
0.506426,1.405213,1.412846,1.405151,1,0x5F35AAB5
0.593086,1.298498,1.289440,1.298403,1,0x5F30F69B
0.208375,2.190673,2.169283,2.190361,1,0x5F3585A0
1.479766,0.822060,0.821671,0.822060,1,0x5F310D88
1.234478,0.900033,0.926677,0.898838,1,0x5F3C3C6C
0.016070,7.888379,7.707519,7.888372,2,0x5F3876F0
0.766115,1.142491,1.191683,1.142478,2,0x5F3A9925
1.132056,0.939866,0.918576,0.939148,1,0x5F339B6B
0.949603,1.026193,0.966938,1.026156,2,0x5F3115D1
1.523629,0.810141,0.806583,0.810117,1,0x5F2FFF61
0.051003,4.427952,4.678977,4.427792,2,0x5F3E2E59
0.206593,2.200098,2.210546,2.200023,1,0x5F374029
0.162081,2.483898,2.597074,2.483860,2,0x5F3932C4
1.696581,0.767737,0.806365,0.767720,2,0x5F3B02BB
1.543766,0.804840,0.849610,0.804813,2,0x5F3C4D15
0.465559,1.465590,1.484867,1.465208,1,0x5F353F03
0.934738,1.034321,1.033104,1.034318,1,0x5F3BE23D
0.298399,1.830634,1.796575,1.829690,1,0x5F325A06
0.015394,8.059904,7.668410,8.059757,2,0x5F337E57
0.060819,4.054900,3.976685,4.054898,2,0x5F3B10B5
0.859426,1.078688,1.111332,1.078685,2,0x5F3C41C9
0.028407,5.933219,6.335478,5.932778,2,0x5F3F16B7
1.089200,0.958178,0.960990,0.958166,1,0x5F3BB8DC
0.019253,7.206964,7.436581,7.206938,2,0x5F3CD490
0.523764,1.381759,1.465275,1.381694,2,0x5F3E98CE
0.255834,1.977064,1.891778,1.977042,2,0x5F33A424
0.021691,6.789851,7.022803,6.789819,2,0x5F399376
1.190356,0.916561,0.921280,0.916525,1,0x5F3807C8
0.052169,4.378182,4.267450,4.378176,2,0x5F336685
0.076626,3.612529,3.595835,3.612413,1,0x5F349943
0.021828,6.768554,7.214410,6.768106,2,0x5F404476
0.024345,6.409118,6.557488,6.409111,2,0x5F358E27
0.313543,1.785878,1.815061,1.785158,1,0x5F389841
0.460504,1.473613,1.455383,1.473276,1,0x5F302D8E
0.081898,3.494321,3.569182,3.494319,2,0x5F384A98
0.036560,5.229923,5.301130,5.229923,2,0x5F3482F8
0.546687,1.352479,1.329370,1.351890,1,0x5F3022A5
0.639615,1.250376,1.361338,1.250099,2,0x5F401F41
0.331845,1.735930,1.828463,1.735881,2,0x5F3EFEE3
0.060007,4.082248,3.911800,4.082207,2,0x5F353FD7
1.268309,0.887948,0.934076,0.887925,2,0x5F404B9A
1.362114,0.856827,0.880985,0.855796,1,0x5F38B518
0.818390,1.105401,1.078685,1.104440,1,0x5F32D35D
0.272106,1.917038,1.843233,1.917024,2,0x5F3197CE
0.077926,3.582273,3.748577,3.582216,2,0x5F3FB488
1.157677,0.929408,0.935989,0.929338,1,0x5F39B452
0.749159,1.155348,1.229061,1.155281,2,0x5F3D3654
1.279544,0.884041,0.903417,0.883399,1,0x5F392A64
0.018109,7.431065,7.635764,7.431051,2,0x5F3E84FE
0.060348,4.070706,3.930184,4.070687,2,0x5F371FB2
1.538441,0.806231,0.861456,0.806169,2,0x5F3EFE2E
0.666430,1.224962,1.254501,1.223885,1,0x5F35E110
0.170664,2.420632,2.444981,2.420263,1,0x5F33DBDE
0.028715,5.901298,5.832448,5.901297,2,0x5F304102
0.789104,1.125726,1.135951,1.125587,1,0x5F366833
0.023751,6.488660,6.741378,6.488608,2,0x5F39028F
0.207916,2.193086,2.199471,2.193058,1,0x5F373825
0.616560,1.273540,1.303603,1.272467,1,0x5F35C7E2
0.080097,3.533403,3.715954,3.533315,2,0x5F3FD702
0.023137,6.574256,6.935534,6.574046,2,0x5F3CB4C9
0.169037,2.432258,2.417205,2.432118,1,0x5F313F73
0.355623,1.676891,1.716063,1.676889,2,0x5F36B215
1.210637,0.908852,0.922148,0.908559,1,0x5F398CF1
0.049437,4.497521,4.421559,4.497519,2,0x5F32BCB9
0.121999,2.863005,3.016352,2.862922,2,0x5F3DF930
0.018277,7.396892,7.245016,7.396887,2,0x5F32B3D7
0.041047,4.935843,5.267825,4.935488,2,0x5F3CA244
0.400843,1.579476,1.694589,1.579318,2,0x5F3F85F1
0.012869,8.815040,8.579200,8.815025,2,0x5F32B110
0.095512,3.235728,3.418772,3.235612,2,0x5F3C9AEF
0.012776,8.847263,8.934162,8.847263,2,0x5F379AC0
0.031420,5.641508,5.612127,5.641279,1,0x5F33EFCD
0.105206,3.083048,3.219815,3.083007,2,0x5F39CC80
1.800498,0.745253,0.751063,0.745185,1,0x5F338101
0.016300,7.832672,7.458413,7.832539,2,0x5F316ED0
0.282736,1.880657,1.849438,1.879884,1,0x5F351BC3
0.421787,1.539760,1.581662,1.539758,2,0x5F366E27
0.108830,3.031277,3.261884,3.030918,2,0x5F4033DB
0.313272,1.786650,1.750624,1.785568,1,0x5F304700
1.822154,0.740811,0.752245,0.740545,1,0x5F353149
0.287645,1.864541,1.843063,1.864171,1,0x5F358C8B
0.055444,4.246903,4.159088,4.246900,2,0x5F36A3ED
0.467529,1.462500,1.510048,1.462494,2,0x5F38F934
0.029204,5.851646,5.916817,5.850554,1,0x5F34F54A
0.015329,8.076776,7.632730,8.076536,2,0x5F31D350
0.020480,6.987736,6.941120,6.987270,1,0x5F320059
0.082538,3.480756,3.643134,3.480699,2,0x5F3DADE4
0.020388,7.003433,7.242155,7.003400,2,0x5F3B4244
0.469600,1.459270,1.446926,1.459114,1,0x5F316C9F
1.782662,0.748972,0.765603,0.748414,1,0x5F3615B8
0.035142,5.334407,5.341380,5.334393,1,0x5F32E52B
0.114917,2.949904,2.980867,2.949414,1,0x5F347353
0.301015,1.822660,1.775946,1.822657,2,0x5F30618F
0.363381,1.658894,1.770680,1.658773,2,0x5F3FAC35
0.465438,1.465781,1.485603,1.465377,1,0x5F354F2D
0.365176,1.654813,1.674876,1.654447,1,0x5F33DE86
0.104864,3.088062,3.104214,3.087935,1,0x5F320D00
0.024847,6.343963,6.563642,6.343932,2,0x5F37CF9B
0.030034,5.770250,5.959787,5.770226,2,0x5F39BB56
0.027276,6.054932,6.315821,6.054859,2,0x5F39D439
1.143741,0.935053,0.906598,0.935050,2,0x5F3149D7
0.656231,1.234445,1.259120,1.233700,1,0x5F352A39
0.025175,6.302542,6.325137,6.302420,1,0x5F31855D
0.071460,3.740831,3.858225,3.740819,2,0x5F4019FF
0.151306,2.570817,2.549070,2.570542,1,0x5F309C01
0.165667,2.456866,2.470369,2.456755,1,0x5F32ECE2
0.033881,5.432761,5.687007,5.432670,2,0x5F3B5F79
0.015565,8.015395,7.859840,8.015391,2,0x5F3B060F
1.395751,0.846440,0.872768,0.846437,2,0x5F38C1B3
0.059537,4.098310,4.192961,4.098306,2,0x5F401B85
0.544018,1.355793,1.371260,1.355528,1,0x5F3527D5
0.016442,7.798764,7.718223,7.798763,2,0x5F3A541F
0.070974,3.753608,3.811664,3.753607,2,0x5F3C9FD8
0.059275,4.107361,3.992429,4.107352,2,0x5F38E951
0.063626,3.964457,3.800677,3.964419,2,0x5F346564
0.053946,4.305472,4.272589,4.305096,1,0x5F37343D
0.215904,2.152134,2.258850,2.152088,2,0x5F3F1C07
0.016218,7.852488,7.843812,7.852473,1,0x5F3D6DD8
0.102417,3.124744,3.210331,3.124738,2,0x5F365604
0.673152,1.218831,1.291238,1.218777,2,0x5F3B7126
0.562196,1.333694,1.327970,1.333657,1,0x5F31F0F5
