input, method, guess, after_one, final, iters
2.112502e-01,Moroz,2.175784e+00,2.177625e+00,2.175784e+00,0
1.935378e-02,Blinn,7.522717e+00,7.185927e+00,7.188015e+00,2
1.935378e-02,QuakeIII,7.252437e+00,7.187284e+00,7.187284e+00,1
1.935378e-02,withoutDiv,7.329367e+00,7.183961e+00,7.188146e+00,2
1.935378e-02,optimal_grid,6.522713e+00,7.189755e+00,7.189755e+00,1
1.935378e-02,Moroz,7.254288e+00,7.193610e+00,7.194465e+00,95
1.943103e-02,Blinn,7.512829e+00,7.171246e+00,7.173690e+00,2
1.943103e-02,QuakeIII,7.242549e+00,7.172857e+00,7.172857e+00,1
1.943103e-02,withoutDiv,7.319479e+00,7.169383e+00,7.173843e+00,2
1.943103e-02,optimal_grid,6.512825e+00,7.175271e+00,7.175271e+00,1
1.943103e-02,Moroz,7.244400e+00,7.179171e+00,7.180150e+00,95
5.832417e-02,Blinn,4.267253e+00,4.142803e+00,4.140842e+00,2
5.832417e-02,QuakeIII,3.998487e+00,4.133474e+00,4.140699e+00,2
5.832417e-02,withoutDiv,4.073904e+00,4.139111e+00,4.139111e+00,1
5.832417e-02,optimal_grid,3.633625e+00,4.141691e+00,4.141691e+00,1
5.832417e-02,Moroz,3.999412e+00,4.137083e+00,4.144356e+00,95
1.532192e-01,Blinn,2.774247e+00,2.540533e+00,2.553759e+00,2
1.532192e-01,QuakeIII,2.639107e+00,2.550494e+00,2.554710e+00,2
1.532192e-01,withoutDiv,2.677572e+00,2.545717e+00,2.554673e+00,2
1.532192e-01,optimal_grid,2.274245e+00,2.556358e+00,2.556358e+00,1
1.532192e-01,Moroz,2.640032e+00,2.552721e+00,2.556965e+00,95
1.007760e-01,Blinn,3.387585e+00,3.138446e+00,3.149321e+00,2
1.007760e-01,QuakeIII,3.252445e+00,3.145036e+00,3.150068e+00,2
1.007760e-01,withoutDiv,3.290910e+00,3.140495e+00,3.150036e+00,2
1.007760e-01,optimal_grid,2.887583e+00,3.148605e+00,3.148605e+00,1
1.007760e-01,Moroz,3.253370e+00,3.147803e+00,3.152847e+00,95
2.145743e-01,Blinn,2.283406e+00,2.155933e+00,2.158617e+00,2
2.145743e-01,QuakeIII,2.148266e+00,2.158717e+00,2.158717e+00,1
2.145743e-01,withoutDiv,2.186731e+00,2.158249e+00,2.158249e+00,1
2.145743e-01,optimal_grid,1.891702e+00,2.159143e+00,2.159143e+00,1
2.145743e-01,Moroz,2.149191e+00,2.160619e+00,2.160619e+00,1
2.310574e-01,Blinn,2.151541e+00,2.081165e+00,2.081165e+00,1
2.310574e-01,QuakeIII,2.016401e+00,2.077447e+00,2.080361e+00,2
2.310574e-01,withoutDiv,2.054866e+00,2.079901e+00,2.079901e+00,1
2.310574e-01,optimal_grid,1.825769e+00,2.080865e+00,2.080865e+00,1
2.310574e-01,Moroz,2.017326e+00,2.079304e+00,2.079304e+00,1
1.692403e-01,Blinn,2.646077e+00,2.416033e+00,2.429782e+00,2
1.692403e-01,QuakeIII,2.510938e+00,2.426786e+00,2.430784e+00,2
1.692403e-01,withoutDiv,2.549403e+00,2.421971e+00,2.430745e+00,2
1.692403e-01,optimal_grid,2.146076e+00,2.431957e+00,2.431957e+00,1
1.692403e-01,Moroz,2.511863e+00,2.428900e+00,2.428900e+00,1
8.395014e-03,Blinn,1.170175e+01,1.087932e+01,1.091400e+01,3
8.395014e-03,QuakeIII,1.116119e+01,1.090568e+01,1.091412e+01,2
8.395014e-03,withoutDiv,1.131505e+01,1.089177e+01,1.091406e+01,2
8.395014e-03,optimal_grid,9.701746e+00,1.092098e+01,1.074193e+01,95
8.395014e-03,Moroz,1.116490e+01,1.091524e+01,1.091524e+01,1
1.015898e-01,Blinn,3.374564e+00,3.125758e+00,3.136675e+00,2
1.015898e-01,QuakeIII,3.239424e+00,3.132410e+00,3.137425e+00,2
1.015898e-01,withoutDiv,3.277889e+00,3.127865e+00,3.137393e+00,2
1.015898e-01,optimal_grid,2.874562e+00,3.136099e+00,3.136099e+00,1
1.015898e-01,Moroz,3.240349e+00,3.135166e+00,3.140193e+00,95
2.175657e-01,Blinn,2.259475e+00,2.141893e+00,2.143778e+00,2
2.175657e-01,QuakeIII,2.124335e+00,2.143634e+00,2.143634e+00,1
2.175657e-01,withoutDiv,2.162800e+00,2.143651e+00,2.143651e+00,1
2.175657e-01,optimal_grid,1.879736e+00,2.144313e+00,2.144313e+00,1
2.175657e-01,Moroz,2.125260e+00,2.145527e+00,2.145527e+00,1
1.170580e-02,Blinn,1.000663e+01,9.197071e+00,9.242529e+00,3
1.170580e-02,QuakeIII,9.466073e+00,9.234551e+00,9.242703e+00,2
1.170580e-02,withoutDiv,9.619933e+00,9.219307e+00,9.242625e+00,2
1.170580e-02,optimal_grid,8.006625e+00,9.236920e+00,9.096886e+00,95
1.170580e-02,Moroz,9.469774e+00,9.242601e+00,9.242601e+00,1
1.960515e-01,Blinn,2.431588e+00,2.249672e+00,2.257897e+00,2
1.960515e-01,QuakeIII,2.296448e+00,2.257510e+00,2.257510e+00,1
1.960515e-01,withoutDiv,2.334913e+00,2.254549e+00,2.258463e+00,2
1.960515e-01,optimal_grid,1.965793e+00,2.257896e+00,2.257896e+00,1
1.960515e-01,Moroz,2.297374e+00,2.259482e+00,2.259482e+00,1
1.417074e-02,Blinn,8.744580e+00,8.400972e+00,8.400972e+00,1
1.417074e-02,QuakeIII,8.204021e+00,8.393634e+00,8.400464e+00,2
1.417074e-02,withoutDiv,8.357882e+00,8.400149e+00,8.400149e+00,1
1.417074e-02,optimal_grid,7.372287e+00,8.402476e+00,8.267933e+00,95
1.417074e-02,Moroz,8.207723e+00,8.401103e+00,8.401103e+00,1
7.220184e-02,Blinn,3.844771e+00,3.723145e+00,3.723145e+00,1
7.220184e-02,QuakeIII,3.709631e+00,3.721510e+00,3.721510e+00,1
7.220184e-02,withoutDiv,3.748096e+00,3.721283e+00,3.721283e+00,1
7.220184e-02,optimal_grid,3.344769e+00,3.723705e+00,3.662849e+00,95
7.220184e-02,Moroz,3.710556e+00,3.724780e+00,3.724837e+00,95
2.286775e-01,Blinn,2.170580e+00,2.091624e+00,2.091624e+00,1
2.286775e-01,QuakeIII,2.035441e+00,2.088958e+00,2.091162e+00,2
2.286775e-01,withoutDiv,2.073906e+00,2.090952e+00,2.090952e+00,1
2.286775e-01,optimal_grid,1.835289e+00,2.091668e+00,2.091668e+00,1
2.286775e-01,Moroz,2.036366e+00,2.090820e+00,2.090820e+00,1
8.158664e-02,Blinn,3.694614e+00,3.497226e+00,3.500756e+00,2
8.158664e-02,QuakeIII,3.559474e+00,3.499513e+00,3.499513e+00,1
8.158664e-02,withoutDiv,3.597939e+00,3.496922e+00,3.500980e+00,2
8.158664e-02,optimal_grid,3.194612e+00,3.500586e+00,3.500586e+00,1
8.158664e-02,Moroz,3.560399e+00,3.502595e+00,3.502595e+00,1
5.835251e-02,Blinn,4.265440e+00,4.141818e+00,4.139838e+00,2
5.835251e-02,QuakeIII,3.997580e+00,4.132477e+00,4.139694e+00,2
5.835251e-02,withoutDiv,4.072090e+00,4.138065e+00,4.138065e+00,1
5.835251e-02,optimal_grid,3.632718e+00,4.140684e+00,4.140684e+00,1
5.835251e-02,Moroz,3.998505e+00,4.136085e+00,4.143350e+00,95
1.645358e-02,Blinn,7.893941e+00,7.800098e+00,7.796207e+00,2
1.645358e-02,QuakeIII,7.623662e+00,7.790293e+00,7.795957e+00,2
1.645358e-02,withoutDiv,7.700592e+00,7.794220e+00,7.794220e+00,1
1.645358e-02,optimal_grid,6.893938e+00,7.800063e+00,7.672961e+00,95
1.645358e-02,Moroz,7.625513e+00,7.797115e+00,7.797115e+00,1
2.318012e-01,Blinn,2.145591e+00,2.077915e+00,2.077915e+00,1
2.318012e-01,QuakeIII,2.010451e+00,2.073861e+00,2.077020e+00,2
2.318012e-01,withoutDiv,2.048916e+00,2.076459e+00,2.076459e+00,1
2.318012e-01,optimal_grid,1.822795e+00,2.077522e+00,2.077522e+00,1
2.318012e-01,Moroz,2.011376e+00,2.075715e+00,2.075715e+00,1
4.007769e-02,Blinn,5.435028e+00,4.965323e+00,4.995028e+00,3
4.007769e-02,QuakeIII,5.164749e+00,4.986416e+00,4.995128e+00,2
4.007769e-02,withoutDiv,5.241679e+00,4.976601e+00,4.995048e+00,2
4.007769e-02,optimal_grid,4.435025e+00,4.998204e+00,4.916340e+00,95
4.007769e-02,Moroz,5.166599e+00,4.990765e+00,4.999540e+00,95
2.640409e-02,Blinn,6.620277e+00,6.131020e+00,6.152591e+00,2
2.640409e-02,QuakeIII,6.349998e+00,6.144645e+00,6.154077e+00,2
2.640409e-02,withoutDiv,6.426928e+00,6.135687e+00,6.154016e+00,2
2.640409e-02,optimal_grid,5.620274e+00,6.153024e+00,6.153024e+00,1
2.640409e-02,Moroz,6.351848e+00,6.150047e+00,6.159504e+00,95
7.717499e-02,Blinn,3.765200e+00,3.598696e+00,3.598696e+00,1
7.717499e-02,QuakeIII,3.630060e+00,3.599276e+00,3.599276e+00,1
7.717499e-02,withoutDiv,3.668525e+00,3.597673e+00,3.599660e+00,2
7.717499e-02,optimal_grid,3.265198e+00,3.600535e+00,3.600535e+00,1
7.717499e-02,Moroz,3.630986e+00,3.602443e+00,3.602824e+00,95
2.478853e-01,Blinn,2.016918e+00,2.008968e+00,2.008968e+00,1
2.478853e-01,QuakeIII,1.940889e+00,2.005136e+00,2.008504e+00,2
2.478853e-01,withoutDiv,1.960122e+00,2.006778e+00,2.006778e+00,1
2.478853e-01,optimal_grid,1.758458e+00,2.008742e+00,2.008742e+00,1
2.478853e-01,Moroz,1.941352e+00,2.006888e+00,2.006888e+00,1
1.268084e-01,Blinn,2.985533e+00,2.802703e+00,2.807843e+00,2
1.268084e-01,QuakeIII,2.850393e+00,2.807230e+00,2.807230e+00,1
1.268084e-01,withoutDiv,2.888858e+00,2.804677e+00,2.808180e+00,2
1.268084e-01,optimal_grid,2.485531e+00,2.809729e+00,2.809729e+00,1
1.268084e-01,Moroz,2.851318e+00,2.809694e+00,2.809694e+00,1
1.897877e-02,Blinn,7.570717e+00,7.258365e+00,7.258365e+00,1
1.897877e-02,QuakeIII,7.300438e+00,7.258460e+00,7.258460e+00,1
1.897877e-02,withoutDiv,7.377368e+00,7.255898e+00,7.258816e+00,2
1.897877e-02,optimal_grid,6.570714e+00,7.261291e+00,7.144292e+00,95
1.897877e-02,Moroz,7.302289e+00,7.264845e+00,7.265195e+00,95
2.869901e-02,Blinn,6.326527e+00,5.884443e+00,5.901726e+00,2
2.869901e-02,QuakeIII,6.056248e+00,5.896889e+00,5.902906e+00,2
2.869901e-02,withoutDiv,6.133178e+00,5.889267e+00,5.902868e+00,2
2.869901e-02,optimal_grid,5.326524e+00,5.905651e+00,5.809781e+00,95
2.869901e-02,Moroz,6.058098e+00,5.902067e+00,5.902067e+00,1
1.407987e-01,Blinn,2.873610e+00,2.653916e+00,2.664290e+00,2
1.407987e-01,QuakeIII,2.738471e+00,2.661957e+00,2.665016e+00,2
1.407987e-01,withoutDiv,2.776936e+00,2.657873e+00,2.664992e+00,2
1.407987e-01,optimal_grid,2.373609e+00,2.666738e+00,2.666738e+00,1
1.407987e-01,Moroz,2.739396e+00,2.664286e+00,2.664286e+00,1
1.139334e-01,Blinn,3.177065e+00,2.953060e+00,2.961993e+00,2
1.139334e-01,QuakeIII,3.041925e+00,2.959396e+00,2.962604e+00,2
1.139334e-01,withoutDiv,3.080390e+00,2.955492e+00,2.962584e+00,2
1.139334e-01,optimal_grid,2.677063e+00,2.963832e+00,2.963832e+00,1
1.139334e-01,Moroz,3.042851e+00,2.961994e+00,2.961994e+00,1
9.517021e-03,Blinn,1.112729e+01,1.019447e+01,1.025037e+01,3
9.517021e-03,QuakeIII,1.058673e+01,1.023389e+01,1.025056e+01,2
9.517021e-03,withoutDiv,1.074059e+01,1.021491e+01,1.025042e+01,2
9.517021e-03,optimal_grid,9.127278e+00,1.025719e+01,1.008887e+01,95
9.517021e-03,Moroz,1.059043e+01,1.024283e+01,1.025961e+01,95
1.022031e-02,Blinn,1.076720e+01,9.831667e+00,9.891386e+00,3
1.022031e-02,QuakeIII,1.022665e+01,9.874424e+00,9.891590e+00,2
1.022031e-02,withoutDiv,1.038051e+01,9.854796e+00,9.891430e+00,2
1.022031e-02,optimal_grid,8.767198e+00,9.897374e+00,9.735568e+00,95
1.022031e-02,Moroz,1.023035e+01,9.883031e+00,9.900325e+00,95
1.331396e-01,Blinn,2.934883e+00,2.732384e+00,2.740077e+00,2
1.331396e-01,QuakeIII,2.799744e+00,2.738677e+00,2.738677e+00,1
1.331396e-01,withoutDiv,2.838209e+00,2.735328e+00,2.740589e+00,2
1.331396e-01,optimal_grid,2.434882e+00,2.742305e+00,2.742305e+00,1
1.331396e-01,Moroz,2.800669e+00,2.741077e+00,2.741077e+00,1
4.839287e-02,Blinn,4.902856e+00,4.526631e+00,4.544526e+00,2
4.839287e-02,QuakeIII,4.632577e+00,4.543288e+00,4.545787e+00,2
4.839287e-02,withoutDiv,4.709507e+00,4.536839e+00,4.545763e+00,2
4.839287e-02,optimal_grid,3.951427e+00,4.544184e+00,4.544184e+00,1
4.839287e-02,Moroz,4.634428e+00,4.547253e+00,4.547253e+00,1
7.088231e-02,Blinn,3.865883e+00,3.758065e+00,3.756167e+00,2
7.088231e-02,QuakeIII,3.730743e+00,3.755792e+00,3.755792e+00,1
7.088231e-02,withoutDiv,3.769208e+00,3.755978e+00,3.755978e+00,1
7.088231e-02,optimal_grid,3.365881e+00,3.758392e+00,3.696786e+00,95
7.088231e-02,Moroz,3.731669e+00,3.759091e+00,3.759347e+00,95
4.855701e-02,Blinn,4.892351e+00,4.519349e+00,4.536866e+00,2
4.855701e-02,QuakeIII,4.622072e+00,4.535754e+00,4.538097e+00,2
4.855701e-02,withoutDiv,4.699002e+00,4.529441e+00,4.538074e+00,2
4.855701e-02,optimal_grid,3.946174e+00,4.536620e+00,4.536620e+00,1
4.855701e-02,Moroz,4.623922e+00,4.539714e+00,4.539714e+00,1
9.516739e-03,Blinn,1.112743e+01,1.019463e+01,1.025053e+01,3
9.516739e-03,QuakeIII,1.058687e+01,1.023404e+01,1.025072e+01,2
9.516739e-03,withoutDiv,1.074073e+01,1.021507e+01,1.025057e+01,2
9.516739e-03,optimal_grid,9.127423e+00,1.025734e+01,1.008902e+01,95
9.516739e-03,Moroz,1.059057e+01,1.024298e+01,1.025976e+01,95
1.985637e-01,Blinn,2.411491e+00,2.236148e+00,2.243621e+00,2
1.985637e-01,QuakeIII,2.276351e+00,2.243444e+00,2.243444e+00,1
1.985637e-01,withoutDiv,2.314816e+00,2.240767e+00,2.244133e+00,2
1.985637e-01,optimal_grid,1.955745e+00,2.243761e+00,2.243761e+00,1
1.985637e-01,Moroz,2.277277e+00,2.245405e+00,2.245405e+00,1
1.878391e-01,Blinn,2.497287e+00,2.296055e+00,2.306563e+00,2
1.878391e-01,QuakeIII,2.362148e+00,2.305346e+00,2.307313e+00,2
1.878391e-01,withoutDiv,2.400613e+00,2.301581e+00,2.307294e+00,2
1.878391e-01,optimal_grid,1.998643e+00,2.305860e+00,2.305860e+00,1
1.878391e-01,Moroz,2.363073e+00,2.307355e+00,2.307355e+00,1
7.564436e-02,Blinn,3.789690e+00,3.635824e+00,3.635824e+00,1
7.564436e-02,QuakeIII,3.654551e+00,3.635755e+00,3.635755e+00,1
7.564436e-02,withoutDiv,3.693016e+00,3.634545e+00,3.634545e+00,1
7.564436e-02,optimal_grid,3.289689e+00,3.637210e+00,3.637210e+00,1
7.564436e-02,Moroz,3.655476e+00,3.638953e+00,3.639092e+00,95
1.485669e-01,Blinn,2.811465e+00,2.581117e+00,2.593519e+00,2
1.485669e-01,QuakeIII,2.676325e+00,2.590492e+00,2.594404e+00,2
1.485669e-01,withoutDiv,2.714790e+00,2.585905e+00,2.594371e+00,2
1.485669e-01,optimal_grid,2.311463e+00,2.596088e+00,2.596088e+00,1
1.485669e-01,Moroz,2.677251e+00,2.592756e+00,2.592756e+00,1
1.608088e-02,Blinn,7.941648e+00,7.888581e+00,7.885955e+00,2
1.608088e-02,QuakeIII,7.671368e+00,7.877122e+00,7.885774e+00,2
1.608088e-02,withoutDiv,7.748298e+00,7.882214e+00,7.885786e+00,2
1.608088e-02,optimal_grid,6.941644e+00,7.888731e+00,7.761369e+00,95
1.608088e-02,Moroz,7.673219e+00,7.884015e+00,7.884015e+00,1
1.564668e-01,Blinn,2.748266e+00,2.513453e+00,2.527073e+00,2
1.564668e-01,QuakeIII,2.613126e+00,2.523728e+00,2.528058e+00,2
1.564668e-01,withoutDiv,2.651591e+00,2.518868e+00,2.528019e+00,2
1.564668e-01,optimal_grid,2.248264e+00,2.529666e+00,2.529666e+00,1
1.564668e-01,Moroz,2.614051e+00,2.525930e+00,2.530290e+00,95
3.764628e-02,Blinn,5.590639e+00,5.126491e+00,5.152083e+00,2
3.764628e-02,QuakeIII,5.320359e+00,5.145788e+00,5.153916e+00,2
3.764628e-02,withoutDiv,5.397289e+00,5.136428e+00,5.153847e+00,2
3.764628e-02,optimal_grid,4.590635e+00,5.157258e+00,5.072619e+00,95
3.764628e-02,Moroz,5.322210e+00,5.150283e+00,5.158463e+00,95
1.452478e-01,Blinn,2.838018e+00,2.611426e+00,2.623057e+00,2
1.452478e-01,QuakeIII,2.702878e+00,2.620285e+00,2.623880e+00,2
1.452478e-01,withoutDiv,2.741343e+00,2.615883e+00,2.623851e+00,2
1.452478e-01,optimal_grid,2.338016e+00,2.625584e+00,2.625584e+00,1
1.452478e-01,Moroz,2.703803e+00,2.622576e+00,2.622576e+00,1
7.156934e-02,Blinn,3.854891e+00,3.739781e+00,3.739781e+00,1
7.156934e-02,QuakeIII,3.719751e+00,3.737843e+00,3.737843e+00,1
7.156934e-02,withoutDiv,3.758216e+00,3.737811e+00,3.737811e+00,1
7.156934e-02,optimal_grid,3.354889e+00,3.740223e+00,3.679000e+00,95
7.156934e-02,Moroz,3.720676e+00,3.741126e+00,3.741260e+00,95
2.245454e-02,Blinn,7.125818e+00,6.656334e+00,6.672325e+00,2
2.245454e-02,QuakeIII,6.855539e+00,6.665887e+00,6.673398e+00,2
2.245454e-02,withoutDiv,6.932469e+00,6.658131e+00,6.673358e+00,2
2.245454e-02,optimal_grid,6.125815e+00,6.669478e+00,6.568120e+00,95
2.245454e-02,Moroz,6.857389e+00,6.671760e+00,6.671760e+00,1
1.898448e-01,Blinn,2.481242e+00,2.284401e+00,2.294383e+00,2
1.898448e-01,QuakeIII,2.346102e+00,2.293382e+00,2.293382e+00,1
1.898448e-01,withoutDiv,2.384567e+00,2.289795e+00,2.295077e+00,2
1.898448e-01,optimal_grid,1.990620e+00,2.293891e+00,2.293891e+00,1
1.898448e-01,Moroz,2.347028e+00,2.295382e+00,2.295382e+00,1
1.368694e-02,Blinn,8.992286e+00,8.541152e+00,8.547255e+00,2
1.368694e-02,QuakeIII,8.451727e+00,8.546042e+00,8.546042e+00,1
1.368694e-02,withoutDiv,8.605587e+00,8.547061e+00,8.547061e+00,1
1.368694e-02,optimal_grid,7.496140e+00,8.549390e+00,8.549390e+00,1
1.368694e-02,Moroz,8.455428e+00,8.553596e+00,8.555161e+00,95
1.479536e-02,Blinn,8.424775e+00,8.226287e+00,8.221537e+00,2
1.479536e-02,QuakeIII,7.942108e+00,8.207183e+00,8.221202e+00,2
1.479536e-02,withoutDiv,8.038076e+00,8.215162e+00,8.221231e+00,2
1.479536e-02,optimal_grid,7.212384e+00,8.223053e+00,8.223053e+00,1
1.479536e-02,Moroz,7.943959e+00,8.214350e+00,8.228460e+00,95
1.340647e-01,Blinn,2.927483e+00,2.722533e+00,2.730579e+00,2
1.340647e-01,QuakeIII,2.792343e+00,2.729059e+00,2.731130e+00,2
1.340647e-01,withoutDiv,2.830808e+00,2.725610e+00,2.731116e+00,2
1.340647e-01,optimal_grid,2.427481e+00,2.732841e+00,2.732841e+00,1
1.340647e-01,Moroz,2.793268e+00,2.731451e+00,2.731451e+00,1
1.125715e-02,Blinn,1.023634e+01,9.372491e+00,9.424879e+00,3
1.125715e-02,QuakeIII,9.695779e+00,9.413321e+00,9.425073e+00,2
1.125715e-02,withoutDiv,9.849639e+00,9.395979e+00,9.424960e+00,2
1.125715e-02,optimal_grid,8.236331e+00,9.425153e+00,9.425153e+00,1
1.125715e-02,Moroz,9.699480e+00,9.421521e+00,9.433374e+00,95
3.237148e-02,Blinn,5.928225e+00,5.544672e+00,5.557157e+00,2
3.237148e-02,QuakeIII,5.657946e+00,5.555290e+00,5.558000e+00,2
3.237148e-02,withoutDiv,5.734876e+00,5.549469e+00,5.557982e+00,2
3.237148e-02,optimal_grid,4.928222e+00,5.561272e+00,5.470310e+00,95
3.237148e-02,Moroz,5.659796e+00,5.560163e+00,5.562885e+00,95
1.188157e-01,Blinn,3.098948e+00,2.893516e+00,2.900619e+00,2
1.188157e-01,QuakeIII,2.963809e+00,2.899054e+00,2.901100e+00,2
1.188157e-01,withoutDiv,3.002274e+00,2.895748e+00,2.901087e+00,2
1.188157e-01,optimal_grid,2.598947e+00,2.902924e+00,2.902924e+00,1
1.188157e-01,Moroz,2.964734e+00,2.901599e+00,2.901599e+00,1
5.046004e-02,Blinn,4.770557e+00,4.437864e+00,4.450812e+00,2
5.046004e-02,QuakeIII,4.500278e+00,4.450905e+00,4.450905e+00,1
5.046004e-02,withoutDiv,4.577208e+00,4.446346e+00,4.451694e+00,2
5.046004e-02,optimal_grid,3.885277e+00,4.451378e+00,4.451378e+00,1
5.046004e-02,Moroz,4.502129e+00,4.454800e+00,4.455614e+00,95
4.217857e-02,Blinn,5.300571e+00,4.839559e+00,4.869037e+00,3
4.217857e-02,QuakeIII,5.030292e+00,4.861073e+00,4.869140e+00,2
4.217857e-02,withoutDiv,5.107222e+00,4.851417e+00,4.869063e+00,2
4.217857e-02,optimal_grid,4.300568e+00,4.871552e+00,4.792336e+00,95
4.217857e-02,Moroz,5.032143e+00,4.865308e+00,4.873438e+00,95
1.198840e-02,Blinn,9.861939e+00,9.092669e+00,9.132963e+00,3
1.198840e-02,QuakeIII,9.321381e+00,9.127264e+00,9.133119e+00,2
1.198840e-02,withoutDiv,9.475241e+00,9.113662e+00,9.133062e+00,2
1.198840e-02,optimal_grid,7.930966e+00,9.129197e+00,8.989026e+00,95
1.198840e-02,Moroz,9.325082e+00,9.135226e+00,9.141149e+00,95
6.604648e-02,Blinn,3.943256e+00,3.893264e+00,3.891252e+00,2
6.604648e-02,QuakeIII,3.808117e+00,3.888488e+00,3.891122e+00,2
6.604648e-02,withoutDiv,3.846582e+00,3.890363e+00,3.890363e+00,1
6.604648e-02,optimal_grid,3.443255e+00,3.893241e+00,3.829732e+00,95
6.604648e-02,Moroz,3.809042e+00,3.891894e+00,3.891894e+00,1
1.499882e-01,Blinn,2.800095e+00,2.568488e+00,2.581173e+00,2
1.499882e-01,QuakeIII,2.664955e+00,2.578059e+00,2.582081e+00,2
1.499882e-01,withoutDiv,2.703420e+00,2.573405e+00,2.582047e+00,2
1.499882e-01,optimal_grid,2.300093e+00,2.583756e+00,2.583756e+00,1
1.499882e-01,Moroz,2.665880e+00,2.580311e+00,2.580311e+00,1
2.936629e-02,Blinn,6.241116e+00,5.819123e+00,5.834421e+00,2
2.936629e-02,QuakeIII,5.970836e+00,5.830719e+00,5.835460e+00,2
2.936629e-02,withoutDiv,6.047766e+00,5.823740e+00,5.835430e+00,2
2.936629e-02,optimal_grid,5.241112e+00,5.838897e+00,5.743395e+00,95
2.936629e-02,Moroz,5.972687e+00,5.835836e+00,5.835836e+00,1
2.194929e-02,Blinn,7.190492e+00,6.734770e+00,6.748835e+00,2
2.194929e-02,QuakeIII,6.920212e+00,6.743274e+00,6.749774e+00,2
2.194929e-02,withoutDiv,6.997142e+00,6.736019e+00,6.749741e+00,2
2.194929e-02,optimal_grid,6.190488e+00,6.746326e+00,6.643288e+00,95
2.194929e-02,Moroz,6.922063e+00,6.749215e+00,6.749215e+00,1
5.333516e-02,Blinn,4.586550e+00,4.323596e+00,4.329652e+00,2
5.333516e-02,QuakeIII,4.316270e+00,4.329987e+00,4.329987e+00,1
5.333516e-02,withoutDiv,4.393200e+00,4.328665e+00,4.328665e+00,1
5.333516e-02,optimal_grid,3.793273e+00,4.330690e+00,4.330690e+00,1
5.333516e-02,Moroz,4.318121e+00,4.333799e+00,4.333857e+00,95
1.644938e-02,Blinn,7.894480e+00,7.801084e+00,7.797204e+00,2
1.644938e-02,QuakeIII,7.624200e+00,7.791260e+00,7.796953e+00,2
1.644938e-02,withoutDiv,7.701130e+00,7.795200e+00,7.795200e+00,1
1.644938e-02,optimal_grid,6.894476e+00,7.801050e+00,7.673943e+00,95
1.644938e-02,Moroz,7.626051e+00,7.798084e+00,7.798084e+00,1
1.007708e-01,Blinn,3.387668e+00,3.138528e+00,3.149402e+00,2
1.007708e-01,QuakeIII,3.252528e+00,3.145117e+00,3.150149e+00,2
1.007708e-01,withoutDiv,3.290993e+00,3.140576e+00,3.150117e+00,2
1.007708e-01,optimal_grid,2.887666e+00,3.148685e+00,3.148685e+00,1
1.007708e-01,Moroz,3.253453e+00,3.147884e+00,3.152928e+00,95
9.006896e-02,Blinn,3.558897e+00,3.323399e+00,3.331506e+00,2
9.006896e-02,QuakeIII,3.423757e+00,3.328237e+00,3.332051e+00,2
9.006896e-02,withoutDiv,3.462222e+00,3.324330e+00,3.332030e+00,2
9.006896e-02,optimal_grid,3.058895e+00,3.330068e+00,3.279485e+00,95
9.006896e-02,Moroz,3.424682e+00,3.331169e+00,3.331169e+00,1
1.806655e-02,Blinn,7.687482e+00,7.442926e+00,7.440005e+00,2
1.806655e-02,QuakeIII,7.417202e+00,7.439717e+00,7.439717e+00,1
1.806655e-02,withoutDiv,7.494133e+00,7.439224e+00,7.439224e+00,1
1.806655e-02,optimal_grid,6.687479e+00,7.444070e+00,7.322437e+00,95
1.806655e-02,Moroz,7.419053e+00,7.446253e+00,7.446356e+00,95
4.338944e-02,Blinn,5.223076e+00,4.772154e+00,4.800620e+00,3
4.338944e-02,QuakeIII,4.952796e+00,4.793437e+00,4.800721e+00,2
4.338944e-02,withoutDiv,5.029727e+00,4.784094e+00,4.800651e+00,2
4.338944e-02,optimal_grid,4.223073e+00,4.802395e+00,4.802395e+00,1
4.338944e-02,Moroz,4.954647e+00,4.797612e+00,4.804955e+00,95
2.935272e-02,Blinn,6.242852e+00,5.820425e+00,5.835765e+00,2
2.935272e-02,QuakeIII,5.972572e+00,5.832040e+00,5.836808e+00,2
2.935272e-02,withoutDiv,6.049502e+00,5.825047e+00,5.836778e+00,2
2.935272e-02,optimal_grid,5.242848e+00,5.840235e+00,5.744722e+00,95
2.935272e-02,Moroz,5.974423e+00,5.837160e+00,5.837160e+00,1
9.535315e-03,Blinn,1.111792e+01,1.018444e+01,1.024054e+01,3
9.535315e-03,QuakeIII,1.057736e+01,1.022399e+01,1.024073e+01,2
9.535315e-03,withoutDiv,1.073122e+01,1.020497e+01,1.024058e+01,2
9.535315e-03,optimal_grid,9.117912e+00,1.024734e+01,1.007919e+01,95
9.535315e-03,Moroz,1.058106e+01,1.023292e+01,1.024976e+01,95
3.019653e-02,Blinn,6.134844e+00,5.741303e+00,5.753837e+00,2
3.019653e-02,QuakeIII,5.864564e+00,5.751516e+00,5.754681e+00,2
3.019653e-02,withoutDiv,5.941494e+00,5.745489e+00,5.754662e+00,2
3.019653e-02,optimal_grid,5.134840e+00,5.758424e+00,5.663888e+00,95
3.019653e-02,Moroz,5.866415e+00,5.756565e+00,5.756565e+00,1
4.431320e-02,Blinn,5.163955e+00,4.723020e+00,4.748568e+00,2
