input, method, guess, after_one, final, iters
3.956275e-02,Blinn,5.467984e+00,4.997989e+00,5.027431e+00,3
3.956275e-02,QuakeIII,5.197704e+00,5.018819e+00,5.027531e+00,2
3.956275e-02,withoutDiv,5.274634e+00,5.009041e+00,5.027452e+00,2
3.956275e-02,optimal_grid,4.467980e+00,5.030691e+00,4.948231e+00,95
3.956275e-02,Moroz,5.199555e+00,5.023197e+00,5.031971e+00,95
7.170387e-02,Blinn,3.852738e+00,3.736227e+00,3.736227e+00,1
7.170387e-02,QuakeIII,3.717598e+00,3.734354e+00,3.734354e+00,1
7.170387e-02,withoutDiv,3.756063e+00,3.734280e+00,3.734280e+00,1
7.170387e-02,optimal_grid,3.352736e+00,3.736692e+00,3.675547e+00,95
7.170387e-02,Moroz,3.718524e+00,3.737634e+00,3.737748e+00,95
3.258546e-02,Blinn,5.914531e+00,5.525650e+00,5.538829e+00,2
3.258546e-02,QuakeIII,5.644251e+00,5.536747e+00,5.539721e+00,2
3.258546e-02,withoutDiv,5.721181e+00,5.530711e+00,5.539702e+00,2
3.258546e-02,optimal_grid,4.914527e+00,5.543035e+00,5.452320e+00,95
3.258546e-02,Moroz,5.646102e+00,5.541603e+00,5.541603e+00,1
9.966612e-02,Blinn,3.405342e+00,3.156041e+00,3.166820e+00,2
9.966612e-02,QuakeIII,3.270202e+00,3.162528e+00,3.167558e+00,2
9.966612e-02,withoutDiv,3.308667e+00,3.158002e+00,3.167527e+00,2
9.966612e-02,optimal_grid,2.905340e+00,3.165925e+00,3.165925e+00,1
9.966612e-02,Moroz,3.271128e+00,3.165311e+00,3.170353e+00,95
1.873383e-02,Blinn,7.602070e+00,7.306744e+00,7.306744e+00,1
1.873383e-02,QuakeIII,7.331790e+00,7.305983e+00,7.305983e+00,1
1.873383e-02,withoutDiv,7.408720e+00,7.303947e+00,7.306118e+00,2
1.873383e-02,optimal_grid,6.602067e+00,7.309129e+00,7.190845e+00,95
1.873383e-02,Moroz,7.333641e+00,7.312408e+00,7.312537e+00,95
2.919018e-02,Blinn,6.263657e+00,5.836112e+00,5.851957e+00,2
2.919018e-02,QuakeIII,5.993378e+00,5.847954e+00,5.853035e+00,2
2.919018e-02,withoutDiv,6.070308e+00,5.840795e+00,5.853003e+00,2
2.919018e-02,optimal_grid,5.263654e+00,5.856323e+00,5.760695e+00,95
2.919018e-02,Moroz,5.995228e+00,5.853088e+00,5.853088e+00,1
1.219145e-02,Blinn,9.757978e+00,9.020293e+00,9.056605e+00,3
1.219145e-02,QuakeIII,9.217420e+00,9.052448e+00,9.056746e+00,2
1.219145e-02,withoutDiv,9.371280e+00,9.040174e+00,9.056704e+00,2
1.219145e-02,optimal_grid,7.878986e+00,9.054095e+00,8.913855e+00,95
1.219145e-02,Moroz,9.221121e+00,9.060351e+00,9.064706e+00,95
9.754534e-03,Blinn,1.100568e+01,1.006675e+01,1.012480e+01,3
9.754534e-03,QuakeIII,1.046512e+01,1.010771e+01,1.012500e+01,2
9.754534e-03,withoutDiv,1.061898e+01,1.008831e+01,1.012484e+01,2
9.754534e-03,optimal_grid,9.005672e+00,1.013145e+01,9.965291e+00,95
9.754534e-03,Moroz,1.046882e+01,1.011653e+01,1.013393e+01,95
6.663441e-02,Blinn,3.933850e+00,3.876203e+00,3.874056e+00,2
6.663441e-02,QuakeIII,3.798710e+00,3.871745e+00,3.873919e+00,2
6.663441e-02,withoutDiv,3.837175e+00,3.873399e+00,3.873399e+00,1
6.663441e-02,optimal_grid,3.433848e+00,3.876175e+00,3.812799e+00,95
6.663441e-02,Moroz,3.799635e+00,3.875137e+00,3.875137e+00,1
1.392442e-01,Blinn,2.886046e+00,2.669284e+00,2.679163e+00,2
1.392442e-01,QuakeIII,2.750906e+00,2.677005e+00,2.679851e+00,2
1.392442e-01,withoutDiv,2.789371e+00,2.673051e+00,2.679830e+00,2
1.392442e-01,optimal_grid,2.386045e+00,2.681576e+00,2.681576e+00,1
1.392442e-01,Moroz,2.751832e+00,2.679348e+00,2.679348e+00,1
1.994887e-01,Blinn,2.404090e+00,2.231240e+00,2.238433e+00,2
1.994887e-01,QuakeIII,2.268950e+00,2.238325e+00,2.238325e+00,1
1.994887e-01,withoutDiv,2.307415e+00,2.235757e+00,2.238925e+00,2
1.994887e-01,optimal_grid,1.952044e+00,2.238618e+00,2.238618e+00,1
1.994887e-01,Moroz,2.269876e+00,2.240282e+00,2.240282e+00,1
3.827769e-02,Blinn,5.550228e+00,5.082908e+00,5.109329e+00,2
3.827769e-02,QuakeIII,5.279949e+00,5.102806e+00,5.111229e+00,2
3.827769e-02,withoutDiv,5.356879e+00,5.093261e+00,5.111155e+00,2
3.827769e-02,optimal_grid,4.550225e+00,5.114527e+00,5.030607e+00,95
3.827769e-02,Moroz,5.281799e+00,5.107261e+00,5.115741e+00,95
4.506099e-02,Blinn,5.116097e+00,4.684606e+00,4.709074e+00,2
4.506099e-02,QuakeIII,4.845818e+00,4.704998e+00,4.710843e+00,2
4.506099e-02,withoutDiv,4.922748e+00,4.696343e+00,4.710787e+00,2
4.506099e-02,optimal_grid,4.116094e+00,4.710842e+00,4.710842e+00,1
4.506099e-02,Moroz,4.847668e+00,4.709097e+00,4.709097e+00,1
8.707719e-02,Blinn,3.606765e+00,3.381703e+00,3.388367e+00,2
8.707719e-02,QuakeIII,3.471625e+00,3.385755e+00,3.388810e+00,2
8.707719e-02,withoutDiv,3.510090e+00,3.382227e+00,3.388795e+00,2
8.707719e-02,optimal_grid,3.106763e+00,3.387197e+00,3.387197e+00,1
8.707719e-02,Moroz,3.472551e+00,3.388737e+00,3.388737e+00,1
3.387884e-02,Blinn,5.831755e+00,5.414592e+00,5.431762e+00,2
3.387884e-02,QuakeIII,5.561475e+00,5.428354e+00,5.432944e+00,2
3.387884e-02,withoutDiv,5.638405e+00,5.421149e+00,5.432912e+00,2
3.387884e-02,optimal_grid,4.831751e+00,5.436386e+00,5.347232e+00,95
3.387884e-02,Moroz,5.563326e+00,5.433110e+00,5.433110e+00,1
4.383483e-02,Blinn,5.194571e+00,4.748225e+00,4.774370e+00,2
4.383483e-02,QuakeIII,4.924292e+00,4.769336e+00,4.776271e+00,2
4.383483e-02,withoutDiv,5.001222e+00,4.760147e+00,4.776205e+00,2
4.383483e-02,optimal_grid,4.194568e+00,4.777582e+00,4.777582e+00,1
4.383483e-02,Moroz,4.926142e+00,4.773489e+00,4.780482e+00,95
1.815977e-01,Blinn,2.547218e+00,2.333802e+00,2.345763e+00,2
1.815977e-01,QuakeIII,2.412079e+00,2.343868e+00,2.346626e+00,2
1.815977e-01,withoutDiv,2.450544e+00,2.339627e+00,2.346600e+00,2
1.815977e-01,optimal_grid,2.047217e+00,2.346398e+00,2.346398e+00,1
1.815977e-01,Moroz,2.413004e+00,2.345909e+00,2.345909e+00,1
1.179003e-01,Blinn,3.113596e+00,2.904358e+00,2.911834e+00,2
1.179003e-01,QuakeIII,2.978456e+00,2.910075e+00,2.912341e+00,2
1.179003e-01,withoutDiv,3.016921e+00,2.906643e+00,2.912327e+00,2
1.179003e-01,optimal_grid,2.613594e+00,2.914099e+00,2.914099e+00,1
1.179003e-01,Moroz,2.979382e+00,2.912630e+00,2.912630e+00,1
8.612933e-03,Blinn,1.159018e+01,1.073497e+01,1.077502e+01,3
8.612933e-03,QuakeIII,1.104962e+01,1.076460e+01,1.077516e+01,2
8.612933e-03,withoutDiv,1.120348e+01,1.074930e+01,1.077509e+01,2
8.612933e-03,optimal_grid,9.590172e+00,1.078207e+01,1.060517e+01,95
8.612933e-03,Moroz,1.105332e+01,1.077403e+01,1.077403e+01,1
8.287981e-03,Blinn,1.175655e+01,1.095238e+01,1.098426e+01,3
8.287981e-03,QuakeIII,1.121599e+01,1.097701e+01,1.098438e+01,2
8.287981e-03,withoutDiv,1.136985e+01,1.096385e+01,1.098432e+01,2
8.287981e-03,optimal_grid,9.756547e+00,1.099116e+01,1.081108e+01,95
8.287981e-03,Moroz,1.121970e+01,1.098663e+01,1.099403e+01,95
4.636159e-02,Blinn,5.032858e+00,4.620506e+00,4.642706e+00,2
4.636159e-02,QuakeIII,4.762579e+00,4.639750e+00,4.644300e+00,2
4.636159e-02,withoutDiv,4.839509e+00,4.631827e+00,4.644256e+00,2
4.636159e-02,optimal_grid,4.032855e+00,4.642297e+00,4.571030e+00,95
4.636159e-02,Moroz,4.764430e+00,4.643794e+00,4.643794e+00,1
8.383643e-02,Blinn,3.658617e+00,3.448504e+00,3.453370e+00,2
8.383643e-02,QuakeIII,3.523478e+00,3.451563e+00,3.453690e+00,2
8.383643e-02,withoutDiv,3.561943e+00,3.448550e+00,3.453681e+00,2
8.383643e-02,optimal_grid,3.158616e+00,3.452720e+00,3.452720e+00,1
8.383643e-02,Moroz,3.524403e+00,3.454603e+00,3.454603e+00,1
4.356406e-02,Blinn,5.211900e+00,4.762719e+00,4.789166e+00,2
4.356406e-02,QuakeIII,4.941621e+00,4.783939e+00,4.791090e+00,2
4.356406e-02,withoutDiv,5.018551e+00,4.774654e+00,4.791022e+00,2
4.356406e-02,optimal_grid,4.211897e+00,4.792629e+00,4.792629e+00,1
4.356406e-02,Moroz,4.943471e+00,4.788106e+00,4.795316e+00,95
1.534969e-01,Blinn,2.772025e+00,2.538178e+00,2.551443e+00,2
1.534969e-01,QuakeIII,2.636885e+00,2.548168e+00,2.552398e+00,2
1.534969e-01,withoutDiv,2.675350e+00,2.543383e+00,2.552361e+00,2
1.534969e-01,optimal_grid,2.272023e+00,2.554043e+00,2.554043e+00,1
1.534969e-01,Moroz,2.637810e+00,2.550393e+00,2.554651e+00,95
4.738181e-02,Blinn,4.967565e+00,4.572462e+00,4.592597e+00,2
4.738181e-02,QuakeIII,4.697285e+00,4.590527e+00,4.594030e+00,2
4.738181e-02,withoutDiv,4.774215e+00,4.583295e+00,4.593996e+00,2
4.738181e-02,optimal_grid,3.983781e+00,4.591549e+00,4.521551e+00,95
4.738181e-02,Moroz,4.699136e+00,4.594530e+00,4.594530e+00,1
1.815774e-02,Blinn,7.675809e+00,7.423930e+00,7.421282e+00,2
1.815774e-02,QuakeIII,7.405530e+00,7.421065e+00,7.421065e+00,1
1.815774e-02,withoutDiv,7.482460e+00,7.420351e+00,7.420351e+00,1
1.815774e-02,optimal_grid,6.675806e+00,7.425221e+00,7.304026e+00,95
1.815774e-02,Moroz,7.407381e+00,7.427586e+00,7.427633e+00,95
1.837042e-01,Blinn,2.530366e+00,2.320801e+00,2.332306e+00,2
1.837042e-01,QuakeIII,2.395227e+00,2.330638e+00,2.333134e+00,2
1.837042e-01,withoutDiv,2.433692e+00,2.326544e+00,2.333110e+00,2
1.837042e-01,optimal_grid,2.030365e+00,2.332507e+00,2.332507e+00,1
1.837042e-01,Moroz,2.396152e+00,2.332668e+00,2.332668e+00,1
9.209877e-02,Blinn,3.526420e+00,3.285586e+00,3.294522e+00,2
9.209877e-02,QuakeIII,3.391280e+00,3.290885e+00,3.295126e+00,2
9.209877e-02,withoutDiv,3.429745e+00,3.286773e+00,3.295102e+00,2
9.209877e-02,optimal_grid,3.026418e+00,3.293027e+00,3.243144e+00,95
9.209877e-02,Moroz,3.392205e+00,3.293784e+00,3.293784e+00,1
2.347635e-02,Blinn,6.995027e+00,6.506127e+00,6.525249e+00,2
2.347635e-02,QuakeIII,6.724747e+00,6.517447e+00,6.526546e+00,2
2.347635e-02,withoutDiv,6.801677e+00,6.508925e+00,6.526493e+00,2
2.347635e-02,optimal_grid,5.995023e+00,6.522323e+00,6.423592e+00,95
2.347635e-02,Moroz,6.726598e+00,6.523187e+00,6.532299e+00,95
9.661388e-02,Blinn,3.454178e+00,3.206221e+00,3.216504e+00,2
9.661388e-02,QuakeIII,3.319038e+00,3.212331e+00,3.217205e+00,2
9.661388e-02,withoutDiv,3.357503e+00,3.207907e+00,3.217175e+00,2
9.661388e-02,optimal_grid,2.954176e+00,3.215226e+00,3.166456e+00,95
9.661388e-02,Moroz,3.319963e+00,3.215160e+00,3.220042e+00,95
3.318845e-02,Blinn,5.875939e+00,5.473046e+00,5.488133e+00,2
3.318845e-02,QuakeIII,5.605659e+00,5.485433e+00,5.489164e+00,2
3.318845e-02,withoutDiv,5.682590e+00,5.478824e+00,5.489138e+00,2
3.318845e-02,optimal_grid,4.875936e+00,5.492559e+00,5.402562e+00,95
3.318845e-02,Moroz,5.607510e+00,5.490242e+00,5.490242e+00,1
7.552017e-02,Blinn,3.791677e+00,3.638882e+00,3.638882e+00,1
7.552017e-02,QuakeIII,3.656538e+00,3.638758e+00,3.638758e+00,1
7.552017e-02,withoutDiv,3.695003e+00,3.637582e+00,3.637582e+00,1
7.552017e-02,optimal_grid,3.291676e+00,3.640233e+00,3.640233e+00,1
7.552017e-02,Moroz,3.657463e+00,3.641959e+00,3.642084e+00,95
1.658101e-01,Blinn,2.673519e+00,2.440854e+00,2.454783e+00,2
1.658101e-01,QuakeIII,2.538380e+00,2.451598e+00,2.455798e+00,2
1.658101e-01,withoutDiv,2.576845e+00,2.446714e+00,2.455758e+00,2
1.658101e-01,optimal_grid,2.173518e+00,2.457154e+00,2.457154e+00,1
1.658101e-01,Moroz,2.539305e+00,2.453734e+00,2.457966e+00,95
9.449989e-02,Blinn,3.488002e+00,3.242589e+00,3.252330e+00,2
9.449989e-02,QuakeIII,3.352862e+00,3.248357e+00,3.252992e+00,2
9.449989e-02,withoutDiv,3.391327e+00,3.244054e+00,3.252965e+00,2
9.449989e-02,optimal_grid,2.988000e+00,3.250895e+00,3.201677e+00,95
9.449989e-02,Moroz,3.353787e+00,3.251218e+00,3.251218e+00,1
1.221087e-02,Blinn,9.748033e+00,9.013479e+00,9.049400e+00,3
1.221087e-02,QuakeIII,9.207474e+00,9.045384e+00,9.049541e+00,2
1.221087e-02,withoutDiv,9.361334e+00,9.033244e+00,9.049498e+00,2
1.221087e-02,optimal_grid,7.874013e+00,9.046999e+00,8.906762e+00,95
1.221087e-02,Moroz,9.211175e+00,9.053283e+00,9.057493e+00,95
1.184065e-01,Blinn,3.105496e+00,2.898345e+00,2.905616e+00,2
1.184065e-01,QuakeIII,2.970356e+00,2.903965e+00,2.906109e+00,2
1.184065e-01,withoutDiv,3.008821e+00,2.900602e+00,2.906096e+00,2
1.184065e-01,optimal_grid,2.605494e+00,2.907907e+00,2.907907e+00,1
1.184065e-01,Moroz,2.971282e+00,2.906514e+00,2.906514e+00,1
1.278570e-01,Blinn,2.977144e+00,2.790699e+00,2.796273e+00,2
1.278570e-01,QuakeIII,2.842005e+00,2.795539e+00,2.795539e+00,1
1.278570e-01,withoutDiv,2.880470e+00,2.792842e+00,2.796640e+00,2
1.278570e-01,optimal_grid,2.477143e+00,2.798232e+00,2.798232e+00,1
1.278570e-01,Moroz,2.842930e+00,2.797992e+00,2.797992e+00,1
1.509310e-02,Blinn,8.272334e+00,8.144638e+00,8.140035e+00,2
1.509310e-02,QuakeIII,7.865888e+00,8.126080e+00,8.139710e+00,2
1.509310e-02,withoutDiv,7.942818e+00,8.132656e+00,8.139735e+00,2
1.509310e-02,optimal_grid,7.136164e+00,8.141270e+00,8.141270e+00,1
1.509310e-02,Moroz,7.867738e+00,8.133178e+00,8.146895e+00,95
3.592314e-02,Blinn,5.700919e+00,5.252063e+00,5.274502e+00,2
3.592314e-02,QuakeIII,5.430640e+00,5.269241e+00,5.276084e+00,2
3.592314e-02,withoutDiv,5.507570e+00,5.260643e+00,5.276030e+00,2
3.592314e-02,optimal_grid,4.700916e+00,5.279507e+00,5.192853e+00,95
3.592314e-02,Moroz,5.432490e+00,5.273850e+00,5.280733e+00,95
7.039913e-02,Blinn,3.873614e+00,3.771058e+00,3.769042e+00,2
7.039913e-02,QuakeIII,3.738474e+00,3.768548e+00,3.768548e+00,1
7.039913e-02,withoutDiv,3.776939e+00,3.768889e+00,3.768889e+00,1
7.039913e-02,optimal_grid,3.373612e+00,3.771313e+00,3.709450e+00,95
7.039913e-02,Moroz,3.739400e+00,3.771856e+00,3.772226e+00,95
2.692701e-02,Blinn,6.553343e+00,6.071573e+00,6.092584e+00,2
2.692701e-02,QuakeIII,6.283064e+00,6.085165e+00,6.094030e+00,2
2.692701e-02,withoutDiv,6.359994e+00,6.076387e+00,6.093973e+00,2
2.692701e-02,optimal_grid,5.553340e+00,6.093900e+00,6.093900e+00,1
2.692701e-02,Moroz,6.284914e+00,6.090513e+00,6.099403e+00,95
1.100565e-01,Blinn,3.239096e+00,3.003608e+00,3.013642e+00,2
1.100565e-01,QuakeIII,3.103956e+00,3.010303e+00,3.014331e+00,2
1.100565e-01,withoutDiv,3.142421e+00,3.006060e+00,3.014305e+00,2
1.100565e-01,optimal_grid,2.739094e+00,3.014786e+00,3.014786e+00,1
1.100565e-01,Moroz,3.104882e+00,3.012948e+00,3.012948e+00,1
1.386561e-02,Blinn,8.900808e+00,8.488770e+00,8.492182e+00,2
1.386561e-02,QuakeIII,8.360250e+00,8.489332e+00,8.492400e+00,2
1.386561e-02,withoutDiv,8.514110e+00,8.492318e+00,8.492318e+00,1
1.386561e-02,optimal_grid,7.450401e+00,8.494285e+00,8.494285e+00,1
1.386561e-02,Moroz,8.363951e+00,8.496854e+00,8.499863e+00,95
1.025837e-02,Blinn,1.074772e+01,9.813309e+00,9.873018e+00,3
1.025837e-02,QuakeIII,1.020716e+01,9.856139e+00,9.873221e+00,2
1.025837e-02,withoutDiv,1.036102e+01,9.836528e+00,9.873061e+00,2
1.025837e-02,optimal_grid,8.747709e+00,9.878920e+00,9.717490e+00,95
1.025837e-02,Moroz,1.021086e+01,9.864729e+00,9.881941e+00,95
1.463904e-01,Blinn,2.828876e+00,2.600861e+00,2.612773e+00,2
1.463904e-01,QuakeIII,2.693737e+00,2.609907e+00,2.613619e+00,2
1.463904e-01,withoutDiv,2.732202e+00,2.605436e+00,2.613589e+00,2
1.463904e-01,optimal_grid,2.328875e+00,2.615317e+00,2.615317e+00,1
1.463904e-01,Moroz,2.694662e+00,2.612188e+00,2.612188e+00,1
7.190906e-02,Blinn,3.849455e+00,3.730822e+00,3.730822e+00,1
7.190906e-02,QuakeIII,3.714315e+00,3.729048e+00,3.729048e+00,1
7.190906e-02,withoutDiv,3.752780e+00,3.728910e+00,3.728910e+00,1
7.190906e-02,optimal_grid,3.349453e+00,3.731326e+00,3.670299e+00,95
7.190906e-02,Moroz,3.715241e+00,3.732323e+00,3.732412e+00,95
1.988313e-02,Blinn,7.454959e+00,7.086941e+00,7.091521e+00,2
1.988313e-02,QuakeIII,7.184680e+00,7.089987e+00,7.089987e+00,1
1.988313e-02,withoutDiv,7.261610e+00,7.085672e+00,7.091811e+00,2
1.988313e-02,optimal_grid,6.454956e+00,7.092177e+00,7.092177e+00,1
1.988313e-02,Moroz,7.186531e+00,7.096230e+00,7.098049e+00,95
1.187397e-02,Blinn,9.920529e+00,9.134412e+00,9.176858e+00,3
1.187397e-02,QuakeIII,9.379971e+00,9.170248e+00,9.177021e+00,2
1.187397e-02,withoutDiv,9.533831e+00,9.155951e+00,9.176956e+00,2
1.187397e-02,optimal_grid,7.960261e+00,9.172277e+00,9.032237e+00,95
1.187397e-02,Moroz,9.383672e+00,9.178245e+00,9.178245e+00,1
1.116790e-02,Blinn,1.028203e+01,9.408922e+00,9.462461e+00,3
1.116790e-02,QuakeIII,9.741476e+00,9.450239e+00,9.462657e+00,2
1.116790e-02,withoutDiv,9.895336e+00,9.432556e+00,9.462538e+00,2
1.116790e-02,optimal_grid,8.282028e+00,9.463597e+00,9.463597e+00,1
1.116790e-02,Moroz,9.745177e+00,9.458471e+00,9.470995e+00,95
1.283854e-01,Blinn,2.972917e+00,2.784704e+00,2.790496e+00,2
1.283854e-01,QuakeIII,2.837777e+00,2.789698e+00,2.789698e+00,1
1.283854e-01,withoutDiv,2.876242e+00,2.786931e+00,2.790878e+00,2
1.283854e-01,optimal_grid,2.472915e+00,2.792489e+00,2.792489e+00,1
1.283854e-01,Moroz,2.838702e+00,2.792146e+00,2.792146e+00,1
1.520677e-02,Blinn,8.214133e+00,8.113637e+00,8.109525e+00,2
1.520677e-02,QuakeIII,7.836787e+00,8.095686e+00,8.109231e+00,2
1.520677e-02,withoutDiv,7.913717e+00,8.102249e+00,8.109257e+00,2
1.520677e-02,optimal_grid,7.107063e+00,8.110643e+00,8.110643e+00,1
1.520677e-02,Moroz,7.838638e+00,8.102757e+00,8.116389e+00,95
1.372048e-01,Blinn,2.902362e+00,2.689871e+00,2.699059e+00,2
1.372048e-01,QuakeIII,2.767222e+00,2.697145e+00,2.699696e+00,2
1.372048e-01,withoutDiv,2.805687e+00,2.693376e+00,2.699677e+00,2
1.372048e-01,optimal_grid,2.402360e+00,2.701421e+00,2.701421e+00,1
1.372048e-01,Moroz,2.768147e+00,2.699507e+00,2.699507e+00,1
2.920653e-02,Blinn,6.261564e+00,5.834527e+00,5.850321e+00,2
2.920653e-02,QuakeIII,5.991284e+00,5.846347e+00,5.851396e+00,2
2.920653e-02,withoutDiv,6.068214e+00,5.839203e+00,5.851365e+00,2
2.920653e-02,optimal_grid,5.261560e+00,5.854699e+00,5.759081e+00,95
2.920653e-02,Moroz,5.993135e+00,5.851479e+00,5.851479e+00,1
1.461992e-01,Blinn,2.830406e+00,2.602619e+00,2.614486e+00,2
1.461992e-01,QuakeIII,2.695266e+00,2.611634e+00,2.615328e+00,2
1.461992e-01,withoutDiv,2.733732e+00,2.607175e+00,2.615297e+00,2
1.461992e-01,optimal_grid,2.330405e+00,2.617027e+00,2.617027e+00,1
1.461992e-01,Moroz,2.696192e+00,2.613917e+00,2.613917e+00,1
2.229764e-02,Blinn,7.145902e+00,6.680387e+00,6.695805e+00,2
2.229764e-02,QuakeIII,6.875622e+00,6.689627e+00,6.696837e+00,2
2.229764e-02,withoutDiv,6.952552e+00,6.682017e+00,6.696800e+00,2
2.229764e-02,optimal_grid,6.145898e+00,6.693041e+00,6.591189e+00,95
2.229764e-02,Moroz,6.877473e+00,6.695520e+00,6.695520e+00,1
1.871135e-01,Blinn,2.503092e+00,2.300326e+00,2.311018e+00,2
1.871135e-01,QuakeIII,2.367952e+00,2.309721e+00,2.311782e+00,2
1.871135e-01,withoutDiv,2.406417e+00,2.305895e+00,2.311763e+00,2
1.871135e-01,optimal_grid,2.003090e+00,2.310382e+00,2.310382e+00,1
1.871135e-01,Moroz,2.368878e+00,2.311735e+00,2.311735e+00,1
1.684235e-01,Blinn,2.652612e+00,2.421860e+00,2.435665e+00,2
1.684235e-01,QuakeIII,2.517473e+00,2.432619e+00,2.436671e+00,2
1.684235e-01,withoutDiv,2.555938e+00,2.427783e+00,2.436632e+00,2
1.684235e-01,optimal_grid,2.152611e+00,2.437894e+00,2.437894e+00,1
1.684235e-01,Moroz,2.518398e+00,2.434738e+00,2.434738e+00,1
5.385927e-02,Blinn,4.553007e+00,4.303716e+00,4.308612e+00,2
5.385927e-02,QuakeIII,4.282728e+00,4.308695e+00,4.308695e+00,1
5.385927e-02,withoutDiv,4.359658e+00,4.308034e+00,4.308034e+00,1
5.385927e-02,optimal_grid,3.776502e+00,4.309671e+00,4.309671e+00,1
5.385927e-02,Moroz,4.284578e+00,4.312493e+00,4.312719e+00,95
7.098124e-02,Blinn,3.864300e+00,3.755418e+00,3.753547e+00,2
7.098124e-02,QuakeIII,3.729161e+00,3.753194e+00,3.753194e+00,1
7.098124e-02,withoutDiv,3.767626e+00,3.753348e+00,3.753348e+00,1
7.098124e-02,optimal_grid,3.364299e+00,3.755761e+00,3.694209e+00,95
7.098124e-02,Moroz,3.730086e+00,3.756490e+00,3.756727e+00,95
2.144890e-02,Blinn,7.254540e+00,6.815310e+00,6.827263e+00,2
2.144890e-02,QuakeIII,6.984261e+00,6.822661e+00,6.828056e+00,2
2.144890e-02,withoutDiv,7.061191e+00,6.815986e+00,6.828030e+00,2
2.144890e-02,optimal_grid,6.254537e+00,6.825280e+00,6.720332e+00,95
2.144890e-02,Moroz,6.986112e+00,6.828672e+00,6.828672e+00,1
9.483513e-02,Blinn,3.482638e+00,3.236730e+00,3.246568e+00,2
9.483513e-02,QuakeIII,3.347498e+00,3.242557e+00,3.247237e+00,2
9.483513e-02,withoutDiv,3.385963e+00,3.238232e+00,3.247210e+00,2
9.483513e-02,optimal_grid,2.982636e+00,3.245151e+00,3.196013e+00,95
9.483513e-02,Moroz,3.348423e+00,3.245413e+00,3.245413e+00,1
2.223917e-02,Blinn,7.153387e+00,6.689422e+00,6.704619e+00,2
2.223917e-02,QuakeIII,6.883107e+00,6.698541e+00,6.705637e+00,2
2.223917e-02,withoutDiv,6.960037e+00,6.690989e+00,6.705599e+00,2
2.223917e-02,optimal_grid,6.153383e+00,6.701892e+00,6.599849e+00,95
2.223917e-02,Moroz,6.884958e+00,6.704443e+00,6.704443e+00,1
1.464873e-02,Blinn,8.499852e+00,8.266813e+00,8.262551e+00,2
1.464873e-02,QuakeIII,7.979647e+00,8.247945e+00,8.262246e+00,2
1.464873e-02,withoutDiv,8.113153e+00,8.258269e+00,8.262280e+00,2
1.464873e-02,optimal_grid,7.249923e+00,8.264194e+00,8.264194e+00,1
1.464873e-02,Moroz,7.981497e+00,8.255147e+00,8.269542e+00,95
4.702771e-02,Blinn,4.990227e+00,4.588925e+00,4.609802e+00,2
4.702771e-02,QuakeIII,4.719947e+00,4.607427e+00,4.611292e+00,2
4.702771e-02,withoutDiv,4.796877e+00,4.599944e+00,4.611255e+00,2
4.702771e-02,optimal_grid,3.995112e+00,4.608456e+00,4.538542e+00,95
4.702771e-02,Moroz,4.721798e+00,4.611444e+00,4.611444e+00,1
1.571426e-01,Blinn,2.742860e+00,2.507942e+00,2.521626e+00,2
1.571426e-01,QuakeIII,2.607720e+00,2.518273e+00,2.522616e+00,2
1.571426e-01,withoutDiv,2.646185e+00,2.513401e+00,2.522577e+00,2
1.571426e-01,optimal_grid,2.242858e+00,2.524215e+00,2.524215e+00,1
1.571426e-01,Moroz,2.608645e+00,2.520470e+00,2.524843e+00,95
2.651600e-02,Blinn,6.605952e+00,6.118123e+00,6.139598e+00,2
2.651600e-02,QuakeIII,6.335672e+00,6.131752e+00,6.141076e+00,2
2.651600e-02,withoutDiv,6.412602e+00,6.122827e+00,6.141016e+00,2
2.651600e-02,optimal_grid,5.605948e+00,6.140219e+00,6.140219e+00,1
2.651600e-02,Moroz,6.337523e+00,6.137143e+00,6.146492e+00,95
1.418309e-02,Blinn,8.738258e+00,8.397460e+00,8.397460e+00,1
1.418309e-02,QuakeIII,8.197700e+00,8.389789e+00,8.396806e+00,2
1.418309e-02,withoutDiv,8.351560e+00,8.396449e+00,8.396449e+00,1
1.418309e-02,optimal_grid,7.369126e+00,8.398821e+00,8.264333e+00,95
1.418309e-02,Moroz,8.201401e+00,8.397254e+00,8.397254e+00,1
1.566017e-01,Blinn,2.747187e+00,2.512350e+00,2.525983e+00,2
1.566017e-01,QuakeIII,2.612047e+00,2.522636e+00,2.526969e+00,2
1.566017e-01,withoutDiv,2.650512e+00,2.517774e+00,2.526930e+00,2
1.566017e-01,optimal_grid,2.247185e+00,2.528576e+00,2.528576e+00,1
1.566017e-01,Moroz,2.612972e+00,2.524837e+00,2.529200e+00,95
6.974758e-02,Blinn,3.884039e+00,3.788757e+00,3.786613e+00,2
6.974758e-02,QuakeIII,3.748899e+00,3.785920e+00,3.785920e+00,1
6.974758e-02,withoutDiv,3.787364e+00,3.786478e+00,3.787364e+00,0
6.974758e-02,optimal_grid,3.384037e+00,3.788927e+00,3.726736e+00,95
6.974758e-02,Moroz,3.749824e+00,3.789243e+00,3.789804e+00,95
1.965096e-02,Blinn,7.484677e+00,7.129892e+00,7.133366e+00,2
1.965096e-02,QuakeIII,7.214398e+00,7.132212e+00,7.132212e+00,1
