input,reference,initial,after_one,final,iters,magic
1.501631,0.816053,0.840929,0.814904,0.816051,2,0x5F3761D4
0.880927,1.065443,1.051746,1.065180,1.065442,2,0x5F3761D5
0.234096,2.066821,1.996288,2.063251,2.066812,2,0x5F3761D6
1.188605,0.917236,0.919185,0.917230,0.917230,1,0x5F3761D7
0.043424,4.798810,4.951538,4.791440,4.798792,2,0x5F3761D8
0.328088,1.745841,1.776497,1.745029,1.745841,2,0x5F3761D9
1.944833,0.717066,0.730129,0.716706,0.717065,2,0x5F3761DA
1.705383,0.765754,0.789991,0.764591,0.765751,2,0x5F3761DB
1.998937,0.707295,0.716603,0.707110,0.707110,1,0x5F3761DC
1.079522,0.962464,0.946457,0.962066,0.962463,2,0x5F3761DD
0.040273,4.983004,5.153203,4.974185,4.982980,2,0x5F3761DE
0.055824,4.232423,4.157954,4.230469,4.232422,2,0x5F3761DF
0.499941,1.414297,1.432793,1.413933,1.414297,2,0x5F3761E0
0.068366,3.824559,3.771501,3.823460,3.824559,2,0x5F3761E1
0.515453,1.392853,1.417221,1.392210,1.392853,2,0x5F3761E2
0.520332,1.386308,1.412343,1.385570,1.386308,2,0x5F3761E3
0.692561,1.201631,1.240114,1.199762,1.201627,2,0x5F3761E4
0.088486,3.361729,3.449574,3.358256,3.361724,2,0x5F3761E5
0.075562,3.637883,3.656361,3.637742,3.637742,1,0x5F3761E6
0.053940,4.305727,4.278572,4.305470,4.305727,2,0x5F3761E7
1.217303,0.906360,0.912012,0.906307,0.906307,1,0x5F3761E8
0.240996,2.037019,1.968691,2.033619,2.037010,2,0x5F3761E9
0.094788,3.248047,3.348736,3.243316,3.248036,2,0x5F3761EA
0.093041,3.278407,3.376696,3.273943,3.278398,2,0x5F3761EB
0.040819,4.949581,5.118282,4.940858,4.949557,2,0x5F3761EC
0.288470,1.861873,1.855737,1.861842,1.861842,1,0x5F3761ED
1.417169,0.840019,0.862046,0.839145,0.840018,2,0x5F3761EE
1.092514,0.956724,0.943210,0.956439,0.956723,2,0x5F3761EF
0.170080,2.424784,2.504710,2.420789,2.424774,2,0x5F3761F0
1.105202,0.951216,0.940038,0.951020,0.951020,1,0x5F3761F1
0.042056,4.876228,5.039098,4.867978,4.876207,2,0x5F3761F2
0.075570,3.637692,3.656237,3.637549,3.637549,1,0x5F3761F3
0.315728,1.779686,1.801221,1.779294,1.779686,2,0x5F3761F4
0.885365,1.062769,1.047312,1.062433,1.062769,2,0x5F3761F5
0.845261,1.087688,1.087416,1.087688,1.087688,1,0x5F3761F6
0.216288,2.150224,2.135049,2.150063,2.150063,1,0x5F3761F7
0.053687,4.315839,4.294738,4.315685,4.315685,1,0x5F3761F8
1.437171,0.834153,0.857046,0.833202,0.834151,2,0x5F3761F9
0.242363,2.031266,1.963225,2.027885,2.031257,2,0x5F3761FA
0.052538,4.362774,4.368271,4.362764,4.362764,1,0x5F3761FB
0.247814,2.008800,1.941420,2.005448,2.008792,2,0x5F3761FC
0.033305,5.479528,5.599171,5.475581,5.479524,2,0x5F3761FD
0.177884,2.371001,2.442286,2.367754,2.370995,2,0x5F3761FE
0.057692,4.163351,4.038438,4.157785,4.163340,2,0x5F3761FF
0.484380,1.436835,1.463918,1.436064,1.436834,2,0x5F376200
0.169713,2.427404,2.507650,2.423381,2.427394,2,0x5F376201
0.053505,4.323195,4.306426,4.323098,4.323098,1,0x5F376202
0.060039,4.081156,3.944108,4.074330,4.081139,2,0x5F376203
0.957672,1.021861,0.987504,1.020147,1.021856,2,0x5F376204
0.038354,5.106172,5.276068,5.097598,5.106150,2,0x5F376205
0.832961,1.095690,1.099718,1.095668,1.095668,1,0x5F376206
0.079307,3.550957,3.596453,3.550079,3.550956,2,0x5F376207
0.384484,1.612726,1.663711,1.610283,1.612721,2,0x5F376208
0.033247,5.484302,5.602886,5.480428,5.484298,2,0x5F376209
0.151335,2.570572,2.654676,2.566399,2.570562,2,0x5F37620A
1.655838,0.777125,0.802380,0.775881,0.777122,2,0x5F37620B
1.096892,0.954812,0.942117,0.954560,0.954812,2,0x5F37620C
0.332420,1.734429,1.767841,1.733458,1.734429,2,0x5F37620D
1.973982,0.711752,0.722845,0.711491,0.711751,2,0x5F37620E
0.043936,4.770770,4.918799,4.763809,4.770755,2,0x5F37620F
1.495422,0.817745,0.842485,0.816611,0.817743,2,0x5F376210
0.039762,5.014914,5.185925,5.006067,5.014890,2,0x5F376211
0.303336,1.815674,1.826008,1.815586,1.815586,1,0x5F376212
1.971634,0.712175,0.723432,0.711907,0.712175,2,0x5F376213
0.096877,3.212837,3.315322,3.207881,3.212826,2,0x5F376214
0.137940,2.692490,2.761838,2.689788,2.692486,2,0x5F376215
0.185499,2.321821,2.381367,2.319511,2.321818,2,0x5F376216
0.319487,1.769185,1.793707,1.768673,1.769185,2,0x5F376217
0.442271,1.503681,1.548139,1.501690,1.503677,2,0x5F376218
1.155237,0.930389,0.927531,0.930376,0.930376,1,0x5F376219
0.032053,5.585566,5.679348,5.583191,5.585565,2,0x5F37621A
0.252726,1.989184,1.927229,1.986320,1.989178,2,0x5F37621B
0.122741,2.854341,2.901513,2.853165,2.854340,2,0x5F37621C
0.411847,1.558232,1.608988,1.555725,1.558226,2,0x5F37621D
1.053050,0.974486,0.953078,0.973785,0.974485,2,0x5F37621E
0.645463,1.244699,1.287218,1.242495,1.244693,2,0x5F37621F
0.441875,1.504356,1.548933,1.502355,1.504351,2,0x5F376220
0.085947,3.411029,3.490218,3.408251,3.411026,2,0x5F376221
0.298453,1.830468,1.835776,1.830445,1.830445,1,0x5F376222
0.171118,2.417421,2.496422,2.413506,2.417411,2,0x5F376223
0.192895,2.276879,2.322209,2.275517,2.276878,2,0x5F376224
0.294705,1.842071,1.843273,1.842070,1.842070,1,0x5F376225
0.126674,2.809671,2.851970,2.808711,2.809671,2,0x5F376226
0.049001,4.517510,4.594691,4.515521,4.517509,2,0x5F376227
0.874409,1.069406,1.058274,1.069233,1.069233,1,0x5F376228
0.222051,2.122138,2.088958,2.121364,2.122138,2,0x5F376229
0.163047,2.476530,2.560990,2.472160,2.476518,2,0x5F37622A
0.068486,3.821197,3.769592,3.820156,3.821196,2,0x5F37622B
0.813684,1.108593,1.118999,1.108446,1.108446,1,0x5F37622C
0.381199,1.619662,1.670286,1.617263,1.619656,2,0x5F37622D
0.124664,2.832235,2.870742,2.831446,2.832235,2,0x5F37622E
0.210641,2.178856,2.180239,2.178854,2.178854,1,0x5F37622F
0.076708,3.610599,3.638038,3.610286,3.610600,2,0x5F376230
1.814213,0.742431,0.762789,0.741586,0.742429,2,0x5F376231
1.980790,0.710527,0.721145,0.710288,0.710288,1,0x5F376232
1.973910,0.711765,0.722865,0.711504,0.711764,2,0x5F376233
1.527114,0.809216,0.834564,0.808012,0.809213,2,0x5F376234
0.897526,1.055544,1.035158,1.054957,1.055544,2,0x5F376235
1.461056,0.827307,0.851078,0.826272,0.827305,2,0x5F376236
0.048286,4.550825,4.640447,4.548161,4.550823,2,0x5F376237
0.175016,2.390345,2.465239,2.386789,2.390337,2,0x5F376238
0.223960,2.113075,2.073691,2.111981,2.113074,2,0x5F376239
1.904203,0.724675,0.740292,0.724167,0.724675,2,0x5F37623A
0.450534,1.489828,1.531617,1.488053,1.489825,2,0x5F37623B
0.518891,1.388232,1.413795,1.387522,1.388231,2,0x5F37623C
0.291843,1.851080,1.848999,1.851077,1.851077,1,0x5F37623D
1.336442,0.865018,0.882232,0.864500,0.865017,2,0x5F37623E
0.997056,1.001475,0.967815,0.999798,1.001471,2,0x5F37623F
1.413681,0.841055,0.862923,0.840195,0.841054,2,0x5F376240
1.289359,0.880670,0.894003,0.880365,0.880669,2,0x5F376241
1.284867,0.882208,0.895126,0.881923,0.882208,2,0x5F376242
0.831401,1.096717,1.101285,1.096689,1.096689,1,0x5F376243
0.466944,1.463416,1.498799,1.462122,1.463414,2,0x5F376244
0.088304,3.365188,3.452506,3.361761,3.365183,2,0x5F376245
1.315775,0.871785,0.887400,0.871363,0.871784,2,0x5F376246
1.069943,0.966762,0.948858,0.966268,0.966762,2,0x5F376247
0.037200,5.184768,5.349956,5.176790,5.184750,2,0x5F376248
0.122591,2.856081,2.903916,2.854873,2.856081,2,0x5F376249
0.559365,1.337064,1.373322,1.335576,1.337062,2,0x5F37624A
0.041747,4.894247,5.058922,4.885842,4.894224,2,0x5F37624B
0.166288,2.452279,2.535072,2.448039,2.452268,2,0x5F37624C
0.637044,1.252896,1.295643,1.250684,1.252891,2,0x5F37624D
0.345802,1.700538,1.741084,1.699077,1.700536,2,0x5F37624E
0.242998,2.028609,1.960694,2.025236,2.028600,2,0x5F37624F
0.585738,1.306616,1.346949,1.304730,1.306612,2,0x5F376250
0.089486,3.342894,3.433601,3.339169,3.342888,2,0x5F376251
0.418597,1.545617,1.595493,1.543176,1.545611,2,0x5F376252
0.303028,1.816597,1.826632,1.816513,1.816513,1,0x5F376253
1.268184,0.887992,0.899298,0.887775,0.887775,1,0x5F376254
1.776464,0.750277,0.772228,0.749305,0.750275,2,0x5F376255
0.034635,5.373307,5.514106,5.367724,5.373298,2,0x5F376256
0.441108,1.505662,1.550472,1.503642,1.505658,2,0x5F376257
0.080614,3.522036,3.575548,3.520811,3.522036,2,0x5F376258
0.574493,1.319343,1.358196,1.317610,1.319340,2,0x5F376259
1.376312,0.852396,0.872266,0.851696,0.852395,2,0x5F37625A
0.433578,1.518681,1.565533,1.516490,1.518676,2,0x5F37625B
0.453670,1.484671,1.525350,1.482984,1.484668,2,0x5F37625C
0.576964,1.316515,1.355726,1.314746,1.316511,2,0x5F37625D
0.090274,3.328275,3.420999,3.324365,3.328269,2,0x5F37625E
0.037863,5.139148,5.307511,5.130784,5.139127,2,0x5F37625F
0.734778,1.166600,1.197912,1.165328,1.166598,2,0x5F376260
0.151247,2.571322,2.655403,2.567153,2.571312,2,0x5F376261
0.373357,1.636582,1.685975,1.634323,1.636577,2,0x5F376262
0.126480,2.811836,2.853544,2.810903,2.811835,2,0x5F376263
1.237069,0.899090,0.907078,0.898983,0.898983,1,0x5F376264
0.354906,1.678584,1.722878,1.676816,1.678581,2,0x5F376265
0.269869,1.924968,1.892952,1.924174,1.924968,2,0x5F376266
0.316376,1.777862,1.799938,1.777449,1.777862,2,0x5F376267
0.045751,4.675192,4.802696,4.669929,4.675183,2,0x5F376268
0.247438,2.010326,1.942938,2.006976,2.010318,2,0x5F376269
1.193265,0.915444,0.918029,0.915433,0.915433,1,0x5F37626A
1.267167,0.888348,0.899554,0.888135,0.888135,1,0x5F37626B
0.649463,1.240860,1.283228,1.238665,1.240854,2,0x5F37626C
0.379870,1.622492,1.672951,1.620113,1.622487,2,0x5F37626D
0.078509,3.568951,3.609241,3.568267,3.568951,2,0x5F37626E
0.704513,1.191395,1.228179,1.189674,1.191391,2,0x5F37626F
0.162378,2.481627,2.566360,2.477238,2.481615,2,0x5F376270
0.335241,1.727115,1.762209,1.726038,1.727114,2,0x5F376271
0.059008,4.116669,3.977140,4.109655,4.116651,2,0x5F376272
0.856752,1.080369,1.075940,1.080342,1.080342,1,0x5F376273
0.035954,5.273825,5.429705,5.266846,5.273811,2,0x5F376274
0.524170,1.381223,1.408522,1.380408,1.381222,2,0x5F376275
0.200204,2.234931,2.263756,2.234370,2.234930,2,0x5F376276
1.018592,0.990831,0.961698,0.989559,0.990829,2,0x5F376277
0.100126,3.160285,3.263367,3.155187,3.160273,2,0x5F376278
0.471992,1.455568,1.488708,1.454428,1.455567,2,0x5F376279
0.596829,1.294420,1.335864,1.292408,1.294415,2,0x5F37627A
0.039217,5.049691,5.220906,5.040884,5.049668,2,0x5F37627B
0.551612,1.346427,1.381081,1.345078,1.346425,2,0x5F37627C
0.502616,1.410528,1.430077,1.410120,1.410528,2,0x5F37627D
0.730858,1.169724,1.201835,1.168390,1.169722,2,0x5F37627E
0.750254,1.154505,1.182439,1.153483,1.154504,2,0x5F37627F
0.398950,1.583219,1.634794,1.580671,1.583212,2,0x5F376280
0.095294,3.239427,3.340690,3.234630,3.239416,2,0x5F376281
0.677148,1.215229,1.255546,1.213201,1.215224,2,0x5F376282
0.108185,3.040296,3.134423,3.035879,3.040286,2,0x5F376283
0.255119,1.979835,1.922457,1.977364,1.979830,2,0x5F376284
0.169279,2.430519,2.511159,2.426461,2.430508,2,0x5F376285
0.751242,1.153746,1.181453,1.152740,1.153745,2,0x5F376286
1.487463,0.819930,0.844481,0.818816,0.819928,2,0x5F376287
0.242786,2.029497,1.961551,2.026123,2.029488,2,0x5F376288
0.062885,3.987750,3.859236,3.981604,3.987736,2,0x5F376289
1.674311,0.772826,0.797769,0.771606,0.772823,2,0x5F37628A
0.553124,1.344587,1.379571,1.343210,1.344585,2,0x5F37628B
0.636328,1.253601,1.296367,1.251388,1.253596,2,0x5F37628C
0.035583,5.301291,5.453498,5.294672,5.301279,2,0x5F37628D
0.561089,1.335009,1.371606,1.333490,1.335006,2,0x5F37628E
0.253724,1.985270,1.925248,1.982575,1.985264,2,0x5F37628F
0.087757,3.375669,3.461283,3.372384,3.375664,2,0x5F376290
0.762053,1.145532,1.170642,1.144701,1.145531,2,0x5F376291
0.516004,1.392110,1.416692,1.391455,1.392109,2,0x5F376292
1.929398,0.719928,0.733998,0.719513,0.719928,2,0x5F376293
0.743860,1.159456,1.188836,1.158330,1.159455,2,0x5F376294
0.034342,5.396212,5.532914,5.390974,5.396204,2,0x5F376295
0.090541,3.323352,3.416729,3.319380,3.323345,2,0x5F376296
0.032772,5.523974,5.633407,5.520701,5.523971,2,0x5F376297
0.052076,4.382099,4.397937,4.382013,4.382013,1,0x5F376298
0.786391,1.127666,1.146305,1.127202,1.127666,2,0x5F376299
0.631419,1.258465,1.301278,1.256256,1.258460,2,0x5F37629A
0.656583,1.234113,1.276113,1.231945,1.234108,2,0x5F37629B
0.498352,1.416550,1.435993,1.416148,1.416550,2,0x5F37629C
0.119418,2.893771,2.954698,2.891834,2.893770,2,0x5F37629D
0.653356,1.237158,1.279341,1.234976,1.237152,2,0x5F37629E
0.716027,1.181776,1.216670,1.180215,1.181773,2,0x5F37629F
1.395021,0.846661,0.867593,0.845878,0.846660,2,0x5F3762A0
0.070955,3.754120,3.730113,3.753890,3.753890,1,0x5F3762A1
1.442975,0.832474,0.855605,0.831501,0.832472,2,0x5F3762A2
0.804353,1.115005,1.128345,1.114764,1.115004,2,0x5F3762A3
1.915213,0.722589,0.737546,0.722122,0.722589,2,0x5F3762A4
1.559492,0.800771,0.826476,0.799520,0.800768,2,0x5F3762A5
0.370789,1.642239,1.691119,1.640035,1.642234,2,0x5F3762A6
0.198569,2.244113,2.276847,2.243393,2.244112,2,0x5F3762A7
0.571830,1.322411,1.360868,1.320717,1.322408,2,0x5F3762A8
0.055351,4.250454,4.188299,4.249098,4.250454,2,0x5F3762A9
0.111611,2.993280,3.079628,2.989507,2.993273,2,0x5F3762AA
0.221443,2.125050,2.093854,2.124366,2.125050,2,0x5F3762AB
0.115369,2.944119,3.019492,2.941200,2.944114,2,0x5F3762AC
0.117112,2.922131,2.991609,2.919633,2.922128,2,0x5F3762AD
1.362029,0.856854,0.875842,0.856218,0.856853,2,0x5F3762AE
0.223274,2.116317,2.079204,2.115346,2.116316,2,0x5F3762AF
0.377726,1.627090,1.677247,1.624747,1.627085,2,0x5F3762B0
0.133059,2.741433,2.800925,2.739482,2.741431,2,0x5F3762B1
0.984067,1.008063,0.974316,1.006387,1.008059,2,0x5F3762B2
1.478336,0.822457,0.846766,0.821369,0.822455,2,0x5F3762B3
0.411606,1.558688,1.609488,1.556178,1.558682,2,0x5F3762B4
0.226938,2.099165,2.049897,2.097444,2.099163,2,0x5F3762B5
0.146280,2.614610,2.695157,2.610850,2.614602,2,0x5F3762B6
0.489429,1.429405,1.453843,1.428775,1.429405,2,0x5F3762B7
0.112025,2.987744,3.073007,2.984059,2.987737,2,0x5F3762B8
0.188886,2.300910,2.354310,2.299037,2.300908,2,0x5F3762B9
0.533148,1.369544,1.399552,1.368551,1.369543,2,0x5F3762BA
0.043471,4.796255,4.948685,4.788911,4.796238,2,0x5F3762BB
1.158096,0.929240,0.926826,0.929230,0.929230,1,0x5F3762BC
1.948948,0.716308,0.729114,0.715963,0.716308,2,0x5F3762BD
0.253401,1.986533,1.925899,1.983786,1.986528,2,0x5F3762BE
0.048504,4.540566,4.626531,4.538110,4.540565,2,0x5F3762BF
0.476488,1.448685,1.479725,1.447680,1.448684,2,0x5F3762C0
0.033668,5.449895,5.576022,5.445484,5.449890,2,0x5F3762C1
0.086704,3.396098,3.478137,3.393101,3.396094,2,0x5F3762C2
0.031288,5.653438,5.728388,5.651941,5.653437,2,0x5F3762C3
1.227464,0.902600,0.909485,0.902522,0.902522,1,0x5F3762C4
0.044553,4.737656,4.879441,4.731227,4.737643,2,0x5F3762C5
0.079840,3.539080,3.587968,3.538063,3.539080,2,0x5F3762C6
0.532597,1.370253,1.400105,1.369270,1.370252,2,0x5F3762C7
1.309137,0.873992,0.889067,0.873600,0.873992,2,0x5F3762C8
0.172442,2.408123,2.485870,2.404318,2.408114,2,0x5F3762C9
0.353922,1.680917,1.724858,1.679179,1.680914,2,0x5F3762CA
0.106278,3.067460,3.164962,3.062762,3.067449,2,0x5F3762CB
0.396370,1.588362,1.639962,1.585820,1.588356,2,0x5F3762CC
0.038942,5.067465,5.238522,5.058706,5.067442,2,0x5F3762CD
0.104637,3.091416,3.191215,3.086532,3.091405,2,0x5F3762CE
0.661016,1.229968,1.271687,1.227822,1.229963,2,0x5F3762CF
1.106113,0.950824,0.939823,0.950634,0.950634,1,0x5F3762D0
0.164171,2.468038,2.552039,2.463701,2.468027,2,0x5F3762D1
1.623629,0.784796,0.810444,0.783525,0.784793,2,0x5F3762D2
0.221149,2.126460,2.096212,2.125818,2.126460,2,0x5F3762D3
1.643506,0.780035,0.805475,0.778777,0.780032,2,0x5F3762D4
0.455658,1.481429,1.521389,1.479797,1.481426,2,0x5F3762D5
0.146679,2.611053,2.691973,2.607252,2.611044,2,0x5F3762D6
0.499018,1.415604,1.434668,1.415218,1.415604,2,0x5F3762D7
0.630497,1.259384,1.302207,1.257176,1.259379,2,0x5F3762D8
0.993405,1.003314,0.969650,1.001639,1.003310,2,0x5F3762D9
0.045673,4.679170,4.807725,4.673823,4.679161,2,0x5F3762DA
0.419848,1.543313,1.593009,1.540887,1.543308,2,0x5F3762DB
0.378112,1.626259,1.676481,1.623909,1.626254,2,0x5F3762DC
0.225957,2.103717,2.057756,2.102222,2.103716,2,0x5F3762DD
1.119623,0.945070,0.936447,0.944952,0.944952,1,0x5F3762DE
0.212792,2.167816,2.163075,2.167801,2.167801,1,0x5F3762DF
0.096359,3.221468,3.323666,3.216553,3.221457,2,0x5F3762E0
0.512458,1.396918,1.420247,1.396330,1.396917,2,0x5F3762E1
0.052677,4.356999,4.359461,4.356997,4.356997,1,0x5F3762E2
0.073127,3.697952,3.695380,3.697950,3.697950,1,0x5F3762E3
0.742668,1.160386,1.190037,1.159240,1.160385,2,0x5F3762E4
0.299918,1.825992,1.832870,1.825953,1.825953,1,0x5F3762E5
0.070930,3.754779,3.730528,3.754545,3.754545,1,0x5F3762E6
0.252039,1.991894,1.928628,1.988912,1.991887,2,0x5F3762E7
0.120959,2.875281,2.930063,2.873706,2.875280,2,0x5F3762E8
0.296034,1.837931,1.840638,1.837925,1.837925,1,0x5F3762E9
0.272364,1.916132,1.887979,1.915515,1.916132,2,0x5F3762EA
0.679685,1.212959,1.253022,1.210953,1.212954,2,0x5F3762EB
0.170833,2.419437,2.498750,2.415494,2.419427,2,0x5F3762EC
0.572941,1.321129,1.359766,1.319417,1.321126,2,0x5F3762ED
1.811901,0.742904,0.763378,0.742050,0.742903,2,0x5F3762EE
1.048425,0.976633,0.954247,0.975869,0.976632,2,0x5F3762EF
1.549771,0.803279,0.828911,0.802039,0.803276,2,0x5F3762F0
0.120110,2.885432,2.943658,2.883658,2.885430,2,0x5F3762F1
0.039557,5.027938,5.199199,5.019089,5.027915,2,0x5F3762F2
0.351866,1.685821,1.728975,1.684150,1.685818,2,0x5F3762F3
0.703690,1.192091,1.229017,1.190357,1.192087,2,0x5F3762F4
0.516362,1.391626,1.416345,1.390964,1.391626,2,0x5F3762F5
0.861866,1.077160,1.070841,1.077104,1.077104,1,0x5F3762F6
0.044140,4.759749,4.905873,4.752951,4.759735,2,0x5F3762F7
0.416300,1.549875,1.600108,1.547407,1.549870,2,0x5F3762F8
0.111448,2.995468,3.082254,2.991660,2.995461,2,0x5F3762F9
0.327387,1.747710,1.777934,1.746921,1.747709,2,0x5F3762FA
0.132642,2.745740,2.804280,2.743855,2.745739,2,0x5F3762FB
0.055983,4.226422,4.147937,4.224250,4.226421,2,0x5F3762FC
0.054679,4.276500,4.231358,4.275788,4.276500,2,0x5F3762FD
1.499508,0.816630,0.841477,0.815485,0.816628,2,0x5F3762FE
0.044563,4.737079,4.878774,4.730658,4.737066,2,0x5F3762FF
0.075078,3.649580,3.664165,3.649493,3.649493,1,0x5F376300
0.067389,3.852177,3.787198,3.850542,3.852176,2,0x5F376301
0.269974,1.924595,1.892762,1.923809,1.924594,2,0x5F376302
0.052317,4.371984,4.382548,4.371945,4.371945,1,0x5F376303
0.206898,2.198478,2.210237,2.198384,2.198384,1,0x5F376304
0.714587,1.182967,1.218122,1.181384,1.182963,2,0x5F376305
0.785523,1.128289,1.147186,1.127812,1.128289,2,0x5F376306
0.091733,3.301701,3.397695,3.297474,3.301693,2,0x5F376307
1.025252,0.987608,0.960042,0.986465,0.987606,2,0x5F376308
0.402158,1.576892,1.628394,1.574341,1.576885,2,0x5F376309
0.434864,1.516434,1.562983,1.514269,1.516429,2,0x5F37630A
0.394134,1.592861,1.644442,1.590329,1.592855,2,0x5F37630B
0.069300,3.798682,3.756618,3.797986,3.798682,2,0x5F37630C
0.302805,1.817265,1.827100,1.817185,1.817185,1,0x5F37630D
1.417720,0.839856,0.861925,0.838978,0.839855,2,0x5F37630E
0.181854,2.344980,2.410593,2.342201,2.344975,2,0x5F37630F
0.128972,2.784534,2.833647,2.783227,2.784533,2,0x5F376310
0.691596,1.202468,1.241114,1.200585,1.202464,2,0x5F376311
0.408736,1.564151,1.615240,1.561621,1.564145,2,0x5F376312
0.071785,3.732365,3.716867,3.732269,3.732269,1,0x5F376313
1.295893,0.878447,0.892382,0.878113,0.878446,2,0x5F376314
0.118641,2.903238,2.967166,2.901110,2.903235,2,0x5F376315
0.125969,2.817526,2.857670,2.816664,2.817526,2,0x5F376316
0.299439,1.827453,1.833834,1.827419,1.827419,1,0x5F376317
0.659792,1.231109,1.272920,1.228955,1.231104,2,0x5F376318
0.141703,2.656505,2.731801,2.653274,2.656499,2,0x5F376319
0.065808,3.898162,3.812492,3.895359,3.898159,2,0x5F37631A
0.390503,1.600250,1.651706,1.597741,1.600244,2,0x5F37631B
0.830215,1.097500,1.102497,1.097466,1.097466,1,0x5F37631C
1.220348,0.905228,0.911269,0.905168,0.905168,1,0x5F37631D
0.362321,1.661319,1.708070,1.659327,1.661315,2,0x5F37631E
0.043913,4.772010,4.920390,4.765017,4.771994,2,0x5F37631F
0.985187,1.007490,0.973763,1.005815,1.007485,2,0x5F376320
0.277158,1.899487,1.878397,1.899137,1.899487,2,0x5F376321
0.091148,3.312283,3.407064,3.308175,3.312275,2,0x5F376322
1.824837,0.740266,0.760147,0.739458,0.740265,2,0x5F376323
0.369715,1.644623,1.693283,1.642443,1.644619,2,0x5F376324
0.619261,1.270759,1.313453,1.268584,1.270754,2,0x5F376325
0.060459,4.066957,3.930739,4.060189,4.066940,2,0x5F376326
1.939670,0.718019,0.731439,0.717641,0.718019,2,0x5F376327
0.077802,3.585124,3.620593,3.584596,3.585124,2,0x5F376328
0.073282,3.694038,3.692916,3.694038,3.694038,1,0x5F376329
0.118536,2.904518,2.968845,2.902366,2.904516,2,0x5F37632A
0.767379,1.141550,1.165335,1.140802,1.141549,2,0x5F37632B
0.949771,1.026102,0.991471,1.024369,1.026098,2,0x5F37632C
0.337096,1.722356,1.758522,1.721209,1.722355,2,0x5F37632D
0.206202,2.202182,2.215810,2.202055,2.202055,1,0x5F37632E
0.057492,4.170589,4.051389,4.165527,4.170580,2,0x5F37632F
0.410164,1.561426,1.612387,1.558903,1.561419,2,0x5F376330
0.107214,3.054039,3.150008,3.049468,3.054029,2,0x5F376331
0.038671,5.085176,5.255900,5.076482,5.085154,2,0x5F376332
0.045673,4.679206,4.807814,4.673855,4.679197,2,0x5F376333
0.323071,1.759344,1.786572,1.758709,1.759344,2,0x5F376334
0.624909,1.265003,1.307806,1.262806,1.264997,2,0x5F376335
1.084520,0.960243,0.945228,0.959893,0.960243,2,0x5F376336
0.642444,1.247620,1.290272,1.245409,1.247615,2,0x5F376337
0.539595,1.361339,1.393121,1.360217,1.361337,2,0x5F376338
0.465181,1.466186,1.502354,1.464837,1.466184,2,0x5F376339
1.717777,0.762986,0.786914,0.761849,0.762983,2,0x5F37633A
0.093915,3.263109,3.362785,3.258495,3.263099,2,0x5F37633B
1.156804,0.929758,0.927157,0.929747,0.929747,1,0x5F37633C
0.233892,2.067722,1.997147,2.064150,2.067713,2,0x5F37633D
0.135118,2.720462,2.784485,2.718184,2.720459,2,0x5F37633E
1.293942,0.879109,0.892873,0.878784,0.879109,2,0x5F37633F
0.081645,3.499744,3.559119,3.498224,3.499743,2,0x5F376340
0.033952,5.427066,5.557916,5.422295,5.427059,2,0x5F376341
0.064563,3.935560,3.832418,3.931541,3.935554,2,0x5F376342
0.190026,2.294001,2.345227,2.292273,2.293999,2,0x5F376343
1.902223,0.725052,0.740803,0.724535,0.725052,2,0x5F376344
0.193213,2.275003,2.319731,2.273675,2.275002,2,0x5F376345
0.072822,3.705677,3.700276,3.705665,3.705665,1,0x5F376346
1.299027,0.877386,0.891602,0.877039,0.877386,2,0x5F376347
0.044061,4.763993,4.910944,4.757124,4.763978,2,0x5F376348
0.178012,2.370147,2.441338,2.366907,2.370140,2,0x5F376349
0.040402,4.975055,5.145134,4.966234,4.975031,2,0x5F37634A
0.037353,5.174124,5.340274,5.166035,5.174105,2,0x5F37634B
1.550019,0.803214,0.828854,0.801974,0.803211,2,0x5F37634C
1.781453,0.749226,0.770996,0.748268,0.749224,2,0x5F37634D
